date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-11-30_FY,2011-11-30_FY,2010-11-30_FY,2009-11-30_FY,2008-11-30_FY,2007-11-30_FY,2006-11-30_FY,2005-11-30_FY,2004-11-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24592000.0,10865000.0,663000.0,-1583000.0,3496000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,6625000000.0,-8181000000.0,1758000000.0,1392000000.0,2342000000.0,2288000000.0,730000000.0,3970000000.0,-1342000000.0,1076000000.0,-2248890000.0,-7921986000.0,2849576000.0,1384048000.0,7912738000.0,318875000.0,-249130000.0,-450245000.0
,cashAtEndOfPeriod,13589000000.0,6964000000.0,15145000000.0,13306000000.0,11914000000.0,9572000000.0,7284000000.0,6554000000.0,-1342000000.0,3926000000.0,2849843000.0,5098733000.0,13020719000.0,10171143000.0,8787095000.0,874357000.0,555482000.0,804612000.0
,cashAtBeginningOfPeriod,6964000000.0,15145000000.0,13387000000.0,11914000000.0,9572000000.0,7284000000.0,6554000000.0,2584000000.0,0.0,2850000000.0,5098733000.0,13020719000.0,10171143000.0,8787095000.0,874357000.0,555482000.0,804612000.0,1254857000.0
,operatingCashFlow,6196000000.0,6196000000.0,5191000000.0,5208000000.0,4425000000.0,3854000000.0,3826000000.0,3517000000.0,222000000.0,3041000000.0,3609615000.0,3872586000.0,3597892000.0,4504159000.0,2038025000.0,1720787000.0,1636074000.0,1587959000.0
,capitalExpenditure,-261000000.0,-284000000.0,-254000000.0,-218000000.0,-179000000.0,-168000000.0,-145000000.0,-231000000.0,0.0,-144000000.0,-111560000.0,-54676000.0,-53793000.0,-93532000.0,-118265000.0,-144151000.0,-97963000.0,-98712000.0
,freeCashFlow,5935000000.0,5912000000.0,4937000000.0,4990000000.0,4246000000.0,3686000000.0,3681000000.0,3286000000.0,222000000.0,2897000000.0,3498055000.0,3817910000.0,3544099000.0,4410627000.0,1919760000.0,1576636000.0,1538111000.0,1489247000.0
