date,,2020-07-03_FY,2019-06-28_FY,2018-06-29_FY,2017-06-30_FY,2016-07-01_FY,2015-07-03_FY,2014-06-27_FY,2013-06-28_FY,2012-06-29_FY,2011-07-01_FY,2010-07-02_FY,2009-07-03_FY,2008-06-27_FY,2007-06-29_FY,2006-06-30_FY,2005-07-01_FY,2004-07-02_FY,2003-06-27_FY,2002-06-28_FY,2001-06-29_FY
,dividendsPaid,-673000000.0,-713000000.0,-726000000.0,-561000000.0,-727000000.0,-664000000.0,-557000000.0,-518000000.0,-372000000.0,-74000000.0,0.0,-132000000.0,-216000000.0,-212000000.0,-155000000.0,-122000000.0,-90000000.0,-288000000.0,-200000000.0,0.0
,otherFinancingActivites,1055000000.0,283000000.0,90000000.0,1291000000.0,19000000.0,1282000000.0,1883000000.0,1174000000.0,-320000000.0,1404000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-1605000000.0,-2212000000.0,-1211000000.0,-46000000.0,-1820000000.0,-1495000000.0,-1311000000.0,-2222000000.0,-3118000000.0,131000000.0,-344000000.0,232000000.0,-1545000000.0,-463000000.0,-732000000.0,-35000000.0,0.0,9000000.0,-409000000.0,-219000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-1000000.0,-1000000.0,0.0,0.0,-3000000.0,-20000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-527000000.0,394000000.0,-686000000.0,1411000000.0,-1354000000.0,-155000000.0,926000000.0,1000000.0,-970000000.0,414000000.0,836000000.0,437000000.0,2000000.0,78000000.0,164000000.0,324000000.0,-327000000.0,137000000.0,-114000000.0,-142000000.0
,cashAtEndOfPeriod,1693000000.0,2247000000.0,1853000000.0,2536000000.0,1125000000.0,2479000000.0,2634000000.0,1708000000.0,1707000000.0,2677000000.0,2263000000.0,1427000000.0,990000000.0,988000000.0,910000000.0,746000000.0,422000000.0,749000000.0,612000000.0,733000000.0
,cashAtBeginningOfPeriod,2220000000.0,1853000000.0,2539000000.0,1125000000.0,2479000000.0,2634000000.0,1708000000.0,1707000000.0,2677000000.0,2263000000.0,1427000000.0,990000000.0,988000000.0,910000000.0,746000000.0,422000000.0,749000000.0,612000000.0,726000000.0,875000000.0
,operatingCashFlow,1714000000.0,1761000000.0,2113000000.0,1916000000.0,1680000000.0,2647000000.0,2558000000.0,3047000000.0,3262000000.0,1264000000.0,1932000000.0,823000000.0,2538000000.0,943000000.0,1457000000.0,1428000000.0,635000000.0,882000000.0,905000000.0,390000000.0
,capitalExpenditure,-585000000.0,-602000000.0,-366000000.0,-434000000.0,-587000000.0,-747000000.0,-559000000.0,-786000000.0,-636000000.0,-843000000.0,-639000000.0,-633000000.0,-930000000.0,-906000000.0,-1008000000.0,-691000000.0,-605000000.0,-516000000.0,-540000000.0,-504000000.0
,freeCashFlow,1129000000.0,1159000000.0,1747000000.0,1482000000.0,1093000000.0,1900000000.0,1999000000.0,2261000000.0,2626000000.0,421000000.0,1293000000.0,190000000.0,1608000000.0,37000000.0,449000000.0,737000000.0,30000000.0,366000000.0,365000000.0,-114000000.0
