date,,2020-03-31_FY,2019-03-31_FY,2018-03-30_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-12-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY,1993-03-31_FY
,netCashUsedForInvestingActivites,-3195000000.0,-3034000000.0,4660000000.0,-4314000000.0,-4036000000.0,-2001000000.0,-1330000000.0,-6130000000.0,-2371000000.0,-4774000000.0,-2332000000.0,-1998000000.0,-3023000000.0,-4382538950.0,9562095160.0,-2446000000.0,-1295000000.0,-1244000000.0,-1812100000.0,-1199000000.0,-264600000.0,-897100000.0,-860700000.0,88400000.0,-500100000.0,-178800000.0,-132000000.0,-419300000.0,-484200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-3253000000.0,-1969000000.0,0.0,-1616000000.0,-896000000.0,-2839000000.0,-2192000000.0,-1210000000.0,-1914000000.0,-2878000000.0,-2465000000.0,-3251000000.0,-650000000.0,-7847461150.0,-2740782120.0,-868000000.0,-426000000.0,0.0,-2972000000.0,0.0,-934000000.0,-260100000.0,-35500000.0,-209300000.0,-589900000.0,-150000000.0,-450400000.0,-150000000.0,0.0
,commonStockIssued,16000000.0,17000000.0,0.0,18000000.0,16000000.0,23000000.0,14000000.0,19000000.0,13000000.0,18000000.0,18000000.0,8000000.0,23000000.0,16000000.0,54000000.0,13000000.0,38000000.0,4000000.0,12200000.0,0.0,7000000.0,5500000.0,5400000.0,5800000.0,7000000.0,178700000.0,2600000.0,1600000.0,100000.0
,commonStockRepurchased,-6000000.0,-2000000.0,0.0,-195000000.0,-273000000.0,-345000000.0,-5000000.0,-6000000.0,-4000000.0,-3000000.0,-7000000.0,-627000000.0,-1498000000.0,-169000000.0,-7000000.0,0.0,0.0,-97000000.0,0.0,0.0,0.0,-1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-892000000.0,-1160000000.0,0.0,-1463000000.0,-1337000000.0,-1271000000.0,-1059000000.0,-810000000.0,-1006000000.0,-858000000.0,-688000000.0,-838000000.0,-806000000.0,-730000000.0,-745000000.0,-628000000.0,-566000000.0,-582000000.0,-238000000.0,0.0,-216000000.0,-197600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-187000000.0,0.0,0.0,1611000000.0,-834000000.0,-152000000.0,-901000000.0,-792000000.0,-749000000.0,3214000000.0,-1003000000.0,-1061000000.0,-900000000.0,4688000000.0,-3300000000.0,1081000000.0,-278000000.0,267000000.0,-2972000000.0,0.0,-934000000.0,-260100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-1606000000.0,-1364000000.0,-5785000000.0,69000000.0,-1328000000.0,-3253000000.0,-2972000000.0,2715000000.0,-1900000000.0,-430000000.0,-2212000000.0,-877000000.0,-1592000000.0,1494000000.0,-5712000000.0,453000000.0,-806000000.0,-408000000.0,216600000.0,221000000.0,-127600000.0,773600000.0,687600000.0,503900000.0,-216000000.0,1067100000.0,-447800000.0,-135600000.0,200100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,4000000.0,3000000.0,0.0,16000000.0,4000000.0,24000000.0,-26000000.0,14000000.0,0.0,-3000000.0,-1000000.0,18000000.0,4000000.0,-14000000.0,14000000.0,112000000.0,534000000.0,593000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-179000000.0,-77000000.0,-1090000000.0,1015000000.0,8000000.0,-223000000.0,-309000000.0,349000000.0,-43000000.0,-349000000.0,-29000000.0,556000000.0,-1423000000.0,138000000.0,1195000000.0,-901000000.0,1246000000.0,421000000.0,53600000.0,-76000000.0,-1900000.0,26400000.0,-21800000.0,83700000.0,-21400000.0,-64000000.0,-73300000.0,-99800000.0,124300000.0
,cashAtEndOfPeriod,73000000.0,252000000.0,0.0,1139000000.0,124000000.0,116000000.0,339000000.0,648000000.0,299000000.0,342000000.0,691000000.0,720000000.0,164000000.0,1587000000.0,1449000000.0,-13638000000.0,-12632000000.0,-13878000000.0,-1223900000.0,178000000.0,-737500000.0,342600000.0,933900000.0,-144800000.0,-43100000.0,-158800000.0,26300000.0,99600000.0,199400000.0
,cashAtBeginningOfPeriod,252000000.0,329000000.0,0.0,124000000.0,116000000.0,339000000.0,648000000.0,299000000.0,342000000.0,691000000.0,720000000.0,164000000.0,1587000000.0,1449000000.0,254000000.0,-12737000000.0,-13878000000.0,-14299000000.0,-1277500000.0,259000000.0,-735600000.0,316200000.0,955700000.0,-228500000.0,-21700000.0,-94800000.0,99600000.0,199400000.0,75100000.0
,operatingCashFlow,4618000000.0,4318000000.0,35000000.0,5229000000.0,5368000000.0,5007000000.0,4019000000.0,3750000000.0,4228000000.0,4858000000.0,4516000000.0,3413000000.0,3165000000.0,2958000000.0,2971000000.0,2006000000.0,1422000000.0,1824000000.0,554400000.0,902000000.0,83400000.0,149900000.0,151300000.0,-508600000.0,694700000.0,-952300000.0,506500000.0,455100000.0,408400000.0
,capitalExpenditure,-4900000000.0,-3941000000.0,0.0,-3519000000.0,-3628000000.0,-3283000000.0,-3123000000.0,-3389000000.0,-3350000000.0,-3134000000.0,-3111000000.0,-3185000000.0,-2877000000.0,-2218000000.0,-1766000000.0,-1262000000.0,-146000000.0,-111000000.0,-527800000.0,0.0,-483400000.0,-284600000.0,-317800000.0,-291400000.0,-285000000.0,-285300000.0,-377300000.0,-343700000.0,-382300000.0
,freeCashFlow,-282000000.0,377000000.0,35000000.0,1710000000.0,1740000000.0,1724000000.0,896000000.0,361000000.0,878000000.0,1724000000.0,1405000000.0,228000000.0,288000000.0,740000000.0,1205000000.0,744000000.0,1276000000.0,1713000000.0,26600000.0,902000000.0,-400000000.0,-134700000.0,-166500000.0,-800000000.0,409700000.0,-1237600000.0,129200000.0,111400000.0,26100000.0
