date,,2020-02-29_FY,2019-03-02_FY,2018-03-03_FY,2017-02-25_FY,2016-02-27_FY,2015-02-28_FY,2014-03-01_FY,2013-03-02_FY,2012-02-25_FY,2011-02-26_FY,2010-02-27_FY,2009-02-28_FY,2008-03-01_FY,2007-03-03_FY,2006-02-25_FY,2005-02-26_FY,2004-02-28_FY,2003-03-01_FY,2002-03-02_FY,2001-03-03_FY,2000-02-26_FY,1999-02-27_FY,1998-02-28_FY,1997-03-01_FY,1996-02-29_FY,1995-02-28_FY,1994-02-28_FY,1993-02-28_FY,1992-02-29_FY
,netCashUsedForInvestingActivites,91376000.0,-509682000.0,-674412000.0,-491929000.0,-275632000.0,48769000.0,-363400000.0,-665800000.0,-364000000.0,-341000000.0,-488700000.0,-113095000.0,101700000.0,-397700000.0,-67600000.0,-353700000.0,-683200000.0,-493100000.0,-173500000.0,-140400000.0,-90100000.0,-62300000.0,-41300000.0,-35100000.0,-24500000.0,-24500000.0,-19700000.0,-10400000.0,-5900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-4224000.0,-434000.0,0.0,0.0,0.0,0.0,-25511000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21215000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17650000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7900000.0,0.0,3100000.0,1600000.0,800000.0,35800000.0,0.0
,commonStockRepurchased,-99710000.0,-148073000.0,-242120000.0,-526598000.0,-1091476000.0,-2250597000.0,-1229200000.0,-944900000.0,-1046900000.0,-561900000.0,4900000.0,-48052000.0,-711500000.0,-257600000.0,-563300000.0,-319100000.0,74600000.0,24200000.0,25800000.0,37800000.0,7800000.0,6800000.0,0.0,7900000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-85482000.0,-86287000.0,-80877000.0,-55612000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,10313000.0,21907000.0,11833000.0,-2890000.0,62104000.0,61398000.0,176251000.0,128644000.0,106033000.0,3652000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,0.0,-29500000.0,-11200000.0
,netCashUsedProvidedByFinancingActivities,-182846000.0,-238584000.0,-323431000.0,-582210000.0,-1099122000.0,-712290000.0,-1221900000.0,-965400000.0,-1041700000.0,-559000000.0,11200000.0,-26750000.0,-705500000.0,-250300000.0,-567300000.0,-325700000.0,53400000.0,24200000.0,25800000.0,37800000.0,7800000.0,6800000.0,7900000.0,2900000.0,-8800000.0,5100000.0,14100000.0,-5500000.0,600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-977000.0,-7181000.0,-4035000.0,3624000.0,-7801000.0,-13269000.0,-6700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,493679000.0,162831000.0,-142189000.0,-27244000.0,-360001000.0,509058000.0,-198500000.0,-438200000.0,-180400000.0,87500000.0,427900000.0,444125000.0,10700000.0,-34300000.0,25600000.0,-72400000.0,-85400000.0,-49600000.0,190200000.0,95300000.0,53600000.0,37100000.0,0.0,28500000.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,1023650000.0,508971000.0,346140000.0,488329000.0,515599000.0,875574000.0,366500000.0,565000000.0,1003200000.0,1183600000.0,1096100000.0,668209000.0,224100000.0,213400000.0,247700000.0,222100000.0,430300000.0,379900000.0,429500000.0,239300000.0,144000000.0,90400000.0,0.0,38800000.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,529971000.0,346140000.0,488329000.0,515573000.0,875600000.0,366516000.0,565000000.0,1003200000.0,1183600000.0,1096100000.0,668200000.0,224084000.0,213400000.0,247700000.0,222100000.0,294500000.0,515700000.0,429500000.0,239300000.0,144000000.0,90400000.0,53300000.0,38800000.0,10300000.0,6500000.0,2700000.0,10100000.0,600000.0,100000.0
,operatingCashFlow,590941000.0,918278000.0,859689000.0,1043271000.0,1022554000.0,1185848000.0,1393600000.0,1193000000.0,1225300000.0,987400000.0,905400000.0,583970000.0,614500000.0,613600000.0,660400000.0,607000000.0,544400000.0,419300000.0,338000000.0,197900000.0,135900000.0,92600000.0,47900000.0,60700000.0,37100000.0,23200000.0,-1800000.0,25400000.0,5700000.0
,capitalExpenditure,-277401000.0,-325366000.0,-375793000.0,-373574000.0,-328395000.0,-330637000.0,-317180000.0,-314682000.0,-243374000.0,-183474000.0,-153680000.0,-215859000.0,-358200000.0,-317500000.0,-220400000.0,-181400000.0,-109000000.0,-135300000.0,-121600000.0,-140400000.0,-90100000.0,-62300000.0,-41300000.0,-35100000.0,-24500000.0,-24500000.0,-19700000.0,-10400000.0,-5900000.0
,freeCashFlow,313540000.0,592912000.0,483896000.0,669697000.0,694159000.0,855211000.0,1072800000.0,838300000.0,981900000.0,803900000.0,751700000.0,368111000.0,256300000.0,296100000.0,440000000.0,425600000.0,435400000.0,284000000.0,216400000.0,57500000.0,45800000.0,30300000.0,6600000.0,25600000.0,12600000.0,-1300000.0,-21500000.0,15000000.0,-200000.0
