date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY,2009-10-31_FY,2008-10-31_FY,2007-10-31_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY,2003-10-31_FY,2002-10-31_FY,2001-10-31_FY,2000-10-31_FY,1999-10-31_FY,1998-10-31_FY,1997-10-31_FY,1996-10-31_FY,1995-10-31_FY,1994-10-31_FY,1993-10-31_FY,1992-10-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-30117000.0,-48395000.0,-16616000.0,-8571000.0,-30452000.0,-1535000.0,-5971000.0,-374000.0,-173000.0,-306000.0,-377000.0,-237000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,173199000.0,43573000.0,10455000.0,39396000.0,70929000.0,27060000.0,105844000.0,5040000.0,64003000.0,32930000.0,31953000.0,50605000.0,3161000.0,98408000.0,9397000.0,101615000.0,3240000.0,797000.0,826000.0,252764000.0,15195000.0,500000.0,900000.0,200000.0,400000.0,100000.0,100000.0,0.0,5900000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-6475000.0,-1840000.0,-4178000.0,-4156000.0,-4170000.0,-4202000.0,-4343000.0,-4442000.0,-7624000.0,-15226000.0,-3695000.0,-3631000.0,-3642000.0,-3642000.0,-8931000.0,-4354000.0,-378000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-2697000.0,-3302000.0,-352000.0,-206000.0,-1761000.0,-1765000.0,-15120000.0,-1840000.0,954000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1278000.0,57566000.0,-3100000.0,3400000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,221667000.0,59655000.0,27717000.0,72292000.0,120658000.0,26454000.0,80821000.0,43634000.0,57160000.0,21398000.0,27881000.0,47173000.0,2634000.0,94682000.0,156000.0,96805000.0,2702000.0,491000.0,1380000.0,251288000.0,72420000.0,-3300000.0,2600000.0,-2200000.0,700000.0,800000.0,-500000.0,-600000.0,6200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-92000.0,-244000.0,12000.0,129000.0,-35000.0,-108000.0,-260000.0,35000.0,51000.0,4000.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,152274000.0,-40461000.0,-7209000.0,-30868000.0,32576000.0,-24858000.0,16014000.0,20817000.0,6099000.0,30948000.0,-37356000.0,19780000.0,-54954000.0,66750000.0,3545000.0,-23057000.0,4759000.0,-61495000.0,-154375000.0,182116000.0,68591000.0,-4100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,192052000.0,39778000.0,80239000.0,87448000.0,118316000.0,58852000.0,83710000.0,67696000.0,57514000.0,51415000.0,20467000.0,57823000.0,38043000.0,92997000.0,26247000.0,22702000.0,45759000.0,41000000.0,102495000.0,256870000.0,74754000.0,6200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,39778000.0,80239000.0,87448000.0,118316000.0,85740000.0,83710000.0,67696000.0,46879000.0,51415000.0,20467000.0,57823000.0,38043000.0,92997000.0,26247000.0,22702000.0,45759000.0,41000000.0,102495000.0,256870000.0,74754000.0,6163000.0,10300000.0,6800000.0,7600000.0,5400000.0,2000000.0,4700000.0,5800000.0,1200000.0
,operatingCashFlow,-36781000.0,-30572000.0,16322000.0,-71845000.0,-46595000.0,-44274000.0,-57468000.0,-16658000.0,-58659000.0,-8485000.0,-34992000.0,-65203000.0,-61407000.0,-55969000.0,-48409000.0,-55974000.0,-64052000.0,-58835000.0,-55594000.0,-16415000.0,320000.0,100000.0,2500000.0,2300000.0,1400000.0,6900000.0,900000.0,3200000.0,-200000.0
,capitalExpenditure,-382000.0,-2151000.0,-10028000.0,-12351000.0,-7726000.0,-6930000.0,-7079000.0,-6551000.0,-4453000.0,-3350000.0,-2481000.0,-2588000.0,-7368000.0,-4409000.0,-11287000.0,-14072000.0,-7921000.0,-6630000.0,-15373000.0,-19094000.0,-4155000.0,-1200000.0,-1700000.0,-2800000.0,-1900000.0,-1500000.0,-1300000.0,-700000.0,-1400000.0
,freeCashFlow,-37163000.0,-32723000.0,6294000.0,-84196000.0,-54321000.0,-51204000.0,-64547000.0,-23209000.0,-63112000.0,-11835000.0,-37473000.0,-67791000.0,-68775000.0,-60378000.0,-59696000.0,-70046000.0,-71973000.0,-65465000.0,-70967000.0,-35509000.0,-3835000.0,-1100000.0,800000.0,-500000.0,-500000.0,5400000.0,-400000.0,2500000.0,-1600000.0
