date,,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-04-02_FY,2011-01-01_FY,2010-01-02_FY,2009-01-03_FY,2007-12-29_FY,2006-12-31_FY,2006-12-30_FY,2005-12-31_FY,2005-01-01_FY,2004-01-03_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,2000-01-01_FY,1999-01-02_FY,1998-01-03_FY,1996-12-28_FY,1995-12-30_FY,1994-12-31_FY
,netCashUsedForInvestingActivites,-1208600000.0,-989100000.0,-1566800000.0,-284000000.0,-205000000.0,-382200000.0,-1198400000.0,182700000.0,-1464300000.0,0.0,269600000.0,-115200000.0,-464600000.0,-716900000.0,-626300000.0,-626300000.0,-383500000.0,-136900000.0,-52000000.0,-395500000.0,-169800000.0,-70000000.0,-67900000.0,-151100000.0,-125400000.0,-61800000.0,-85300000.0,-70200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1150000000.0,-977500000.0,76700000.0,0.0,-16100000.0,-46600000.0,-302200000.0,-1422300000.0,-602600000.0,-0.0,-515000000.0,-64000000.0,-44000000.0,-227000000.0,0.0,0.0,0.0,-154000000.0,-18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,146000000.0,38500000.0,90800000.0,418500000.0,163500000.0,71300000.0,154600000.0,126400000.0,119600000.0,0.0,396000000.0,61000000.0,19000000.0,96000000.0,64400000.0,0.0,38700000.0,27000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4200000.0
,commonStockRepurchased,834300000.0,-545900000.0,763000000.0,-374100000.0,-486300000.0,43100000.0,134200000.0,-947500000.0,-11100000.0,-0.0,391200000.0,58600000.0,-84200000.0,-110400000.0,-201600000.0,-137200000.0,0.0,27700000.0,4300000.0,17400000.0,14400000.0,-99700000.0,-11400000.0,-20100000.0,-42500000.0,-29200000.0,-7500000.0,-16300000.0
,dividendsPaid,-402000000.0,-384900000.0,-362900000.0,-330900000.0,-319900000.0,-321300000.0,-312700000.0,-304000000.0,-275900000.0,-0.0,-201600000.0,-103600000.0,-99000000.0,-99800000.0,-96100000.0,-96100000.0,-94900000.0,-89400000.0,-86100000.0,-85600000.0,-80500000.0,-78300000.0,-77500000.0,-73900000.0,-68600000.0,-67600000.0,-75200000.0,-61500000.0
,otherFinancingActivites,0.0,1289400000.0,519300000.0,-148500000.0,-53300000.0,-441400000.0,655000000.0,1336400000.0,-22800000.0,0.0,0.0,0.0,0.0,0.0,5900000.0,0.0,-7600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-292500000.0,-561600000.0,295200000.0,-433100000.0,-875600000.0,-766200000.0,155500000.0,-1337400000.0,-371800000.0,0.0,313600000.0,-249000000.0,-48200000.0,210600000.0,-298000000.0,-298000000.0,417300000.0,-196400000.0,-338700000.0,115000000.0,-22800000.0,-151000000.0,-171500000.0,53600000.0,-40400000.0,-193100000.0,-85300000.0,-35600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-1400000.0,-53900000.0,81000000.0,-101700000.0,-132900000.0,-147100000.0,-44900000.0,-2400000.0,1300000.0,0.0,22200000.0,13900000.0,-32600000.0,26000000.0,4000000.0,4000000.0,11700000.0,7400000.0,9100000.0,1900000.0,-7400000.0,-9600000.0,-5000000.0,-800000.0,-7200000.0,3600000.0,-1400000.0,2900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,3200000.0,-343700000.0,-522100000.0,666400000.0,-31200000.0,400000.0,-219800000.0,-190900000.0,-835900000.0,0.0,1344700000.0,189100000.0,-28800000.0,63800000.0,-481200000.0,-481200000.0,407800000.0,45600000.0,82700000.0,6500000.0,21600000.0,5600000.0,-22100000.0,-42100000.0,68200000.0,8600000.0,6100000.0,25600000.0
,cashAtEndOfPeriod,291900000.0,293800000.0,609700000.0,1131800000.0,465800000.0,496400000.0,496200000.0,716100000.0,906900000.0,0.0,1745700000.0,401100000.0,211200000.0,240800000.0,176600000.0,176800000.0,657800000.0,249600000.0,204700000.0,121500000.0,115600000.0,93600000.0,87900000.0,109900000.0,152200000.0,83600000.0,75100000.0,69300000.0
,cashAtBeginningOfPeriod,288700000.0,637500000.0,1131800000.0,465400000.0,497000000.0,496000000.0,716000000.0,907000000.0,1742800000.0,0.0,401000000.0,212000000.0,240000000.0,177000000.0,657800000.0,658000000.0,250000000.0,204000000.0,122000000.0,115000000.0,94000000.0,88000000.0,110000000.0,152000000.0,84000000.0,75000000.0,69000000.0,43700000.0
,operatingCashFlow,1505700000.0,1260900000.0,668500000.0,1485200000.0,1182300000.0,1295900000.0,868000000.0,966200000.0,998900000.0,0.0,739300000.0,539400000.0,516600000.0,544100000.0,439100000.0,439100000.0,362300000.0,371500000.0,464300000.0,285100000.0,221600000.0,236200000.0,222300000.0,56200000.0,241200000.0,259900000.0,178100000.0,128500000.0
,capitalExpenditure,-424700000.0,-492100000.0,-442400000.0,-347000000.0,-311400000.0,-291000000.0,-365600000.0,-386000000.0,-302100000.0,0.0,-185500000.0,-93400000.0,-140800000.0,-86900000.0,-80500000.0,-80500000.0,-53300000.0,-54800000.0,-39400000.0,-52300000.0,-73100000.0,-64400000.0,-102900000.0,-64700000.0,-84100000.0,-103700000.0,-66500000.0,-66400000.0
,freeCashFlow,1081000000.0,768800000.0,226100000.0,1138200000.0,870900000.0,1004900000.0,502400000.0,580200000.0,696800000.0,0.0,553800000.0,446000000.0,375800000.0,457200000.0,358600000.0,358600000.0,309000000.0,316700000.0,424900000.0,232800000.0,148500000.0,171800000.0,119400000.0,-8500000.0,157100000.0,156200000.0,111600000.0,62100000.0
