date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY
,operatingIncome,-10311202.0,-9838300.0,-10547740.0,-10931630.0,-9053390.0,-6318450.0,-11719320.0,-4400000.0,-5270000.0,-4230000.0,-3450000.0,-400000.0,-5530000.0,-320000.0,-290000.0,-590000.0,-990000.0
,operatingIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,429391.0,-119250.0,-308830.0,495160.0,411740.0,-29970.0,-10680.0,-40000.0,-80000.0,-90000.0,0.0,0.0,0.0,-10000.0,0.0,0.0,-10000.0
,incomeBeforeTax,-10740593.0,-9719050.0,-10238910.0,-11426790.0,-9465130.0,-6288480.0,-11708640.0,-4360000.0,-5190000.0,-4140000.0,-3450000.0,-400000.0,-5530000.0,-310000.0,-290000.0,-590000.0,-980000.0
,incomeBeforeTaxRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30000.0,0.0,0.0,0.0,0.0,-120000.0,-60000.0
,netIncome,-10740593.0,-9719050.0,-10238910.0,-11426790.0,-9465130.0,-6288480.0,-11708640.0,-4360000.0,-5190000.0,-4140000.0,-3420000.0,-400000.0,-5530000.0,-310000.0,-290000.0,-470000.0,-920000.0
,netIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.0401736280154366,-0.03635,-0.04044,-0.05003,-0.04617,-0.04017,-0.10378,-0.05004,-0.06915,-0.0732,-0.10533,-0.13746,-3.56774,-0.248,-0.31868,-0.70149,-2.0
,EPSDiluted,-0.0401736280154366,-0.03635,-0.04044,-0.05003,-0.04617,-0.04017,-0.10378,-0.05004,-0.06915,-0.0732,-0.10533,-0.13746,-3.56774,-0.248,-0.31868,-0.70149,-2.0
,weightedAverageShsOut,267354320.0,267354320.0,253212700.0,228376610.0,205007120.0,156529180.0,112820400.0,87130000.0,75050000.0,56560000.0,32470000.0,2910000.0,1550000.0,1250000.0,910000.0,670000.0,460000.0
,weightedAverageShsOutDil,267354320.0,267354320.0,253212700.0,228376610.0,205007120.0,156529180.0,112820400.0,87130000.0,75050000.0,56560000.0,32470000.0,2910000.0,1550000.0,1250000.0,910000.0,670000.0,460000.0
