date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,9000000.0,9000000.0,-8000000.0,35000000.0,-75000000.0,-21000000.0,-21000000.0,5000000.0,10000000.0,-1000000.0,-6000000.0,15000000.0,-54000000.0,5000000.0,38000000.0,-19000000.0,13000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2690000000.0,330000000.0,739000000.0,-248000000.0,-39000000.0,-281000000.0,6000000.0,261000000.0,-410000000.0,-80000000.0,-236000000.0,-3131000000.0,2392000000.0,1076000000.0,243000000.0,499000000.0,0.0
,cashAtEndOfPeriod,8903000000.0,6213000000.0,5883000000.0,5144000000.0,2318000000.0,2357000000.0,2638000000.0,2632000000.0,2371000000.0,2781000000.0,2861000000.0,3097000000.0,6228000000.0,3836000000.0,2717000000.0,2474000000.0,1078000000.0
,cashAtBeginningOfPeriod,6213000000.0,5883000000.0,5144000000.0,5392000000.0,2357000000.0,2638000000.0,2632000000.0,2371000000.0,2781000000.0,2861000000.0,3097000000.0,6228000000.0,3836000000.0,2760000000.0,2474000000.0,1078000000.0,1078000000.0
,operatingCashFlow,4623000000.0,2341000000.0,2597000000.0,1701000000.0,1971000000.0,2572000000.0,2399000000.0,1364000000.0,1505000000.0,2178000000.0,2035000000.0,-1258000000.0,2002000000.0,845000000.0,619000000.0,945000000.0,911000000.0
,capitalExpenditure,-147000000.0,-143000000.0,-162000000.0,-162000000.0,-92000000.0,-133000000.0,-113000000.0,-105000000.0,-137000000.0,-250000000.0,-131000000.0,-83000000.0,-125000000.0,-306000000.0,-187000000.0,-141000000.0,-125000000.0
,freeCashFlow,4476000000.0,2198000000.0,2435000000.0,1539000000.0,1879000000.0,2439000000.0,2286000000.0,1259000000.0,1368000000.0,1928000000.0,1904000000.0,-1341000000.0,1877000000.0,539000000.0,432000000.0,804000000.0,786000000.0
