date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,otherInvestingActivites,77887000.0,1205000.0,-4865000.0,-7679000.0,98518000.0,247976000.0,256498000.0,396223000.0,462016000.0,759601000.0,141236000.0,149947000.0,166683000.0,-237326000.0,-958469000.0,-7308341000.0,-4655348000.0,-3461909000.0,-751447000.0,-2259280000.0,-1458838000.0,-1984300000.0,-1637700000.0,-1000800000.0,-989900000.0,-1009100000.0,-1334000000.0,-1024600000.0,-278200000.0,505300000.0,-204600000.0
,netCashUsedForInvestingActivites,-13068146000.0,-4169852000.0,-4390667000.0,-5348736000.0,-3444006000.0,238339000.0,25452000.0,302999000.0,236642000.0,899193000.0,4077134000.0,2654401000.0,2680196000.0,423947000.0,1318336000.0,-3410849000.0,-5493424000.0,-2987959000.0,-2639348000.0,-2820411000.0,-2900023000.0,-2775600000.0,-2470600000.0,-1557600000.0,-826700000.0,-1922500000.0,-1030300000.0,-1436500000.0,-1335800000.0,53100000.0,-328000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-143065000.0,-212103000.0,-768488000.0,-95607000.0,-254816000.0,-737889000.0,-1059290000.0,-332031000.0,-214898000.0,-2837499000.0,-4260578000.0,-813077000.0,-3513459000.0,-2463277000.0,-3469429000.0,-309961000.0,0.0,0.0,0.0,0.0,-924563000.0,-246700000.0,-319300000.0,-962900000.0,-217400000.0,0.0,-12000000.0,-12000000.0,-20000000.0,-6300000.0,-6500000.0
,commonStockIssued,9093000.0,8719000.0,7268000.0,7016000.0,7437000.0,6226000.0,5394000.0,6860000.0,8952000.0,7690000.0,1101926000.0,0.0,17712000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-528496000.0,-250581000.0,-125264000.0,-75664000.0,-2186000.0,-1984000.0,-3236000.0,-437000.0,0.0,-483000.0,-559000.0,-25097000.0,-361000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-133645000.0,-115810000.0,-105441000.0,-95910000.0,-65932000.0,-19257000.0,-3723000.0,-3723000.0,-3723000.0,-3723000.0,-310000.0,-71438000.0,-188644000.0,-190617000.0,-188321000.0,-182751000.0,-168927000.0,-134603000.0,-108003000.0,-106384000.0,-95297000.0,-87000000.0,-72000000.0,-59000000.0,-51900000.0,-44500000.0,-37000000.0,-27800000.0,-24100000.0,-22000000.0,-16100000.0
,otherFinancingActivites,-3693000.0,-5431000.0,-2201000.0,-1756000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,150200000.0,-100000.0,-100000.0,-100000.0,286500000.0,216100000.0,-63100000.0,9100000.0
,netCashUsedProvidedByFinancingActivities,12492145000.0,3455557000.0,3533786000.0,4753687000.0,2853259000.0,-925895000.0,-940570000.0,-1138456000.0,-856687000.0,-1492957000.0,-4465250000.0,-3390961000.0,-3971552000.0,-1259242000.0,-2132505000.0,2532779000.0,5378853000.0,2461012000.0,2301801000.0,2258411000.0,2550072000.0,2222900000.0,2667600000.0,944500000.0,806300000.0,1813900000.0,831000000.0,1219100000.0,1142900000.0,-292700000.0,249200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11914000.0,-1572000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,102771000.0,-8928000.0,-9378000.0,40463000.0,-1280000.0,-17421000.0,-42116000.0,-16152000.0,-95919000.0,82909000.0,-224957000.0,-107657000.0,-33838000.0,-131333000.0,43761000.0,189938000.0,28369000.0,35534000.0,46414000.0,-119909000.0,62355000.0,-4000000.0,100000.0,0.0,100000.0,0.0,0.0,-100000.0,0.0,0.0,0.0
,cashAtEndOfPeriod,497094000.0,394323000.0,403251000.0,402857000.0,362394000.0,363674000.0,381095000.0,423211000.0,439363000.0,535282000.0,452373000.0,677330000.0,784987000.0,818825000.0,950158000.0,906397000.0,716459000.0,688090000.0,652556000.0,606142000.0,726051000.0,663700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,394323000.0,403251000.0,412629000.0,362394000.0,363674000.0,381095000.0,423211000.0,439363000.0,535282000.0,452373000.0,677330000.0,784987000.0,818825000.0,950158000.0,906397000.0,716459000.0,688090000.0,652556000.0,606142000.0,726051000.0,663696000.0,667700000.0,463200000.0,492400000.0,458200000.0,442300000.0,368800000.0,325500000.0,311400000.0,347600000.0,272900000.0
,operatingCashFlow,678772000.0,705367000.0,847503000.0,635512000.0,589467000.0,670135000.0,873002000.0,819305000.0,524126000.0,676673000.0,163159000.0,628903000.0,1257518000.0,703962000.0,846016000.0,1069580000.0,142940000.0,562481000.0,383961000.0,442091000.0,412306000.0,548700000.0,7500000.0,583900000.0,54500000.0,124500000.0,272800000.0,260800000.0,207000000.0,203400000.0,153500000.0
,capitalExpenditure,-60156000.0,107881000.0,105371000.0,96540000.0,83357000.0,141145000.0,150115000.0,226063000.0,206070000.0,-51775000.0,-67896000.0,-71004000.0,-188471000.0,-67918000.0,-16680000.0,-159166000.0,-146472000.0,-102240000.0,-138074000.0,-79472000.0,-75147000.0,-108400000.0,-103600000.0,-120200000.0,-86200000.0,-51300000.0,-64700000.0,-73700000.0,-49600000.0,-53300000.0,-33300000.0
,freeCashFlow,618616000.0,619320000.0,766954000.0,572815000.0,489147000.0,543725000.0,821956000.0,780687000.0,466996000.0,624898000.0,95263000.0,557899000.0,1069047000.0,636044000.0,829336000.0,910414000.0,-3532000.0,460241000.0,245887000.0,362619000.0,337159000.0,440300000.0,-96100000.0,463700000.0,-31700000.0,73200000.0,208100000.0,187100000.0,157400000.0,150100000.0,120200000.0
