date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,netCashUsedForInvestingActivites,-1204871000.0,-252424000.0,-205837000.0,-427099000.0,-309109000.0,-918847000.0,-83978000.0,-100240000.0,10034000.0,218952000.0,25840000.0,1144443000.0,-342324000.0,-104551000.0,336241000.0,213242000.0,-2343000.0,-253655000.0,87405000.0,74372000.0,-34398000.0,-353300000.0,-195700000.0,-4100000.0,-40100000.0,-13700000.0,-104700000.0,-7800000.0,44000000.0,2100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-681511000.0,-159653000.0,-52460000.0,-94000.0,-86000.0,-46238000.0,-33220000.0,-14394000.0,-1313000.0,-72928000.0,-255486000.0,-479206000.0,-12732000.0,-27866000.0,-222893000.0,-43701000.0,0.0,0.0,0.0,0.0,0.0,0.0,-400000.0,-400000.0,-1300000.0,-900000.0,-4000000.0,-300000.0,-900000.0,-100000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91224000.0,97985000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-16686000.0,-66218000.0,0.0,0.0,0.0,-4498000.0,-697000.0,-11778000.0,-6806000.0,0.0,-80000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-89691000.0,-89097000.0,-79655000.0,-41178000.0,-39125000.0,-39070000.0,-34848000.0,-61429000.0,-67797000.0,-35312000.0,-23590000.0,-22602000.0,-25443000.0,-24845000.0,-25308000.0,-27671000.0,-26348000.0,-26586000.0,-27474000.0,-28400000.0,-27901000.0,-25600000.0,-20300000.0,-19000000.0,-16300000.0,-13500000.0,-11800000.0,-9400000.0,-8300000.0,-7500000.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,264000.0,146000.0,153000.0,686000.0,438000.0,259000.0,535000.0,-189000.0,-14000.0,69000.0,87000.0,-99622000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2200000.0,0.0,-100000.0
,netCashUsedProvidedByFinancingActivities,1125346000.0,30565000.0,30010000.0,334980000.0,177505000.0,831999000.0,19826000.0,-80996000.0,-237019000.0,-378358000.0,-449024000.0,-940681000.0,302381000.0,17964000.0,-396835000.0,-266123000.0,-79171000.0,193670000.0,-180833000.0,-122680000.0,-76221000.0,362400000.0,136700000.0,-11600000.0,6600000.0,-23200000.0,84700000.0,-34700000.0,-65400000.0,-13700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,30363000.0,-35530000.0,85571000.0,29052000.0,6757000.0,4719000.0,-7498000.0,-16882000.0,-15151000.0,43672000.0,-238169000.0,243215000.0,-5289000.0,-13183000.0,-43874000.0,7928000.0,-28259000.0,1773000.0,-29291000.0,29072000.0,-43779000.0,61300000.0,0.0,100000.0,-100000.0,0.0,0.0,0.0,-100000.0,0.0
,cashAtEndOfPeriod,231054000.0,200691000.0,236221000.0,150650000.0,121598000.0,114841000.0,110122000.0,117620000.0,134502000.0,149653000.0,105981000.0,344150000.0,100935000.0,106224000.0,119407000.0,163281000.0,155353000.0,183612000.0,181839000.0,211130000.0,182058000.0,225800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,200691000.0,236221000.0,150650000.0,121598000.0,114841000.0,110122000.0,117620000.0,134502000.0,149653000.0,105981000.0,344150000.0,100935000.0,106224000.0,119407000.0,163281000.0,155353000.0,183612000.0,181839000.0,211130000.0,182058000.0,225837000.0,164500000.0,142300000.0,110800000.0,108700000.0,103800000.0,89000000.0,91600000.0,81600000.0,70400000.0
,operatingCashFlow,109888000.0,186329000.0,261398000.0,121171000.0,138361000.0,91567000.0,56654000.0,164354000.0,211834000.0,203078000.0,185015000.0,39453000.0,34654000.0,73404000.0,16720000.0,60809000.0,53255000.0,61758000.0,64137000.0,77380000.0,66840000.0,52200000.0,53200000.0,47200000.0,35700000.0,41800000.0,34800000.0,36900000.0,27700000.0,22800000.0
,capitalExpenditure,-16466000.0,1453000.0,3797000.0,6983000.0,9356000.0,15817000.0,30570000.0,27319000.0,35357000.0,40994000.0,-22789000.0,-13180000.0,-11886000.0,-7578000.0,-15647000.0,-12421000.0,-13696000.0,-8616000.0,-3276000.0,-8111000.0,-5461000.0,-8400000.0,-7500000.0,-3400000.0,-4400000.0,-3600000.0,-4400000.0,-4800000.0,-2900000.0,-6600000.0
,freeCashFlow,93422000.0,165395000.0,243170000.0,114634000.0,128635000.0,84100000.0,46045000.0,157059000.0,186332000.0,179537000.0,162226000.0,26273000.0,22768000.0,65826000.0,1073000.0,48388000.0,39559000.0,53142000.0,60861000.0,69269000.0,61379000.0,43800000.0,45700000.0,43800000.0,31300000.0,38200000.0,30400000.0,32100000.0,24800000.0,16200000.0
