date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,netCashUsedProvidedByFinancingActivities,166200000.0,-127000000.0,143100000.0,-137200000.0,-146600000.0,-93600000.0,144100000.0,74000000.0,129000000.0,136900000.0,-4400000.0,-133900000.0,-198600000.0,9744000.0,-65432000.0,100708000.0,46541000.0,112334000.0,-34540000.0,15033000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-2100000.0,-4800000.0,3600000.0,1300000.0,600000.0,-100000.0,-2500000.0,-800000.0,-5200000.0,-9900000.0,-63400000.0,-6900000.0,38200000.0,-75816000.0,71976000.0,29101000.0,-78618000.0,84098000.0,-37893000.0,13265000.0
,cashAtEndOfPeriod,1400000.0,3500000.0,8300000.0,4700000.0,3400000.0,2800000.0,2900000.0,5400000.0,6200000.0,11400000.0,21300000.0,84700000.0,91600000.0,53354000.0,129170000.0,57194000.0,28093000.0,106711000.0,22613000.0,60506000.0
,cashAtBeginningOfPeriod,3500000.0,8300000.0,4700000.0,3400000.0,2800000.0,2900000.0,5400000.0,6200000.0,11400000.0,21300000.0,84700000.0,91600000.0,53400000.0,129170000.0,57194000.0,28093000.0,106711000.0,22613000.0,60506000.0,47241000.0
,operatingCashFlow,652500000.0,349800000.0,10100000.0,266300000.0,142300000.0,155400000.0,84200000.0,50700000.0,-20700000.0,-181100000.0,9900000.0,110900000.0,529200000.0,69336000.0,128581000.0,-40457000.0,-10418000.0,96610000.0,68006000.0,96525000.0
,capitalExpenditure,-48800000.0,-71700000.0,-62300000.0,-53500000.0,-111600000.0,-102000000.0,-15900000.0,-10700000.0,-12600000.0,-70700000.0,-30100000.0,-8300000.0,-277200000.0,-57134000.0,-45276000.0,-78063000.0,-69472000.0,-54633000.0,-57477000.0,-50032000.0
,freeCashFlow,603700000.0,278100000.0,-52200000.0,212800000.0,30700000.0,53400000.0,20900000.0,-36200000.0,-95500000.0,-251800000.0,-20200000.0,102600000.0,252000000.0,12202000.0,83305000.0,-118520000.0,-79890000.0,41977000.0,10529000.0,46493000.0
