date,,2020-08-31_FY,2019-08-31_FY,2018-08-31_FY,2017-08-31_FY,2016-08-31_FY,2015-08-31_FY,2014-08-31_FY,2013-08-31_FY,2012-08-31_FY,2011-08-31_FY,2010-08-31_FY,2009-08-31_FY,2008-08-31_FY,2007-08-31_FY,2006-08-31_FY,2005-08-31_FY,2004-08-31_FY,2003-08-31_FY,2002-08-31_FY,2001-08-31_FY
,netCashUsedProvidedByFinancingActivities,-50300000.0,-108200000.0,-326700000.0,-371400000.0,19400000.0,-3900000.0,-6300000.0,1100000.0,-18700000.0,-71800000.0,59200000.0,-180610000.0,-112508000.0,-30113000.0,-143429000.0,-22720000.0,-65898000.0,-120430000.0,-102117000.0,-132137000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,5000000.0,-1600000.0,-2800000.0,1900000.0,-4000000.0,-8300000.0,900000.0,-300000.0,-4100000.0,2400000.0,-3100000.0,-7099000.0,755000.0,1603000.0,1319000.0,-571000.0,309000.0,-217000.0,-147000.0,173000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,99700000.0,331900000.0,-182000000.0,-102100000.0,-343600000.0,204300000.0,193400000.0,74600000.0,114300000.0,-20800000.0,172300000.0,-278413000.0,83422000.0,134168000.0,-9885000.0,84398000.0,-1918000.0,13359000.0,-5312000.0,7547000.0
,cashAtEndOfPeriod,560700000.0,461000000.0,129100000.0,311100000.0,413200000.0,756800000.0,552500000.0,359100000.0,284500000.0,170200000.0,191000000.0,18683000.0,297096000.0,222816000.0,88648000.0,98533000.0,14135000.0,16053000.0,2694000.0,8006000.0
,cashAtBeginningOfPeriod,461000000.0,129100000.0,311100000.0,413200000.0,756800000.0,552500000.0,359100000.0,284500000.0,170200000.0,191000000.0,18700000.0,297096000.0,213674000.0,88648000.0,98533000.0,14135000.0,16053000.0,2694000.0,8006000.0,459000.0
,operatingCashFlow,504800000.0,494700000.0,353200000.0,316200000.0,345700000.0,288900000.0,233100000.0,132300000.0,172200000.0,161100000.0,160500000.0,92442000.0,226053000.0,241161000.0,155883000.0,137087000.0,113254000.0,160345000.0,146841000.0,183653000.0
,capitalExpenditure,-54000000.0,-53000000.0,-43600000.0,-67300000.0,-83700000.0,-56500000.0,-35300000.0,-40600000.0,-31400000.0,-23300000.0,-21900000.0,-21248000.0,-27166000.0,-36869000.0,-28560000.0,-32636000.0,-53821000.0,-28246000.0,-33482000.0,-47611000.0
,freeCashFlow,449900000.0,441700000.0,309600000.0,248900000.0,262000000.0,232400000.0,197800000.0,91700000.0,140800000.0,137800000.0,138600000.0,71194000.0,198887000.0,204292000.0,127323000.0,104451000.0,59433000.0,132099000.0,113359000.0,136042000.0
