date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,otherInvestingActivites,-206000.0,275000.0,-621000.0,-4721000.0,14107000.0,-9041000.0,-2889000.0,2200000.0,-2420000.0,-96000.0,-1100000.0,1720000.0,-29910000.0,-330000.0,-2425000.0,57756000.0,-5093000.0,-11568000.0,10713000.0,43999000.0,-1965000.0,191800000.0,150000000.0,-100000.0,29900000.0,75700000.0,26900000.0,-5700000.0,-19100000.0,-13800000.0
,netCashUsedForInvestingActivites,7341000.0,-23099000.0,43463000.0,-40498000.0,-542000.0,-22363000.0,-221434000.0,-91952000.0,-4139000.0,41285000.0,-45132000.0,-6816000.0,-33895000.0,-51943000.0,-44665000.0,64177000.0,72653000.0,49829000.0,-95682000.0,-176308000.0,315685000.0,128000000.0,131300000.0,36300000.0,-4300000.0,66900000.0,23900000.0,5200000.0,-18000000.0,-16800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-340682000.0,-532945000.0,-339240000.0,-1000679000.0,-115979000.0,-174599000.0,-911389000.0,-1400375000.0,-1085350000.0,-1083468000.0,-1031137000.0,-757786000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,52563000.0,0.0,0.0,43230000.0,0.0,0.0,0.0,0.0,611000.0,0.0,0.0,0.0,86000.0,5100000.0,2571000.0,3626000.0,3324000.0,1749000.0,2957000.0,67185000.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202000.0,-1346000.0,0.0,0.0,0.0,0.0,0.0,0.0,-4200000.0,-5600000.0,0.0,-3800000.0,-25300000.0,-2800000.0
,dividendsPaid,-128231000.0,-238249000.0,-225367000.0,-211488000.0,-198947000.0,-188151000.0,-167328000.0,-144711000.0,-137114000.0,-125299000.0,-117459000.0,-115778000.0,-103870000.0,-99249000.0,-90138000.0,-70252000.0,-64106000.0,-59997000.0,-54477000.0,-46751000.0,-30759000.0,-13900000.0,-6100000.0,-7300000.0,0.0,-100000.0,-5900000.0,-15700000.0,-11500000.0,-12900000.0
,otherFinancingActivites,-3078000.0,-15719000.0,-11921000.0,-21979000.0,-17318000.0,-2270000.0,-20521000.0,-23476000.0,-11427000.0,0.0,-5077000.0,-5573000.0,18167000.0,-7930000.0,-5280000.0,-41205000.0,-2935000.0,0.0,-1281000.0,-17699000.0,0.0,8800000.0,0.0,100000.0,0.0,0.0,-900000.0,8900000.0,-21700000.0,-7100000.0
,netCashUsedProvidedByFinancingActivities,-288687000.0,-313225000.0,55495000.0,-183265000.0,56068000.0,-208113000.0,205957000.0,-131463000.0,84985000.0,-136228000.0,68499000.0,-502000.0,-84382000.0,34093000.0,-35640000.0,-61311000.0,-81422000.0,-91248000.0,-10449000.0,212830000.0,-173288000.0,-172200000.0,-124000000.0,-8500000.0,6700000.0,-44800000.0,8800000.0,-30000000.0,72500000.0,-54300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110000.0,-1200000.0,-1400000.0,100000.0,-100000.0,0.0,-100000.0,800000.0,0.0,-1400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-13799000.0,-212253000.0,280792000.0,-92177000.0,153162000.0,-85997000.0,91899000.0,-171389000.0,164932000.0,-58902000.0,90371000.0,-1651000.0,-27012000.0,91348000.0,-34290000.0,71055000.0,35196000.0,-25219000.0,-117734000.0,60248000.0,137390000.0,12700000.0,2600000.0,2900000.0,-1500000.0,-900000.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,365677000.0,379476000.0,591729000.0,301353000.0,393530000.0,240368000.0,326365000.0,234466000.0,405855000.0,240923000.0,299825000.0,209454000.0,211105000.0,238117000.0,146769000.0,181059000.0,110004000.0,74808000.0,100027000.0,217761000.0,157513000.0,20100000.0,7400000.0,4800000.0,1900000.0,3400000.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,379476000.0,591729000.0,310937000.0,393530000.0,240368000.0,326365000.0,234466000.0,405855000.0,240923000.0,299825000.0,209454000.0,211105000.0,238117000.0,146769000.0,181059000.0,110004000.0,74808000.0,100027000.0,217761000.0,157513000.0,20123000.0,7400000.0,4800000.0,1900000.0,3400000.0,4300000.0,15800000.0,17800000.0,33600000.0,81600000.0
,operatingCashFlow,267547000.0,124071000.0,181834000.0,131586000.0,97636000.0,144479000.0,107376000.0,52026000.0,84086000.0,36041000.0,67004000.0,5667000.0,91265000.0,109198000.0,46015000.0,68189000.0,43965000.0,16200000.0,-11603000.0,23726000.0,-4897000.0,58100000.0,-3300000.0,-25100000.0,-3700000.0,-23000000.0,-44100000.0,22000000.0,-73800000.0,24500000.0
,capitalExpenditure,-19063000.0,-2295000.0,-2583000.0,-619000.0,-245000.0,-12603000.0,-23404000.0,-13275000.0,-11265000.0,-11838000.0,-23391000.0,-3848000.0,-6309000.0,-5189000.0,-9558000.0,-10295000.0,-4294000.0,-8894000.0,-96636000.0,-77100000.0,-27603000.0,-61400000.0,-21000000.0,-20100000.0,-34200000.0,-8800000.0,-3000000.0,-3200000.0,-7400000.0,-16000000.0
,freeCashFlow,248484000.0,111496000.0,164152000.0,111717000.0,70945000.0,133502000.0,83972000.0,38751000.0,72821000.0,24203000.0,43613000.0,1819000.0,84956000.0,104009000.0,36457000.0,57894000.0,39671000.0,7306000.0,-108239000.0,-53374000.0,-32500000.0,-3300000.0,-24300000.0,-45200000.0,-37900000.0,-31800000.0,-47100000.0,18800000.0,-81200000.0,8500000.0
