date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,dividendsPaid,-1678000000.0,-1542000000.0,-1359000000.0,-1198000000.0,-1094000000.0,-1008000000.0,-964000000.0,-943000000.0,-2058000000.0,-2043000000.0,-2175000000.0,-1712000000.0,-1663000000.0,-1638000000.0,-1562000000.0,-1437000000.0,-1280000000.0,-1089000000.0,-936000000.0,-225000000.0
,otherFinancingActivites,131000000.0,313000000.0,211000000.0,207000000.0,129000000.0,126000000.0,194000000.0,132000000.0,-111000000.0,0.0,-72000000.0,-10000000.0,72000000.0,-56000000.0,-54000000.0,265000000.0,-20000000.0,52000000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-2215000000.0,-2787000000.0,-2329000000.0,-3361000000.0,-1862000000.0,-5883000000.0,-2688000000.0,-6645000000.0,204000000.0,-3175000000.0,4188000000.0,-3133000000.0,-2057000000.0,5121000000.0,-3720000000.0,-3951000000.0,-3218000000.0,-2786000000.0,-2616000000.0,-2131000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,73000000.0,10000000.0,-56000000.0,89000000.0,-76000000.0,-255000000.0,-223000000.0,-93000000.0,61000000.0,-124000000.0,-94000000.0,145000000.0,-87000000.0,52000000.0,39000000.0,-4000000.0,34000000.0,15000000.0,1000000.0,-4000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2322000000.0,228000000.0,339000000.0,-980000000.0,-129000000.0,239000000.0,-991000000.0,-1811000000.0,2501000000.0,-507000000.0,380000000.0,857000000.0,677000000.0,328000000.0,-77000000.0,34000000.0,-232000000.0,299000000.0,53000000.0,-29000000.0
,cashAtEndOfPeriod,3650000000.0,1328000000.0,1100000000.0,761000000.0,1741000000.0,1870000000.0,1631000000.0,2664000000.0,4475000000.0,1974000000.0,2481000000.0,2101000000.0,1244000000.0,567000000.0,239000000.0,316000000.0,282000000.0,514000000.0,215000000.0,162000000.0
,cashAtBeginningOfPeriod,1328000000.0,1100000000.0,761000000.0,1741000000.0,1870000000.0,1631000000.0,2622000000.0,4475000000.0,1974000000.0,2481000000.0,2101000000.0,1244000000.0,567000000.0,239000000.0,316000000.0,282000000.0,514000000.0,215000000.0,162000000.0,191000000.0
,operatingCashFlow,3964000000.0,3965000000.0,3948000000.0,2593000000.0,2838000000.0,3728000000.0,3562000000.0,6410000000.0,3923000000.0,4520000000.0,3748000000.0,5084000000.0,4141000000.0,3571000000.0,3720000000.0,3464000000.0,4008000000.0,4119000000.0,3720000000.0,3328000000.0
,capitalExpenditure,-863000000.0,-925000000.0,-1095000000.0,-1014000000.0,-1224000000.0,-1514000000.0,-1642000000.0,-1622000000.0,-1610000000.0,-1771000000.0,-1661000000.0,-1330000000.0,-1367000000.0,-1241000000.0,-1169000000.0,-1171000000.0,-1006000000.0,-1085000000.0,-1184000000.0,-1101000000.0
,freeCashFlow,3101000000.0,3040000000.0,2853000000.0,1579000000.0,1614000000.0,2214000000.0,1920000000.0,4788000000.0,2313000000.0,2749000000.0,2087000000.0,3754000000.0,2774000000.0,2330000000.0,2551000000.0,2293000000.0,3002000000.0,3034000000.0,2536000000.0,2227000000.0
