date,,2020-05-31_FY,2019-05-31_FY,2018-05-31_FY,2017-05-31_FY,2016-05-31_FY,2015-05-31_FY,2014-05-31_FY,2013-05-31_FY,2012-05-31_FY,2011-05-31_FY,2010-05-31_FY,2009-05-31_FY,2008-05-31_FY,2007-08-14_FY,2007-06-02_FY,2006-06-03_FY,2005-05-28_FY,2004-05-31_FY,2003-05-31_FY,2002-05-31_FY
,netCashUsedProvidedByFinancingActivities,-95242000.0,33931000.0,-11551000.0,-37983000.0,-23663000.0,-10465000.0,-14016000.0,-6286000.0,142338000.0,1922000.0,2718000.0,-8266000.0,4014000.0,10529000.0,10530000.0,65420000.0,21500000.0,-696000.0,3306000.0,371000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-65000.0,-380000.0,472000.0,0.0,-42000.0,-198000.0,86000.0,-65000.0,49000.0,49000.0,-46000.0,-108000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-173206000.0,153545000.0,26552000.0,15211000.0,13942000.0,2286000.0,-5697000.0,-1706000.0,-22476000.0,-12779000.0,30854000.0,-4131000.0,3727000.0,-35729000.0,-35730000.0,49540000.0,12750000.0,808000.0,-586000.0,862000.0
,cashAtEndOfPeriod,54435000.0,227641000.0,74096000.0,47544000.0,32333000.0,18391000.0,16105000.0,21802000.0,23508000.0,45984000.0,58763000.0,27909000.0,32040000.0,28313000.0,28270000.0,64040000.0,14450000.0,1747000.0,939000.0,1525000.0
,cashAtBeginningOfPeriod,227641000.0,74096000.0,47544000.0,32333000.0,18391000.0,16105000.0,21802000.0,23508000.0,45984000.0,58763000.0,27909000.0,32040000.0,28313000.0,64042000.0,64000000.0,14500000.0,1700000.0,939000.0,1525000.0,663000.0
,operatingCashFlow,-14554000.0,37440000.0,41287000.0,55745000.0,45216000.0,26242000.0,25280000.0,26883000.0,11497000.0,33870000.0,39959000.0,19942000.0,25907000.0,8784000.0,8780000.0,3220000.0,4790000.0,2500000.0,680000.0,1206000.0
,capitalExpenditure,-7585000.0,-3118000.0,-3656000.0,-3001000.0,-5594000.0,-13293000.0,-13206000.0,-12920000.0,-2492000.0,-2957000.0,-10453000.0,-21439000.0,-6711000.0,-5806000.0,-31050000.0,-3183000.0,-1825000.0,-1635000.0,-4062000.0,-682000.0
,freeCashFlow,-22139000.0,34322000.0,37631000.0,52744000.0,39622000.0,12949000.0,12074000.0,13963000.0,9005000.0,30913000.0,29506000.0,-1497000.0,19196000.0,2978000.0,-22270000.0,-2860000.0,2960000.0,865000.0,-3382000.0,524000.0
