date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-31_FY,2004-01-31_FY
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-429000.0,-660000.0,977000.0,218000.0,-278000.0,-903000.0,10000.0,170000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,21699000.0,4292000.0,28468000.0,3804000.0,-22916000.0,22301000.0,1228000.0,2060000.0,2800000.0,3420000.0,9790000.0,-31490000.0,21112000.0,3780000.0,3420000.0,3710000.0,448000.0,96000.0
,cashAtEndOfPeriod,80690000.0,34317000.0,52509000.0,23651000.0,20247000.0,39613000.0,20862000.0,19660000.0,17600000.0,14820000.0,11390000.0,1610000.0,33057000.0,11980000.0,8120000.0,4710000.0,1026000.0,578000.0
,cashAtBeginningOfPeriod,58991000.0,30025000.0,24041000.0,19847000.0,43163000.0,17312000.0,19634000.0,17600000.0,14800000.0,11400000.0,1600000.0,33100000.0,11945000.0,8200000.0,4700000.0,1000000.0,578000.0,482000.0
,operatingCashFlow,138412000.0,105642000.0,65406000.0,65524000.0,48455000.0,49321000.0,89937000.0,66890000.0,66230000.0,68070000.0,48460000.0,44570000.0,38337000.0,34290000.0,34200000.0,24150000.0,16387000.0,6975000.0
,capitalExpenditure,231000.0,1152000.0,-21028000.0,-24062000.0,-20400000.0,-34834000.0,-35758000.0,-35969000.0,-41070000.0,-25508000.0,-29120000.0,-16000000.0,-28349000.0,-30720000.0,-22160000.0,-16450000.0,-11060000.0,-5937000.0
,freeCashFlow,138643000.0,86824000.0,44378000.0,41462000.0,28055000.0,14487000.0,54179000.0,30920000.0,25160000.0,42560000.0,19340000.0,28570000.0,9988000.0,3570000.0,12040000.0,7700000.0,5327000.0,1038000.0
