date,,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2009-03-24_FY,2008-12-31_FY,2008-03-21_FY,2007-12-31_FY,2007-03-20_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,46000.0,1128000.0,-4800000.0,-3236000.0,-885000.0,156000.0,-149000.0,353000.0,1019000.0,0.0,-1645000.0,0.0,863000.0,0.0,-5000.0,165000.0,124000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,19819000.0,-57828000.0,76263000.0,-36639000.0,42607000.0,15494000.0,-5798000.0,435000.0,-41226000.0,6236000.0,6236000.0,11933000.0,11933000.0,31101000.0,31101000.0,15379000.0,0.0,1624000.0,-53770000.0
,cashAtEndOfPeriod,71416000.0,51597000.0,109425000.0,33162000.0,69801000.0,27194000.0,11700000.0,17498000.0,17063000.0,58289000.0,58289000.0,65207000.0,65207000.0,53274000.0,53274000.0,22173000.0,6794000.0,12245000.0,6893000.0
,cashAtBeginningOfPeriod,51597000.0,109425000.0,33162000.0,69801000.0,27194000.0,11700000.0,17498000.0,17063000.0,58289000.0,52053000.0,52053000.0,53274000.0,53274000.0,22173000.0,22173000.0,6794000.0,0.0,10621000.0,60663000.0
,operatingCashFlow,101928000.0,145042000.0,139315000.0,-15232000.0,-14693000.0,48704000.0,-3459000.0,6748000.0,-16882000.0,-58865000.0,-58865000.0,82545000.0,82545000.0,57878000.0,57878000.0,63910000.0,49427000.0,26058000.0,24147000.0
,capitalExpenditure,-40386000.0,-36001000.0,-33860000.0,-23661000.0,-25894000.0,-24646000.0,-11490000.0,-11105000.0,-7807000.0,0.0,-16569000.0,0.0,-20017000.0,0.0,-20318000.0,-14742000.0,-6773000.0,-8036000.0,-9397000.0
,freeCashFlow,61542000.0,109041000.0,105455000.0,-38893000.0,-40587000.0,24058000.0,-14949000.0,-4357000.0,-24689000.0,-58865000.0,-75434000.0,82545000.0,62528000.0,57878000.0,37560000.0,49168000.0,42654000.0,18022000.0,14750000.0
