date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1442000000.0,-1724100000.0,-887800000.0,-375400000.0,-162500000.0,-587200000.0,-186600000.0,-262100000.0,-378400000.0,-1113000000.0,-403900000.0,-294000000.0,-390800000.0,0.0,0.0,0.0,0.0,0.0,-786100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,300000.0,600000.0,2500000.0,4100000.0,2100000.0,1700000.0,1100000.0,3100000.0,12200000.0,18100000.0,26600000.0,21600000.0,57600000.0,31200000.0,0.0,0.0,2300000.0,4800000.0,2400000.0,4600000.0,2900000.0,900000.0,8900000.0
,commonStockRepurchased,0.0,-232900000.0,-518300000.0,-93800000.0,-51000000.0,-142500000.0,-74800000.0,-103200000.0,-45200000.0,0.0,0.0,-6300000.0,-58300000.0,-2900000.0,0.0,-14500000.0,0.0,0.0,0.0,0.0,-34600000.0,-84900000.0,-79500000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-91000000.0,-82100000.0,-77400000.0,-72600000.0,-66700000.0,-64900000.0,-54400000.0,-39300000.0,-31700000.0,-27200000.0,-25400000.0,-25300000.0,-24200000.0,-20200000.0,-18000000.0,0.0,-13800000.0,-11000000.0,-16500000.0,-20000000.0,-27000000.0,-28700000.0,-29400000.0,-29300000.0,-28700000.0,-27900000.0,-27200000.0,-24000000.0
,otherFinancingActivites,0.0,-2200000.0,-14200000.0,-66000000.0,-9900000.0,21600000.0,44300000.0,239900000.0,12400000.0,-30000000.0,-56000000.0,0.0,900000.0,4000000.0,7600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-168000000.0,526500000.0,-511600000.0,-73700000.0,-290100000.0,-530300000.0,454900000.0,11300000.0,5900000.0,-22200000.0,-113500000.0,-24400000.0,453200000.0,168400000.0,517600000.0,186500000.0,156200000.0,-47100000.0,27300000.0,-81300000.0,206600000.0,-149700000.0,-53600000.0,-21800000.0,-207700000.0,-65600000.0,-36400000.0,136000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-49000000.0,-73200000.0,-623000000.0,215200000.0,-222600000.0,-101900000.0,459400000.0,-144500000.0,221900000.0,-2900000.0,-257800000.0,450000000.0,-127800000.0,-21900000.0,175500000.0,-31400000.0,136300000.0,26900000.0,-3100000.0,8700000.0,-3400000.0,3400000.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,228000000.0,277600000.0,350800000.0,778600000.0,563400000.0,786000000.0,887900000.0,428500000.0,573000000.0,351100000.0,354000000.0,611800000.0,161800000.0,289600000.0,311500000.0,150900000.0,182300000.0,46000000.0,19100000.0,22200000.0,13500000.0,16900000.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,277000000.0,350800000.0,973800000.0,563400000.0,786000000.0,887900000.0,428500000.0,573000000.0,351100000.0,354000000.0,611800000.0,161800000.0,289600000.0,311500000.0,136000000.0,182300000.0,46000000.0,19100000.0,22200000.0,13500000.0,16900000.0,13500000.0,3100000.0,12200000.0,14700000.0,15300000.0,8700000.0,7500000.0
,operatingCashFlow,651000000.0,393600000.0,379100000.0,761600000.0,1090200000.0,939700000.0,819200000.0,662200000.0,527400000.0,104300000.0,163600000.0,659700000.0,419200000.0,344500000.0,130800000.0,170400000.0,-82600000.0,114900000.0,120700000.0,200100000.0,90900000.0,275000000.0,176400000.0,120900000.0,325100000.0,125900000.0,114400000.0,-45600000.0
,capitalExpenditure,0.0,-1219200000.0,-985600000.0,-712700000.0,-933400000.0,-1029800000.0,-464600000.0,-731000000.0,-469200000.0,-340000000.0,-257600000.0,-429200000.0,-1243100000.0,-894100000.0,-661100000.0,0.0,-198200000.0,-284900000.0,-172200000.0,-133300000.0,-350200000.0,-174000000.0,-208300000.0,-129400000.0,-173500000.0,-133000000.0,-93400000.0,-82800000.0
,freeCashFlow,651000000.0,-825600000.0,-606500000.0,48900000.0,156800000.0,-90100000.0,354600000.0,-68800000.0,58200000.0,-235700000.0,-94000000.0,230500000.0,-823900000.0,-549600000.0,-530300000.0,170400000.0,-280800000.0,-170000000.0,-51500000.0,66800000.0,-259300000.0,101000000.0,-31900000.0,-8500000.0,151600000.0,-7100000.0,21000000.0,-128400000.0
