date,,2020-09-27_FY,2019-09-29_FY,2018-09-30_FY,2017-09-24_FY,2016-09-25_FY,2015-09-27_FY,2014-09-28_FY,2013-09-29_FY,2012-09-30_FY,2011-09-25_FY,2010-09-26_FY,2009-09-27_FY,2008-09-28_FY,2007-09-30_FY,2006-09-24_FY,2005-09-25_FY,2004-09-30_FY,2004-09-26_FY,2003-09-30_FY,2003-09-28_FY,2002-09-30_FY,2002-09-29_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY
,otherInvestingActivites,43000000.0,1735000000.0,2016000000.0,20499000000.0,524000000.0,8668000000.0,4092000000.0,4060000000.0,-83000000.0,-3754000000.0,2603000000.0,0.0,0.0,-586000000.0,0.0,0.0,134000000.0,0.0,609305000.0,0.0,28936000.0,0.0,-528557000.0,19000.0,-173146000.0,-244977000.0,-57887000.0,-25700000.0,-17000000.0
,netCashUsedForInvestingActivites,0.0,-806000000.0,4381000000.0,20463000000.0,-3488000000.0,-3572000000.0,-1639000000.0,-1578000000.0,-6877000000.0,-4489000000.0,-839000000.0,-5457000000.0,-2819000000.0,-1898000000.0,-2623000000.0,-776000000.0,-3326000000.0,-3326000000.0,-1028933000.0,-1028933000.0,-1069423000.0,-1069423000.0,-149422000.0,-785982000.0,-955358000.0,-134000000.0,-536885000.0,-408100000.0,-102400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-5065000000.0,-6492000000.0,-16627000000.0,-9309000000.0,-8200000000.0,-3083000000.0,0.0,-439000000.0,-591000000.0,-1555000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19937000.0,0.0,-20187000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,329000000.0,414000000.0,603000000.0,497000000.0,668000000.0,787000000.0,1439000000.0,1525000000.0,1714000000.0,2647000000.0,689000000.0,642000000.0,1184000000.0,573000000.0,692000000.0,386000000.0,335000000.0,330000000.0,191473000.0,191473000.0,119671000.0,119671000.0,132690000.0,143768000.0,1311925000.0,49825000.0,32519000.0,24300000.0,499200000.0
,commonStockRepurchased,-2450000000.0,-1379000000.0,-22580000000.0,-845000000.0,-3255000000.0,-10459000000.0,-3110000000.0,-3085000000.0,-1313000000.0,2580000000.0,-2327000000.0,357000000.0,-486000000.0,-1482000000.0,-797000000.0,-530000000.0,0.0,0.0,-158488000.0,-158488000.0,-5773000.0,-5773000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-2882000000.0,-2968000000.0,-3466000000.0,-3252000000.0,-2990000000.0,-2880000000.0,-2586000000.0,-2055000000.0,-1583000000.0,-1346000000.0,-1177000000.0,-1093000000.0,-982000000.0,-862000000.0,-698000000.0,-524000000.0,-308000000.0,-308000000.0,-134776000.0,-134776000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-475000000.0,-5007000000.0,-548000000.0,6724000000.0,-2267000000.0,8198000000.0,259000000.0,734000000.0,306000000.0,1914000000.0,1099000000.0,0.0,0.0,660000000.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,895000.0,-4148000.0,-2621000.0,-5149000.0,644558000.0,16600000.0,13900000.0
,netCashUsedProvidedByFinancingActivities,0.0,-6386000000.0,-31487000000.0,5571000000.0,-5754000000.0,-2261000000.0,-5480000000.0,-4845000000.0,-757000000.0,1518000000.0,-2405000000.0,-833000000.0,-1307000000.0,-1111000000.0,-1092000000.0,-1054000000.0,27000000.0,27000000.0,-113841000.0,-113841000.0,120607000.0,120607000.0,133585000.0,27620000.0,1270304000.0,85676000.0,704202000.0,87400000.0,520200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-32000000.0,0.0,48000000.0,-4000000.0,-20000000.0,-3000000.0,-5000000.0,-122000000.0,-14000000.0,-2000000.0,-5000000.0,-3000000.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-5132000000.0,62000000.0,-23252000000.0,31083000000.0,-1614000000.0,-347000000.0,1765000000.0,2335000000.0,-1655000000.0,1915000000.0,830000000.0,877000000.0,-571000000.0,804000000.0,-463000000.0,856000000.0,-831000000.0,-831000000.0,638390000.0,638390000.0,18102000.0,18102000.0,671731000.0,56855000.0,484170000.0,-72991000.0,138694000.0,-390500000.0,0.0
,cashAtEndOfPeriod,6707000000.0,11839000000.0,11777000000.0,37029000000.0,5946000000.0,7560000000.0,7907000000.0,6142000000.0,3807000000.0,5462000000.0,3547000000.0,2717000000.0,1840000000.0,2411000000.0,1607000000.0,2070000000.0,1214000000.0,1214000000.0,2045094000.0,2045094000.0,1406704000.0,1406704000.0,1388602000.0,716871000.0,660016000.0,175846000.0,248837000.0,110100000.0,0.0
,cashAtBeginningOfPeriod,11839000000.0,11777000000.0,35029000000.0,5946000000.0,7560000000.0,7907000000.0,6142000000.0,3807000000.0,5462000000.0,3547000000.0,2717000000.0,1840000000.0,2411000000.0,1607000000.0,2070000000.0,1214000000.0,2045000000.0,2045000000.0,1406704000.0,1406704000.0,1388602000.0,1388602000.0,716871000.0,660016000.0,175846000.0,248837000.0,110143000.0,500600000.0,45000000.0
,operatingCashFlow,5814000000.0,7286000000.0,3895000000.0,5001000000.0,7632000000.0,5506000000.0,8887000000.0,8763000000.0,5998000000.0,4900000000.0,4076000000.0,7172000000.0,3558000000.0,3811000000.0,3253000000.0,2686000000.0,2468000000.0,2481000000.0,1781884000.0,1781884000.0,967967000.0,967967000.0,691491000.0,812112000.0,182233000.0,-24667000.0,-28623000.0,-69800000.0,37700000.0
,capitalExpenditure,-1407000000.0,-887000000.0,-784000000.0,-690000000.0,-539000000.0,-994000000.0,-1185000000.0,-1048000000.0,-1284000000.0,-593000000.0,-426000000.0,-761000000.0,-1397000000.0,-818000000.0,-685000000.0,-576000000.0,-332000000.0,0.0,-238869000.0,0.0,-141578000.0,0.0,-114191000.0,-163182000.0,-180237000.0,-321566000.0,-163115000.0,-216600000.0,-99500000.0
,freeCashFlow,4407000000.0,6399000000.0,3111000000.0,4311000000.0,7093000000.0,4512000000.0,7702000000.0,7715000000.0,4714000000.0,4307000000.0,3650000000.0,6411000000.0,2161000000.0,2993000000.0,2568000000.0,2110000000.0,2136000000.0,2481000000.0,1543015000.0,1781884000.0,826389000.0,967967000.0,577300000.0,648930000.0,1996000.0,-346233000.0,-191738000.0,-286400000.0,-61800000.0
