date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1998-07-31_FY,1997-07-31_FY,1996-07-31_FY,1995-07-31_FY,1994-07-31_FY,1993-07-31_FY,1992-07-31_FY,1991-07-31_FY
,netCashUsedForInvestingActivites,-20352000.0,-137053000.0,-159247000.0,1397000.0,-25967000.0,-71676000.0,-85366000.0,-140726000.0,-159904000.0,-22104000.0,-47696000.0,-12406000.0,-35090000.0,-37988000.0,-50268000.0,-16799000.0,-25124000.0,-5212000.0,-8300000.0,-7040000.0,-4998000.0,-8929000.0,-6900000.0,-14000000.0,-4400000.0,-7300000.0,-3600000.0,-4100000.0,-2600000.0,-5800000.0,-1200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-878714000.0,-217000000.0,-228000000.0,-569895000.0,-436532000.0,-84400000.0,-217952000.0,-76211000.0,-1837000.0,-1851000.0,-9810000.0,-76199000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10490000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899000.0,6816000.0,13570000.0,2617000.0,10844000.0,11500000.0,654000.0,304000.0,0.0,0.0,0.0,4800000.0,200000.0,200000.0,0.0,0.0,8800000.0,0.0,3700000.0
,commonStockRepurchased,-106970000.0,-116105000.0,-273660000.0,-91740000.0,0.0,-39974000.0,-43947000.0,-38692000.0,-61275000.0,-55308000.0,0.0,0.0,-16997000.0,-32142000.0,-24753000.0,-11404000.0,-13463000.0,0.0,0.0,-500000.0,-250000.0,0.0,0.0,0.0,-300000.0,0.0,-1000000.0,-2100000.0,0.0,-100000.0,0.0
,dividendsPaid,-44752000.0,-43952000.0,-40853000.0,-36836000.0,-19808000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,-100000.0,0.0,0.0
,otherFinancingActivites,-11631000.0,-1149000.0,-948000.0,-5342000.0,-2373000.0,3606000.0,-2469000.0,7805000.0,5841000.0,4566000.0,6154000.0,2759000.0,327000.0,2481000.0,4744000.0,0.0,0.0,0.0,823000.0,775000.0,-3234000.0,-12000.0,0.0,0.0,0.0,0.0,100000.0,-100000.0,0.0,-100000.0,0.0
,netCashUsedProvidedByFinancingActivities,-186502000.0,-120806000.0,-127061000.0,-197506000.0,-58713000.0,9127000.0,-9098000.0,54644000.0,49525000.0,-52593000.0,13649000.0,-71322000.0,-7036000.0,20905000.0,-13491000.0,-8787000.0,-8619000.0,-7774000.0,-4014000.0,-8090000.0,-13736000.0,10874000.0,8200000.0,12000000.0,2000000.0,5700000.0,1200000.0,7000000.0,2300000.0,3100000.0,3800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,3913000.0,997000.0,249000.0,220000.0,-9173000.0,-11238000.0,-5866000.0,-278000.0,1576000.0,-2622000.0,865000.0,1513000.0,-592000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,19323000.0,-25266000.0,-42630000.0,24468000.0,3001000.0,18962000.0,-2651000.0,20358000.0,-20011000.0,3056000.0,40463000.0,-2229000.0,14831000.0,-1360000.0,-27206000.0,16509000.0,10385000.0,3112000.0,1483000.0,4641000.0,-4106000.0,6259000.0,2900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,65850000.0,46527000.0,71793000.0,114423000.0,89955000.0,86954000.0,67992000.0,70643000.0,50285000.0,70296000.0,67240000.0,26777000.0,29006000.0,14175000.0,15535000.0,42741000.0,26232000.0,15847000.0,12735000.0,11252000.0,6611000.0,10717000.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,46527000.0,71793000.0,114423000.0,89955000.0,86954000.0,67992000.0,70643000.0,50285000.0,70296000.0,67240000.0,26777000.0,29006000.0,14175000.0,15535000.0,42741000.0,26232000.0,15847000.0,12735000.0,11252000.0,6611000.0,10717000.0,4458000.0,1600000.0,1100000.0,700000.0,300000.0,400000.0,500000.0,200000.0,2400000.0,100000.0
,operatingCashFlow,222264000.0,231596000.0,243429000.0,220357000.0,96854000.0,92749000.0,97679000.0,106718000.0,88792000.0,80375000.0,73645000.0,79986000.0,57549000.0,15723000.0,36553000.0,42095000.0,44128000.0,16098000.0,13797000.0,19771000.0,14628000.0,4314000.0,1500000.0,2500000.0,2800000.0,2000000.0,2400000.0,-3000000.0,600000.0,500000.0,-200000.0
,capitalExpenditure,-83045000.0,-118972000.0,-55673000.0,-37135000.0,-33863000.0,-21073000.0,-23954000.0,-26672000.0,-21841000.0,-28974000.0,-18385000.0,-15376000.0,-20200000.0,-23989000.0,-14716000.0,-11993000.0,-7131000.0,-5202000.0,-4264000.0,-1891000.0,-2055000.0,-3282000.0,-1000000.0,-13000000.0,-1200000.0,-1300000.0,-1100000.0,-2900000.0,-700000.0,-900000.0,-1000000.0
,freeCashFlow,139219000.0,112624000.0,187756000.0,183222000.0,62991000.0,71676000.0,73725000.0,80046000.0,66951000.0,51401000.0,55260000.0,64610000.0,37349000.0,-8266000.0,21837000.0,30102000.0,36997000.0,10896000.0,9533000.0,17880000.0,12573000.0,1032000.0,500000.0,-10500000.0,1600000.0,700000.0,1300000.0,-5900000.0,-100000.0,-400000.0,-1200000.0
