date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2015-02-27_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,otherInvestingActivites,-1039000000.0,2582000000.0,12766000000.0,7509000000.0,2413000000.0,-3969000000.0,0.0,2180000000.0,17340000000.0,17936000000.0,20746000000.0,35223000000.0,41170000000.0,-17289000000.0,-57396000000.0,-42408000000.0,-10419000000.0,-12438000000.0,-3674000000.0,-33035000000.0,-19510000000.0,-28167000000.0,-21285000000.0,-35194000000.0,-12138000000.0,-13815000000.0,-20312000000.0,-11425000000.0
,netCashUsedForInvestingActivites,16778000000.0,4821000000.0,18022000000.0,2476000000.0,2723000000.0,-18003000000.0,6447000000.0,-4974000000.0,28146000000.0,11172000000.0,11667000000.0,34481000000.0,42863000000.0,-40025000000.0,-69701000000.0,-51019000000.0,-30331000000.0,-38414000000.0,-22903000000.0,-61949000000.0,-40114000000.0,-37699000000.0,-42179000000.0,-40133000000.0,-18275000000.0,-20212000000.0,-25217000000.0,-16411000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-29876000000.0,-16567000000.0,-21166000000.0,-25622000000.0,-58768000000.0,-47038000000.0,-2955000000.0,-53380000000.0,-61461000000.0,-103942000000.0,-85706000000.0,-100154000000.0,-85178000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2842000000.0,0.0,0.0,0.0,0.0,623000000.0,12006000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771000000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,-1099000000.0,-0.0,-1218000000.0,0.0,0.0,-3300000000.0,-1263000000.0,0.0,-1249000000.0,-12319000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1002000000.0,-2819000000.0,-2815000000.0,-2323000000.0,-2523000000.0,-1124000000.0
,dividendsPaid,-648000000.0,-649000000.0,-4474000000.0,-8650000000.0,-8806000000.0,-9295000000.0,-8851000000.0,-8851000000.0,-7821000000.0,-7189000000.0,-6458000000.0,-4790000000.0,-8986000000.0,-12408000000.0,-11492000000.0,-10420000000.0,-9352000000.0,-8278000000.0,-7643000000.0,-7157000000.0,-6358000000.0,-5401000000.0,-4587000000.0,-3913000000.0,-3411000000.0,-3050000000.0,-2770000000.0,-2462000000.0
,otherFinancingActivites,-189000000.0,-1043000000.0,-4141000000.0,-903000000.0,-1274000000.0,-1607000000.0,0.0,-1067000000.0,-1418000000.0,-2959000000.0,-6445000000.0,-6280000000.0,-7190000000.0,-65412000000.0,-51030000000.0,-50520000000.0,-54324000000.0,-50051000000.0,-53153000000.0,-36581000000.0,-34954000000.0,-19820000000.0,622000000.0,-114000000.0,785000000.0,28000000.0,259000000.0,-1988000000.0
,netCashUsedProvidedByFinancingActivities,-19852000000.0,-16133000000.0,-31033000000.0,-19146000000.0,-89131000000.0,-76054000000.0,-1067000000.0,-16958000000.0,-45573000000.0,-51074000000.0,-46863000000.0,-61586000000.0,-43513000000.0,24636000000.0,28212000000.0,23230000000.0,-6119000000.0,4594000000.0,-3632000000.0,32938000000.0,8806000000.0,14650000000.0,21823000000.0,19229000000.0,5705000000.0,3729000000.0,10503000000.0,2554000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,145000000.0,-50000000.0,-628000000.0,891000000.0,-1146000000.0,-3464000000.0,0.0,-3492000000.0,-795000000.0,1278000000.0,-841000000.0,-333000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,531000000.0,891000000.0,-9704000000.0,-6259000000.0,-42750000000.0,-20534000000.0,2230000000.0,2097000000.0,11096000000.0,-7266000000.0,5416000000.0,6640000000.0,24077000000.0,32336000000.0,1755000000.0,2474000000.0,-3527000000.0,2664000000.0,3754000000.0,477000000.0,887000000.0,-359000000.0,4237000000.0,-1544000000.0,1670000000.0,0.0,232000000.0,-465000000.0
,cashAtEndOfPeriod,37608000000.0,36439000000.0,35020000000.0,43299000000.0,48129000000.0,70483000000.0,91017000000.0,90884000000.0,88555000000.0,77356000000.0,84501000000.0,79084000000.0,72444000000.0,48367000000.0,16031000000.0,14275000000.0,11801000000.0,15328000000.0,12664000000.0,8910000000.0,9082000000.0,8195000000.0,8554000000.0,4317000000.0,5861000000.0,0.0,2823000000.0,2591000000.0
,cashAtBeginningOfPeriod,37077000000.0,35548000000.0,44724000000.0,49558000000.0,90879000000.0,91017000000.0,88787000000.0,88787000000.0,77459000000.0,84622000000.0,79085000000.0,72444000000.0,48367000000.0,16031000000.0,14276000000.0,11801000000.0,15328000000.0,12664000000.0,8910000000.0,8433000000.0,8195000000.0,8554000000.0,4317000000.0,5861000000.0,4191000000.0,2823000000.0,2591000000.0,3056000000.0
,operatingCashFlow,3597000000.0,8772000000.0,4246000000.0,10426000000.0,-244000000.0,19891000000.0,27515000000.0,27710000000.0,28579000000.0,31331000000.0,33359000000.0,36123000000.0,24593000000.0,48601000000.0,45967000000.0,30646000000.0,37641000000.0,36484000000.0,30289000000.0,29488000000.0,32195000000.0,22690000000.0,24593000000.0,19360000000.0,14240000000.0,17851000000.0,14946000000.0,13392000000.0
,capitalExpenditure,-3403000000.0,-6095000000.0,-8056000000.0,-7920000000.0,-7199000000.0,-7309000000.0,-13727000000.0,-13727000000.0,-13458000000.0,-15126000000.0,-12650000000.0,-9800000000.0,-8634000000.0,-16010000000.0,-17870000000.0,-16650000000.0,-14441000000.0,-13118000000.0,-9767000000.0,-13351000000.0,-15520000000.0,-13967000000.0,-27156000000.0,-8982000000.0,-8388000000.0,-7760000000.0,-6447000000.0,-7492000000.0
,freeCashFlow,194000000.0,2677000000.0,-3810000000.0,2506000000.0,-7443000000.0,12582000000.0,13788000000.0,13983000000.0,15121000000.0,16205000000.0,20709000000.0,26323000000.0,15959000000.0,32591000000.0,28097000000.0,13996000000.0,23200000000.0,23366000000.0,20522000000.0,16137000000.0,16675000000.0,8723000000.0,-2563000000.0,10378000000.0,5852000000.0,10091000000.0,8499000000.0,5900000000.0
