date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockRepurchased,-869000000.0,-1418000000.0,-885000000.0,-996000000.0,-1099000000.0,-838000000.0,-1099000000.0,-731000000.0,-1105000000.0,-1178000000.0,-1199000000.0,-1587000000.0,-1401000000.0,-352000000.0,-368000000.0,959000000.0,87000000.0,222000000.0,1413000000.0,4000000.0,14000000.0,-144000000.0
,dividendsPaid,-1036000000.0,-975000000.0,-910000000.0,-850000000.0,-797000000.0,-735000000.0,-694000000.0,-643000000.0,-588000000.0,-536000000.0,-473000000.0,-460000000.0,-440000000.0,-420000000.0,-387000000.0,-349000000.0,-331000000.0,-321000000.0,-281000000.0,-272000000.0,-269000000.0,-271000000.0
,otherFinancingActivites,0.0,-1330000000.0,-530000000.0,-984000000.0,-613000000.0,-111000000.0,-28000000.0,1192000000.0,1144000000.0,2253000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-2803000000.0,-2398000000.0,-2116000000.0,-1930000000.0,-1509000000.0,-936000000.0,-1797000000.0,-1246000000.0,-694000000.0,-411000000.0,-1650000000.0,-1994000000.0,-3510000000.0,-1034000000.0,-1433000000.0,-1644000000.0,-1209000000.0,-990000000.0,257000000.0,-106000000.0,526000000.0,-1486000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,674000000.0,509000000.0,-188000000.0,975000000.0,-894000000.0,-74000000.0,108000000.0,-812000000.0,362000000.0,996000000.0,383000000.0,-396000000.0,195000000.0,1258000000.0,646000000.0,-105000000.0,117000000.0,-670000000.0,343000000.0,641000000.0,-191000000.0,125000000.0
,cashAtEndOfPeriod,4282000000.0,3612000000.0,3115000000.0,3303000000.0,2328000000.0,3222000000.0,3296000000.0,3188000000.0,4000000000.0,3638000000.0,2642000000.0,2259000000.0,2655000000.0,2460000000.0,1202000000.0,556000000.0,661000000.0,544000000.0,1214000000.0,871000000.0,230000000.0,421000000.0
,cashAtBeginningOfPeriod,3608000000.0,3103000000.0,3303000000.0,2328000000.0,3222000000.0,3296000000.0,3188000000.0,4000000000.0,3638000000.0,2642000000.0,2259000000.0,2655000000.0,2460000000.0,1202000000.0,556000000.0,661000000.0,544000000.0,1214000000.0,871000000.0,230000000.0,421000000.0,296000000.0
,operatingCashFlow,4480000000.0,3428000000.0,2745000000.0,2852000000.0,2359000000.0,2184000000.0,2378000000.0,1957000000.0,2107000000.0,1942000000.0,2725000000.0,2015000000.0,1198000000.0,2743000000.0,2515000000.0,2071000000.0,1569000000.0,1039000000.0,133000000.0,960000000.0,-317000000.0,820000000.0
,capitalExpenditure,-942000000.0,-763000000.0,-543000000.0,-561000000.0,-406000000.0,-326000000.0,-280000000.0,-339000000.0,-340000000.0,-319000000.0,-280000000.0,-304000000.0,-313000000.0,-295000000.0,-338000000.0,-363000000.0,-428000000.0,-458000000.0,-641000000.0,-431000000.0,-532000000.0,-509000000.0
,freeCashFlow,3473000000.0,2607000000.0,2134000000.0,2227000000.0,1902000000.0,1804000000.0,2049000000.0,1542000000.0,1670000000.0,1556000000.0,2378000000.0,1637000000.0,800000000.0,2371000000.0,2102000000.0,1605000000.0,1043000000.0,443000000.0,-508000000.0,529000000.0,-849000000.0,311000000.0
