date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,debtRepayment,-1001000000.0,-949000000.0,-452000000.0,-1030000000.0,-1035901000.0,-250882000.0,-275948000.0,-652451000.0,-1302763000.0,-105623000.0,-560383000.0,-621296000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,727000000.0,458000000.0,230000000.0,0.0,0.0,7011000.0,180798000.0,231767000.0,8050000.0,38691000.0,457258000.0,20133000.0,352871000.0,10539000.0,16275000.0,9085000.0,6985000.0,3219000.0,581212000.0,607439000.0,570383000.0,55100000.0,72300000.0,268000000.0
,commonStockRepurchased,0.0,0.0,-1000000.0,-3000000.0,-32209000.0,0.0,0.0,0.0,-18529000.0,-104980000.0,0.0,0.0,0.0,0.0,0.0,0.0,-32023000.0,0.0,0.0,0.0,-20000.0,0.0,-95000000.0,0.0
,dividendsPaid,-42000000.0,-791000000.0,-730000000.0,-721000000.0,-680521000.0,-606574000.0,-561411000.0,-514042000.0,-486757000.0,-474760000.0,-432110000.0,-414922000.0,-382282000.0,-378892000.0,-358746000.0,-343092000.0,-320444000.0,-303316000.0,-496375000.0,-518894000.0,-494992000.0,-225500000.0,-219700000.0,-207700000.0
,otherFinancingActivites,0.0,-14000000.0,-19000000.0,-18000000.0,-12487000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4859000.0,0.0,-200000.0,-200000.0,0.0,0.0,0.0,0.0,100000.0,100000.0,-41300000.0
,netCashUsedProvidedByFinancingActivities,1773000000.0,1181000000.0,928000000.0,168000000.0,208650000.0,602267000.0,441523000.0,654169000.0,349825000.0,-205474000.0,905571000.0,-322420000.0,671026000.0,483174000.0,-421695000.0,111323000.0,-110692000.0,-366872000.0,1580087000.0,3713332000.0,2015669000.0,1645900000.0,-107400000.0,262400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3439000.0,0.0,6448000.0,-4566000.0,360000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-119000000.0,101000000.0,64000000.0,-2000000.0,-464000.0,5332000.0,-27536000.0,24821000.0,21639000.0,-47753000.0,-7211000.0,-141409000.0,194225000.0,13662000.0,-34738000.0,48835000.0,-538522000.0,88539000.0,639968000.0,124819000.0,76760000.0,13600000.0,-12400000.0,3700000.0
,cashAtEndOfPeriod,129000000.0,248000000.0,147000000.0,83000000.0,84476000.0,84940000.0,79608000.0,107144000.0,82323000.0,60684000.0,108437000.0,107789000.0,249198000.0,51120000.0,37458000.0,72196000.0,29761000.0,573239000.0,901273000.0,341310000.0,216491000.0,56000000.0,42400000.0,54800000.0
,cashAtBeginningOfPeriod,248000000.0,147000000.0,83000000.0,85000000.0,84940000.0,79608000.0,107144000.0,82323000.0,60684000.0,108437000.0,115648000.0,249198000.0,54973000.0,37458000.0,72196000.0,23361000.0,568283000.0,484700000.0,261305000.0,216491000.0,139731000.0,42400000.0,54800000.0,51100000.0
,operatingCashFlow,2848000000.0,3263000000.0,3122000000.0,3126000000.0,3052299000.0,3025839000.0,2648192000.0,2584036000.0,2004756000.0,2405522000.0,1893942000.0,1918464000.0,1679516000.0,1553279000.0,1937067000.0,1163147000.0,803938000.0,1381507000.0,1771207000.0,1584012000.0,1407725000.0,681200000.0,702100000.0,689800000.0
,capitalExpenditure,400000000.0,-4225000000.0,-3957000000.0,-3319000000.0,-3255550000.0,-3683359000.0,-3199791000.0,-3395325000.0,-2570209000.0,-2205567000.0,-2949822000.0,-1786902000.0,-2113246000.0,-2096857000.0,-1627620000.0,-1311444000.0,-1276450000.0,-42287000.0,-2408942000.0,-5365780000.0,-3181103000.0,-462100000.0,-411100000.0,-396600000.0
,freeCashFlow,3248000000.0,-962000000.0,-835000000.0,-193000000.0,-203251000.0,-657520000.0,-551599000.0,-811289000.0,-565453000.0,199955000.0,-1055880000.0,131562000.0,-433730000.0,-543578000.0,309447000.0,-148297000.0,-472512000.0,1339220000.0,-637735000.0,-3781768000.0,-1773378000.0,219100000.0,291000000.0,293200000.0
