date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-11-28_FY,2007-11-30_FY,2006-11-24_FY,2005-11-25_FY,2004-11-26_FY,2003-11-28_FY,2002-11-29_FY,2001-11-30_FY,2000-11-24_FY,1999-11-26_FY
,commonStockRepurchased,-6435000000.0,-3979000000.0,-7859000000.0,-7249000000.0,-4135000000.0,-5469000000.0,-6175000000.0,-4640000000.0,-9905000000.0,-4183000000.0,-9576000000.0,19070000000.0,0.0,-4855000000.0,-4246000000.0,-1284000000.0,-796000000.0,-1415000000.0,0.0,-647000000.0,2681000000.0
,dividendsPaid,-2104000000.0,-1810000000.0,-1769000000.0,-1706000000.0,-1681000000.0,-1454000000.0,-1302000000.0,-1086000000.0,-2771000000.0,-1443000000.0,-2205000000.0,-850000000.0,-831000000.0,-754000000.0,-511000000.0,-497000000.0,-350000000.0,-228000000.0,-231000000.0,-217000000.0,-107000000.0
,otherFinancingActivites,3602000000.0,1176000000.0,-542000000.0,2317000000.0,358000000.0,1424000000.0,971000000.0,1825000000.0,725000000.0,1573000000.0,2301000000.0,0.0,5630000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,3367000000.0,22752000000.0,35198000000.0,13432000000.0,29118000000.0,18999000000.0,-7351000000.0,7516000000.0,-6910000000.0,7839000000.0,-22828000000.0,7901000000.0,73390000000.0,53397000000.0,19373000000.0,31753000000.0,20581000000.0,9093000000.0,20124000000.0,-6664000000.0,13462000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2999000000.0,20496000000.0,-11660000000.0,28272000000.0,17505000000.0,-3533000000.0,-11536000000.0,16661000000.0,16220000000.0,1497000000.0,24486000000.0,5458000000.0,5589000000.0,-3968000000.0,5896000000.0,-2722000000.0,2265000000.0,-2087000000.0,3039000000.0,815000000.0,219000000.0
,cashAtEndOfPeriod,133546000000.0,130547000000.0,110051000000.0,121711000000.0,75105000000.0,57600000000.0,61133000000.0,72669000000.0,56008000000.0,39788000000.0,38291000000.0,17340000000.0,11882000000.0,6293000000.0,10261000000.0,4365000000.0,7087000000.0,4822000000.0,6909000000.0,3870000000.0,3055000000.0
,cashAtBeginningOfPeriod,130547000000.0,110051000000.0,121711000000.0,93439000000.0,57600000000.0,61133000000.0,72669000000.0,56008000000.0,39788000000.0,38291000000.0,13805000000.0,11882000000.0,6293000000.0,10261000000.0,4365000000.0,7087000000.0,4822000000.0,6909000000.0,3870000000.0,3055000000.0,2836000000.0
,operatingCashFlow,23868000000.0,20421000000.0,-17742000000.0,5570000000.0,6961000000.0,-7623000000.0,4543000000.0,12879000000.0,21645000000.0,-6157000000.0,48875000000.0,1894000000.0,-68197000000.0,-47617000000.0,-12413000000.0,-33612000000.0,-15655000000.0,-10077000000.0,-15176000000.0,11135000000.0,-12589000000.0
,capitalExpenditure,-8443000000.0,-7982000000.0,-3185000000.0,-2876000000.0,-1833000000.0,-678000000.0,-706000000.0,-961000000.0,-1184000000.0,-1227000000.0,-1556000000.0,-2027000000.0,-2037000000.0,-1744000000.0,-1421000000.0,-608000000.0,-8000000.0,-44000000.0,-1370000000.0,-1552000000.0,-656000000.0
,freeCashFlow,15425000000.0,12439000000.0,-20927000000.0,2694000000.0,5128000000.0,-8301000000.0,3837000000.0,11918000000.0,20461000000.0,-7384000000.0,47319000000.0,-133000000.0,-70234000000.0,-49361000000.0,-13834000000.0,-34220000000.0,-16247000000.0,-11085000000.0,-16546000000.0,9583000000.0,-13245000000.0
