date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,commonStockRepurchased,-1161800000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61296000000.0,0.0,0.0,-36832000000.0,-1292093635698.04,-811838904657.66,-1281442990346.6,-294000000000.0,-276250000000.0,-91138790004.6
,dividendsPaid,-659145000000.0,-946218000000.0,-723934000000.0,-863450000000.0,-708970000000.0,-822570000000.0,-677000000000.0,-648580000000.0,-751908000000.0,-770858000000.0,-693296000000.0,-689129000000.0,-755037000000.0,-655469102513.19,-607109019712.14,-673581493185.97,-507000000000.0,-341250000000.0,-214266903841.74
,otherFinancingActivites,162073000000.0,-87445000000.0,-1196532000000.0,217655000000.0,-1809000000.0,1225797000000.0,80380000000.0,1853765000000.0,133542000000.0,194012000000.0,291208000000.0,-72749000000.0,-252807000000.0,-143290262476.06,82193736998.67,125870890419.91,36000000000.0,106250000000.0,143935943011.56
,netCashUsedProvidedByFinancingActivities,-1090868000000.0,-1512179000000.0,-3195048000000.0,-1565528000000.0,-3950967000000.0,-2241601000000.0,135112000000.0,3532336000000.0,-907627000000.0,4899885000000.0,5679195000000.0,862098000000.0,3116582000000.0,-1001421350437.62,-216235251716.22,-1560928350690.29,-1594000000000.0,-1097500000000.0,-1178190984178.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-95272000000.0,61764000000.0,4628000000.0,-58997000000.0,12611000000.0,23496000000.0,11545000000.0,-110765000000.0,-160982000000.0,3052000000.0,586910000000.0,-40865000000.0,141536000000.0,30918539391.39,-14541825556.83,-4377935446.69,-22000000000.0,10000000000.0,-13155397385.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1240332000000.0,871381000000.0,31335000000.0,164911000000.0,-2423565000000.0,849048000000.0,-186426000000.0,-471964000000.0,81844000000.0,1077637000000.0,1400743000000.0,-291541000000.0,1197883000000.0,356609551317.81,269508559458.27,169960028038.71,-102000000000.0,341250000000.0,-139722419881.32
,cashAtEndOfPeriod,4755578000000.0,3515246000000.0,2643865000000.0,2612530000000.0,2447619000000.0,4871184000000.0,4022136000000.0,4208562000000.0,4680526000000.0,4598682000000.0,3599913000000.0,2199170000000.0,2490711000000.0,1293559927835.98,893199677940.24,646945138625.02,472000000000.0,622500000000.0,267366547951.8
,cashAtBeginningOfPeriod,3515246000000.0,2643865000000.0,2612530000000.0,2447619000000.0,4871184000000.0,4022136000000.0,4208562000000.0,4680526000000.0,4598682000000.0,3521045000000.0,2199170000000.0,2490711000000.0,1292828000000.0,936950376518.17,623691118481.97,476985110586.31,574000000000.0,281250000000.0,407088967833.12
,operatingCashFlow,8685737000000.0,6004655000000.0,5869725000000.0,5607310000000.0,5269418000000.0,7601829000000.0,3412099000000.0,4858135000000.0,7319456000000.0,1691566000000.0,2024565000000.0,8632854000000.0,3687015000000.0,5593238775902.61,3723780703673.58,5437950436560.93,4778000000000.0,3668750000000.0,3197079476967.56
,capitalExpenditure,-3497587000000.0,-7287000000.0,26711000000.0,-63398000000.0,-34111000000.0,-60358000000.0,-363436000000.0,-12481000000.0,-7502757000000.0,-5905721000000.0,-6104855000000.0,-6507705000000.0,-4224420000000.0,-2975876410803.24,-3663714173207.55,-3405677027249.89,0.0,0.0,-1688754447824.4
,freeCashFlow,5188150000000.0,3185849000000.0,3286559000000.0,2976307000000.0,2807125000000.0,4752437000000.0,-437254000000.0,-2255144000000.0,-183301000000.0,-4214155000000.0,-4080290000000.0,2125149000000.0,-537405000000.0,2617362365099.37,60066530466.03,2032273409311.04,4778000000000.0,3668750000000.0,1508325029143.16
