date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY,1993-03-31_FY,1992-03-31_FY,1991-03-31_FY,1990-03-31_FY
,purchasesOfInvestments,-1367915000000.0,-1131775000000.0,-977011000000.0,-1250498000000.0,-1241923000000.0,-980074000000.0,-1047486000000.0,-1139128000000.0,-1056171000000.0,-1474228000000.0,-1623679000000.0,-2675118000000.0,-2386573000000.0,-1014906000000.0,-1404896443200.0,-1467910620540.0,-1204232756050.0,-1134784403180.0,-797724559580.0,-24717514920.0,-67920261800.0,-121591043150.0,-563013234135.9,-578303710720.0,-550954992987.0,-111879113969.0,-450433993176.0,-484541171268.0,-121948948732.0,-69392709510.0,-53402103396.0
,salesMaturitiesOfInvestments,358196000000.0,311940000000.0,323755000000.0,305979000000.0,615607000000.0,532016000000.0,502038000000.0,478664000000.0,567631000000.0,904363000000.0,1182824000000.0,1934833000000.0,1493443000000.0,702600000000.0,881826755400.0,949868673880.0,828711468950.0,677402229240.0,379723270030.0,35184625830.0,269420463600.0,702631885000.0,373229883907.05,362250459397.24,419993002935.0,79055826150.0,422013826416.0,438704488376.0,208740246740.0,98586185715.0,85433930433.0
,otherInvestingActivites,-14729000000.0,-30821000000.0,-11175000000.0,7695000000.0,-72938000000.0,-12532000000.0,3693000000.0,-16840000000.0,28955000000.0,-8964000000.0,17230000000.0,-605000000.0,5366000000.0,-6085000000.0,76271187600.0,5897807300.0,6150959450.0,1061758980.0,1196188110.0,-290809129620.0,-275174676400.0,-661783963550.0,-55283743509.3,-18282665813.52,-14190761925.0,-27077700454.0,1395358368.0,63190536024.0,-202920499568.0,55099335225.0,-762725448504.0
,netCashUsedForInvestingActivites,-1352278000000.0,-1307445000000.0,-822197000000.0,-1253973000000.0,-1030403000000.0,-639636000000.0,-710502000000.0,-705280000000.0,-882886000000.0,-714439000000.0,-746004000000.0,-1081342000000.0,-910442000000.0,-715430000000.0,-871115832450.0,-931639087680.0,-763657253750.0,-705479855600.0,-768484405780.0,-725509506810.0,-436189881000.0,-367631293050.0,-603644029320.3,-517082118166.28,-374850315000.0,-269809326668.0,-215490527964.0,-244194325144.0,-417281187070.0,-310080151320.0,-1045272266472.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-198055000000.0,-382671000000.0,-44561000000.0,-261299000000.0,-270669000000.0,-258102000000.0,-164540000000.0,-326164000000.0,-112043000000.0,-216212000000.0,-144105000000.0,-264467000000.0,-34701000000.0,-283074000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,301708000000.0,0.0,0.0,0.0,0.0,0.0,0.0,378000000.0,36427000000.0,7783000000.0,6944444550.0,0.0,0.0,0.0,9569504880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1806072960.0,259053666474.0
,commonStockRepurchased,-200211000000.0,-100177000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-49574000000.0,-38067000000.0,-28490000000.0,-25301000000.0,-12751000000.0,-13160000000.0,-25643000000.0,-25057000000.0,-25078000000.0,-25098000000.0,-25085000000.0,-42594000000.0,-25098000000.0,-25052000000.0,-24835216950.0,-22947832040.0,-23144288100.0,-22768831460.0,-22993393670.0,-22951978140.0,-19934237200.0,-24532570900.0,-21760223175.0,-18624053149.6,-18967425939.0,-18135320119.0,-18570578280.0,-18605719440.0,-17153638354.0,-16946043945.0,-14073875895.0
,otherFinancingActivites,201719000000.0,179701000000.0,159270000000.0,166380000000.0,124605000000.0,40573000000.0,193942000000.0,154304000000.0,203728000000.0,-5748000000.0,-2240000000.0,257369000000.0,481959000000.0,271370000000.0,281191153050.0,321698580.0,158673903100.0,163274936480.0,119485901210.0,-882768390.0,1335799400.0,-476360600.0,-3821281515.6,879462299.8,1049580882.0,-2522874452.0,102599880.0,-14000229628.0,-4876363498.0,1312224885.0,-24074976531.0
,netCashUsedProvidedByFinancingActivities,65658000000.0,-122884000000.0,246456000000.0,452302000000.0,380122000000.0,-263195000000.0,207877000000.0,83181000000.0,257336000000.0,-10112000000.0,365014000000.0,267458000000.0,505518000000.0,247903000000.0,359816389650.0,205243694040.0,314011692600.0,-92962897360.0,85195175390.0,135694112520.0,-65967939600.0,-112302011450.0,-17916715621.05,-247057484745.28,131829500781.0,90331001355.0,-118523381376.0,-98506947924.0,245120310112.0,140520942255.0,980170762332.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-21643000000.0,52465000000.0,-53044000000.0,-31061000000.0,-64609000000.0,51138000000.0,58614000000.0,72372000000.0,-13825000000.0,-68890000000.0,-1098000000.0,-18911000000.0,-66228000000.0,3300000000.0,35546139900.0,8900327380.0,-48060886550.0,-24892349420.0,21132656610.0,21186441360.0,-26818741800.0,-14886268750.0,-1121150581.2,11516561910.4,-9971018379.0,-5564147764.0,-7469271264.0,-1895026980.0,-3454644440.0,-7224291840.0,3365150214.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,38544000000.0,-122866000000.0,626187000000.0,-23470000000.0,34199000000.0,-97053000000.0,220105000000.0,-68215000000.0,-119836000000.0,-177196000000.0,530819000000.0,-425642000000.0,286532000000.0,96801000000.0,-75918080250.0,-70130290440.0,136467896950.0,29257358560.0,76688948830.0,-19042575270.0,32778462200.0,169108013000.0,-5275157221.80005,-30766574363.3199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,1512357000000.0,1470073000000.0,1586329000000.0,960142000000.0,983612000000.0,949413000000.0,1046466000000.0,826361000000.0,894576000000.0,1014412000000.0,1191608000000.0,660789000000.0,1086431000000.0,799899000000.0,703036733850.0,779475659340.0,851230235750.0,712086355920.0,685017057660.0,612641262660.0,606863942800.0,592830766700.0,426781460415.6,427760312600.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,1473813000000.0,1592939000000.0,960142000000.0,983612000000.0,949413000000.0,1046466000000.0,826361000000.0,894576000000.0,1014412000000.0,1191608000000.0,660789000000.0,1086431000000.0,799899000000.0,703098000000.0,778954814100.0,849605949780.0,714762338800.0,682828997360.0,608328108830.0,631683837930.0,574085480600.0,423722753700.0,432056617637.4,458526886963.72,480493843776.0,470084086248.0,487339170012.0,418364532124.0,443377039686.0,453253763235.0,296101768830.0
,operatingCashFlow,1349745000000.0,1258738000000.0,1254972000000.0,809262000000.0,749089000000.0,754640000000.0,664116000000.0,481512000000.0,519539000000.0,616245000000.0,912907000000.0,407153000000.0,757684000000.0,561028000000.0,399835222650.0,647257542960.0,634174344650.0,852592460940.0,738845522610.0,549586377660.0,561755024600.0,663927586250.0,617406738300.75,721856466637.84,236605518828.0,176627131583.0,336496826436.0,415470309100.0,151007823310.0,168063554895.0,214583363646.0
,capitalExpenditure,-439761000000.0,-312644000000.0,-262989000000.0,-333509000000.0,-375411000000.0,-215916000000.0,-283457000000.0,-326490000000.0,-382549000000.0,-253688000000.0,192724000000.0,-496125000000.0,-474552000000.0,-527515000000.0,-462452926050.0,-453702230660.0,-428377836950.0,-274877602600.0,-389159865120.0,-472154978880.0,-390669947600.0,-368703104400.0,-381174960621.9,-297659802117.84,-252756212400.0,-216353764221.0,-197361129168.0,-267853449864.0,-445237232846.0,-404362803810.0,-324013645605.0
,freeCashFlow,909984000000.0,946094000000.0,991983000000.0,475753000000.0,373678000000.0,538724000000.0,380659000000.0,155022000000.0,136990000000.0,362557000000.0,574857000000.0,-88972000000.0,283132000000.0,33513000000.0,-62617703400.0,193555312300.0,205796507700.0,577714858340.0,349685657490.0,77431398780.0,171085077000.0,295224481850.0,236231777678.85,424196664520.0,-16150693572.0,-39726632638.0,139135697268.0,147616859236.0,-294229409536.0,-236299248915.0,-109430281959.0
