date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,netCashUsedProvidedByFinancingActivities,-73759000.0,34379000.0,115814000.0,-163902000.0,-34150000.0,644604000.0,182209000.0,151386000.0,-43863000.0,-76900000.0,17351000.0,-97289000.0,-164072000.0,1736022000.0,441130000.0,606625000.0,274827107.0,161718791.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-230894000.0,-41605000.0,-32260000.0,-20401000.0,132013000.0,15000.0,86283000.0,-57155000.0,18326000.0,-50081000.0,52522000.0,-76429000.0,149326000.0,18928000.0,15348000.0,10886000.0,-29145095.0,78264667.0,0.0,0.0
,cashAtEndOfPeriod,167313000.0,398207000.0,439812000.0,472072000.0,347091000.0,215078000.0,215063000.0,128780000.0,185935000.0,167609000.0,217690000.0,165168000.0,241597000.0,92271000.0,73343000.0,57995000.0,47108957.0,81233481.0,0.0,0.0
,cashAtBeginningOfPeriod,398207000.0,439812000.0,472072000.0,492473000.0,215078000.0,215063000.0,128780000.0,185935000.0,167609000.0,217690000.0,165168000.0,241597000.0,92271000.0,73343000.0,57995000.0,47109000.0,76254052.0,2968814.0,0.0,0.0
,operatingCashFlow,-149531000.0,177209000.0,181560000.0,207382000.0,175055000.0,208955000.0,111319000.0,145457000.0,130635000.0,74593000.0,82647000.0,65614000.0,144943000.0,155737000.0,139691000.0,56528000.0,6651442.0,5734806.0,623000.0,1108000.0
,capitalExpenditure,0.0,-269096000.0,-329289000.0,-117056000.0,-24029000.0,-902507000.0,-161427000.0,-183835000.0,-73662000.0,-67797000.0,-62205000.0,-72670000.0,-127293000.0,-2186426000.0,-588387000.0,-651835000.0,-240885295.0,-79188930.0,0.0,0.0
,freeCashFlow,-149531000.0,176734000.0,181231000.0,207157000.0,175025000.0,208387000.0,111111000.0,145457000.0,130635000.0,6796000.0,20442000.0,-7056000.0,17650000.0,-2030689000.0,-448696000.0,-595307000.0,-234233853.0,-73454124.0,623000.0,1108000.0
