date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,dividendsPaid,-2110000000.0,-1695900000.0,-2149900000.0,-1993500000.0,-1787200000.0,-1343400000.0,-1496800000.0,-599100000.0,-1224300000.0,-372800000.0,-912800000.0,-305600000.0,-615193000.0,-151582000.0,-87537000.0,-63260000.0,-35066000.0,-20630000.0,-17290000.0,0.0,0.0
,otherFinancingActivites,-43600000.0,16800000.0,-61000000.0,-28500000.0,11700000.0,2000000.0,-2400000.0,-79300000.0,6100000.0,2300000.0,608200000.0,-452900000.0,-107672000.0,37733000.0,43882000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-2458200000.0,-2340800000.0,-1080000000.0,-1985300000.0,-1593700000.0,-1206700000.0,-2195900000.0,-606000000.0,-448400000.0,-1005600000.0,-653400000.0,-1665200000.0,2004454000.0,-859928000.0,-27223000.0,-55931000.0,-30532000.0,-18234000.0,94666000.0,-3902000.0,-3611000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,81900000.0,179400000.0,-528800000.0,35000000.0,176000000.0,326500000.0,-1103600000.0,865000000.0,562400000.0,187100000.0,594600000.0,-37300000.0,-547417000.0,-124192000.0,358613000.0,253329000.0,172438000.0,-154136000.0,270159000.0,38446000.0,16406000.0
,cashAtEndOfPeriod,1638500000.0,1556600000.0,1377200000.0,1903600000.0,1868600000.0,1692600000.0,1366100000.0,2469700000.0,1604700000.0,1042300000.0,855200000.0,260600000.0,297895000.0,845312000.0,969504000.0,610891000.0,357562000.0,185124000.0,339260000.0,69101000.0,30655000.0
,cashAtBeginningOfPeriod,1556600000.0,1377200000.0,1906000000.0,1868600000.0,1692600000.0,1366100000.0,2469700000.0,1604700000.0,1042300000.0,855200000.0,260600000.0,297900000.0,845312000.0,969504000.0,610891000.0,357562000.0,185124000.0,339260000.0,69101000.0,30655000.0,14249000.0
,operatingCashFlow,2715600000.0,2672800000.0,2440800000.0,1840400000.0,1716000000.0,1515300000.0,1291400000.0,1280500000.0,1216800000.0,1346300000.0,1356400000.0,1083100000.0,1197197000.0,814374000.0,471696000.0,391593000.0,328806000.0,191149000.0,141138000.0,120569000.0,32969000.0
,capitalExpenditure,-197500000.0,-245600000.0,-116700000.0,-81900000.0,-91800000.0,-114200000.0,-140700000.0,-125600000.0,-141800000.0,-172200000.0,-160000000.0,-157900000.0,-200102000.0,-163644000.0,-87810000.0,-85627000.0,-67496000.0,-63016000.0,-56341000.0,-16302000.0,-11170000.0
,freeCashFlow,2518100000.0,2427200000.0,2324100000.0,1758500000.0,1624200000.0,1401100000.0,1150700000.0,1154900000.0,1075000000.0,1174100000.0,1196400000.0,925200000.0,997095000.0,650730000.0,383886000.0,305966000.0,261310000.0,128133000.0,84797000.0,104267000.0,21799000.0
