date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,commonStockIssued,0.0,0.0,0.0,600400000.0,0.0,345300000.0,0.0,96400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,600400000.0,0.0,345300000.0,345300000.0,0.0,94700000.0,-1300000.0,-6600000.0,-10900000.0,-20600000.0,6800000.0,2400000.0,-600000.0,-200000.0,-700000.0,-14700000.0,-1000000.0,-41400000.0,-117300000.0,-37900000.0,-22800000.0,-22600000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11000000.0,-22000000.0,-22000000.0,-22000000.0,-22400000.0,0.0,0.0,0.0,0.0,0.0,-900000.0,-14200000.0,-55900000.0,-42700000.0,-29700000.0,-34100000.0,-28700000.0
,otherFinancingActivites,0.0,-115900000.0,1140200000.0,-12000000.0,600000.0,931200000.0,99700000.0,790000000.0,490600000.0,898900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-95300000.0,-202200000.0,174700000.0,-62700000.0,-166400000.0,1205500000.0,27000000.0,574400000.0,425900000.0,153800000.0,-26400000.0,-16200000.0,-435700000.0,5200000.0,300000.0,-217300000.0,-70600000.0,-133100000.0,-78000000.0,-103700000.0,-218500000.0,79700000.0,59400000.0,484900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-17600000.0,10600000.0,-135200000.0,116600000.0,-13600000.0,24900000.0,-181700000.0,185000000.0,-174800000.0,-244900000.0,-101000000.0,-150900000.0,194200000.0,-200000.0,142500000.0,322400000.0,-227800000.0,181500000.0,14200000.0,32400000.0,-292300000.0,-265200000.0,-174900000.0,386100000.0
,cashAtEndOfPeriod,31000000.0,48600000.0,38000000.0,173200000.0,56600000.0,70200000.0,45300000.0,227000000.0,42000000.0,216800000.0,461700000.0,562700000.0,713600000.0,519400000.0,519600000.0,377100000.0,54700000.0,282500000.0,101000000.0,86800000.0,-209300000.0,83000000.0,348200000.0,523100000.0
,cashAtBeginningOfPeriod,48600000.0,38000000.0,173200000.0,56600000.0,70200000.0,45300000.0,227000000.0,42000000.0,216800000.0,461700000.0,562700000.0,713600000.0,519400000.0,519600000.0,377100000.0,54700000.0,282500000.0,101000000.0,86800000.0,54400000.0,83000000.0,348200000.0,523100000.0,137000000.0
,operatingCashFlow,265900000.0,364700000.0,198800000.0,304600000.0,200300000.0,-322800000.0,-110200000.0,-270800000.0,-180500000.0,-132400000.0,58800000.0,83100000.0,702900000.0,68200000.0,280000000.0,236700000.0,-20600000.0,313600000.0,168100000.0,329900000.0,249300000.0,143100000.0,472000000.0,86300000.0
,capitalExpenditure,-194800000.0,-152000000.0,-152500000.0,-127600000.0,-99000000.0,-81100000.0,-63600000.0,-64100000.0,-296100000.0,-266300000.0,-133500000.0,8000000.0,-104400000.0,6000000.0,1000000.0,49000000.0,11000000.0,-93800000.0,-108700000.0,-137700000.0,-337200000.0,-772600000.0,-636500000.0,-141600000.0
,freeCashFlow,71100000.0,212700000.0,46300000.0,177000000.0,101300000.0,-403900000.0,-173800000.0,-334900000.0,-476600000.0,-398700000.0,-74700000.0,-131400000.0,598500000.0,-8000000.0,106200000.0,137900000.0,-100200000.0,219800000.0,59400000.0,192200000.0,-87900000.0,-629500000.0,-164500000.0,-55300000.0
