date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,6000000.0,2000000.0,-5000000.0,12000000.0,-1000000.0,-18300000.0,-4200000.0,-31300000.0,2600000.0,3600000.0,-600000.0,1900000.0,900000.0,-1000000.0,-1000000.0,1600000.0,-803000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,396000000.0,-395000000.0,-153000000.0,-329000000.0,878000000.0,-1710600000.0,285800000.0,-564100000.0,1067900000.0,409300000.0,100600000.0,72100000.0,258500000.0,341100000.0,-12000000.0,-12600000.0,-27143000.0,0.0
,cashAtEndOfPeriod,683000000.0,287000000.0,682000000.0,835000000.0,1164000000.0,286000000.0,1996600000.0,1710800000.0,2274900000.0,1207000000.0,797700000.0,697100000.0,625000000.0,366500000.0,25400000.0,37400000.0,50003000.0,0.0
,cashAtBeginningOfPeriod,287000000.0,682000000.0,835000000.0,1164000000.0,286000000.0,1996600000.0,1710800000.0,2274900000.0,1207000000.0,797700000.0,697100000.0,625000000.0,366500000.0,25400000.0,37400000.0,50000000.0,77146000.0,0.0
,operatingCashFlow,1231000000.0,1505000000.0,1497000000.0,1631000000.0,617000000.0,1203700000.0,1408600000.0,1466800000.0,2375600000.0,2078900000.0,1194400000.0,681800000.0,638600000.0,690100000.0,203600000.0,137200000.0,344263000.0,0.0
,capitalExpenditure,-309000000.0,-404000000.0,-422000000.0,-473000000.0,-2211000000.0,-2469300000.0,-1808500000.0,-823800000.0,-523500000.0,-247200000.0,-258100000.0,-235700000.0,-141800000.0,-105100000.0,-59300000.0,-69400000.0,-33709000.0,-28800000.0
,freeCashFlow,922000000.0,1101000000.0,1075000000.0,1158000000.0,-1594000000.0,-1265600000.0,-399900000.0,643000000.0,1852100000.0,1831700000.0,936300000.0,446100000.0,496800000.0,585000000.0,144300000.0,67800000.0,310554000.0,0.0
