date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY,1989-06-30_FY
,purchasesOfInvestments,-2000000.0,-27000000.0,0.0,-538000000.0,-1401000000.0,-1084000000.0,-1344000000.0,-891000000.0,-1629000000.0,-1328000000.0,-2410000000.0,-1533000000.0,-2402000000.0,-1405000000.0,-945000000.0,-810565000.0,-1433412000.0,-857786000.0,-328852000.0,-455908000.0,-460195000.0,-1101100000.0,-635600000.0,-1569700000.0,-1383100000.0,-816400000.0,-2017600000.0,-2136600000.0,-2691900000.0,-1004800000.0,-766000000.0,-1217600000.0,-1385100000.0
,salesMaturitiesOfInvestments,6000000.0,104000000.0,13000000.0,985000000.0,1659000000.0,1119000000.0,1239000000.0,995000000.0,0.0,1945000000.0,2094000000.0,1454000000.0,2312000000.0,1222000000.0,1367000000.0,581489000.0,1674180000.0,786492000.0,271340000.0,434826000.0,838859000.0,912923000.0,1139500000.0,1007400000.0,1607600000.0,1260700000.0,1940400000.0,2643400000.0,1637400000.0,773800000.0,1007400000.0,1039000000.0,1154900000.0
,otherInvestingActivites,5304000000.0,7676000000.0,7841000000.0,-12000000.0,10000000.0,-217000000.0,-52000000.0,276000000.0,1714000000.0,61000000.0,34000000.0,48000000.0,-8000000.0,17000000.0,94000000.0,51053000.0,62170000.0,41892000.0,-64630000.0,3367000.0,-171263000.0,-412072000.0,-117400000.0,100000.0,-429900000.0,-139200000.0,-177700000.0,-241200000.0,-246900000.0,-195400000.0,-452800000.0,-192300000.0,-159300000.0
,netCashUsedForInvestingActivites,4465000000.0,5259000000.0,6582000000.0,-886000000.0,-1211000000.0,-21000000.0,-3407000000.0,-577000000.0,-973000000.0,-1122000000.0,-1675000000.0,-1665000000.0,-1871000000.0,-1895000000.0,-355000000.0,-1068541000.0,-301508000.0,-574435000.0,-1068988000.0,-407364000.0,-190406000.0,-1059408000.0,-421000000.0,-1635500000.0,-984900000.0,-449200000.0,-813500000.0,-248800000.0,-1695800000.0,-905900000.0,-679100000.0,-698300000.0,-686100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2136000000.0,-626000000.0,-30000000.0,-835000000.0,-14000000.0,-994000000.0,-1251000000.0,-275000000.0,-1423000000.0,-402000000.0,-438000000.0,-552000000.0,-24000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170000000.0,0.0,30901000.0,38817000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-133000000.0,-150000000.0,-77000000.0,-750000000.0,-1000000000.0,-2040000000.0,-1183000000.0,-101000000.0,0.0,-527000000.0,-301000000.0,-100000000.0,-100000000.0,-61000000.0,-533000000.0,-1585000.0,-139112000.0,-4113000.0,-101212000.0,-184519000.0,-62932000.0,-210911000.0,-313800000.0,-81200000.0,-312500000.0,-260000000.0,-179600000.0,-355200000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-809000000.0,-789000000.0,-758000000.0,-730000000.0,-701000000.0,-687000000.0,-624000000.0,-501000000.0,-230000000.0,-455000000.0,-395000000.0,-372000000.0,-347000000.0,-316000000.0,-281000000.0,-241995000.0,-209425000.0,-174109000.0,-155565000.0,-130000000.0,-125053000.0,-120447000.0,-106800000.0,-107700000.0,-104100000.0,-84400000.0,-45200000.0,-32300000.0,-29200000.0,-30000000.0,-29500000.0,-25600000.0,-15400000.0
,otherFinancingActivites,27000000.0,-22000000.0,33000000.0,70000000.0,34000000.0,-162000000.0,-62000000.0,73000000.0,1714000000.0,-7000000.0,1773000000.0,-60000000.0,-2879000000.0,23000000.0,-261000000.0,44409000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,100000.0,-100000.0,0.0,-100000.0,0.0,-100000.0,-100000.0,0.0,-100000.0
,netCashUsedProvidedByFinancingActivities,-423000000.0,-660000000.0,187000000.0,-1028000000.0,-579000000.0,-2649000000.0,-3577000000.0,-3242000000.0,-1082000000.0,-1097000000.0,3584000000.0,-1028000000.0,-3225000000.0,5246000000.0,-398000000.0,282933000.0,-1842458000.0,316344000.0,226795000.0,-941123000.0,-474913000.0,39860000.0,-463800000.0,970700000.0,237300000.0,-324600000.0,-239500000.0,-451700000.0,444100000.0,353700000.0,240000000.0,-37700000.0,-39100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1656000000.0,-853000000.0,1985000000.0,297000000.0,-315000000.0,-189000000.0,-2022000000.0,1407000000.0,423000000.0,676000000.0,-431000000.0,-9000000.0,245000000.0,147000000.0,-450000000.0,590433000.0,-17787000.0,-224752000.0,238844000.0,168101000.0,198860000.0,-204152000.0,335100000.0,-51500000.0,-136900000.0,80100000.0,138200000.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,4646000000.0,2990000000.0,3843000000.0,1858000000.0,688000000.0,910000000.0,1099000000.0,3121000000.0,1714000000.0,1291000000.0,615000000.0,1046000000.0,1055000000.0,810000000.0,663000000.0,1112853000.0,522420000.0,540207000.0,764959000.0,844187000.0,676086000.0,477226000.0,681400000.0,346300000.0,397800000.0,534700000.0,454600000.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,2990000000.0,3843000000.0,1858000000.0,1561000000.0,1003000000.0,1099000000.0,3121000000.0,1714000000.0,1291000000.0,615000000.0,1046000000.0,1055000000.0,810000000.0,663000000.0,1113000000.0,522420000.0,540207000.0,764959000.0,526115000.0,676086000.0,477226000.0,681378000.0,346300000.0,397800000.0,534700000.0,454600000.0,316400000.0,386500000.0,964400000.0,647600000.0,408400000.0,433600000.0,379000000.0
,operatingCashFlow,-2386000000.0,-5452000000.0,-4784000000.0,2211000000.0,1475000000.0,2481000000.0,4962000000.0,5226000000.0,2478000000.0,2895000000.0,-2340000000.0,2684000000.0,5341000000.0,-3204000000.0,303000000.0,1376041000.0,2126179000.0,33339000.0,1081037000.0,1516588000.0,864179000.0,815396000.0,1219800000.0,613400000.0,610700000.0,853900000.0,1191200000.0,630400000.0,673800000.0,868900000.0,678400000.0,710800000.0,779800000.0
,capitalExpenditure,-823000000.0,-828000000.0,-842000000.0,-1049000000.0,-882000000.0,-1125000000.0,-894000000.0,-913000000.0,-615000000.0,-1477000000.0,-1247000000.0,-1607000000.0,-1898000000.0,-1779000000.0,-1198000000.0,-762009000.0,-623819000.0,-509237000.0,-419876000.0,-349637000.0,-273168000.0,-428737000.0,-807500000.0,-1073300000.0,-779500000.0,-754300000.0,-558600000.0,-514400000.0,-394400000.0,-479500000.0,-467700000.0,-327400000.0,-296600000.0
,freeCashFlow,-3209000000.0,-6280000000.0,-5626000000.0,1162000000.0,593000000.0,1356000000.0,4068000000.0,4313000000.0,1863000000.0,1418000000.0,-3587000000.0,1077000000.0,3443000000.0,-4983000000.0,-895000000.0,614032000.0,1502360000.0,-475898000.0,661161000.0,1166951000.0,591011000.0,386659000.0,412300000.0,-459900000.0,-168800000.0,99600000.0,632600000.0,116000000.0,279400000.0,389400000.0,210700000.0,383400000.0,483200000.0
