date,,2020-12-31_FY,2019-12-31_FY,2019-12-29_FY,2018-12-31_FY,2018-12-30_FY,2017-12-31_FY,2017-01-01_FY,2016-01-03_FY,2015-10-04_FY,2014-10-05_FY,2013-11-26_FY,2013-09-29_FY,2012-09-30_FY,2011-10-02_FY,2010-12-06_FY,2010-10-03_FY,2009-10-04_FY,2008-10-05_FY,2007-09-30_FY,2006-10-01_FY,2005-10-02_FY,2005-02-18_FY,2004-10-03_FY,2004-02-20_FY,2003-10-05_FY,2002-09-29_FY,2001-09-30_FY,2000-10-01_FY,1999-10-03_FY
,netCashUsedForInvestingActivites,-57510000.0,-135751000.0,-135751000.0,-110874000.0,-110874000.0,-210030000.0,-303355000.0,-425256000.0,-390735000.0,-389500000.0,-172136000.0,-172100000.0,-162019000.0,-523900000.0,0.0,-141200000.0,-34200000.0,-227300000.0,-134689000.0,-96100000.0,-83800000.0,0.0,-53800000.0,0.0,-40100000.0,-42700000.0,-31250944.197844,-33700000.0,-19100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-260418000.0,-13534000.0,-13534000.0,0.0,-6142000.0,0.0,-4696000000.0,0.0,0.0,0.0,0.0,0.0,-28000000.0,0.0,-4430000.0,0.0,-3661000.0,-23201000.0,0.0,-23866000.0,-24739000.0,-1158104000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,2854000.0,10318000.0,0.0,3243000.0,0.0,4900000.0,0.0,0.0,0.0,0.0,0.0,0.0,1501000.0,0.0,0.0,0.0,0.0,0.0,1316000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625698.161065,0.0,0.0
,commonStockRepurchased,-25774000.0,-264241000.0,-253923000.0,-374758000.0,0.0,-334896000.0,-392242000.0,-78950000.0,-86543000.0,-10200000.0,0.0,-3600000.0,-5990000.0,-8700000.0,0.0,1900000.0,900000.0,1100000.0,-65000.0,1800000.0,5900000.0,0.0,2700000.0,0.0,4500000.0,2900000.0,0.0,1200000.0,40800000.0
,dividendsPaid,-30553000.0,-110346000.0,-110346000.0,-94566000.0,-94566000.0,-84822000.0,-74382000.0,-79687000.0,-63707000.0,-53200000.0,-43723000.0,-43700000.0,-36615000.0,-27500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-2571000.0,-6001000.0,0.0,-6142000.0,0.0,-4520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-257143.944198,0.0,0.0
,netCashUsedProvidedByFinancingActivities,83538000.0,-207804000.0,-207804000.0,-433223000.0,-433223000.0,-389338000.0,-246320000.0,59363000.0,154750000.0,93700000.0,-228330000.0,-228300000.0,-69104000.0,172800000.0,0.0,-1400000.0,-47700000.0,-8300000.0,23550000.0,-39400000.0,-500000.0,0.0,-14400000.0,28290000.0,400000.0,-25600000.0,17939230.818009,28900000.0,49700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,80000.0,-6000.0,-6000.0,-585000.0,0.0,606000.0,-701000.0,-2219000.0,-1896000.0,-400000.0,0.0,300000.0,-74000.0,-100000.0,0.0,-200000.0,100000.0,-200000.0,219000.0,-100000.0,200000.0,0.0,600000.0,0.0,-7000000.0,100000.0,-99398.858592,200000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,441138000.0,17469000.0,17469000.0,-6138000.0,-6138000.0,14598000.0,-12478000.0,-14488000.0,-18066000.0,-32200000.0,26958000.0,27000000.0,-11615000.0,-169600000.0,158710000.0,158700000.0,87400000.0,3100000.0,-19757000.0,-40800000.0,9100000.0,-8669143000.0,-8700000.0,0.0,15000000.0,45100000.0,0.0,22800000.0,-200000.0
,cashAtEndOfPeriod,505264000.0,64126000.0,64126000.0,46657000.0,0.0,52795000.0,38222000.0,50612000.0,28591000.0,64300000.0,97368000.0,95700000.0,70410000.0,26700000.0,258442000.0,258400000.0,99800000.0,12400000.0,9250000.0,29000000.0,69800000.0,60670810000.0,60400000.0,0.0,59900000.0,45100000.0,0.0,22800000.0,-200000.0
,cashAtBeginningOfPeriod,64126000.0,46657000.0,46657000.0,52795000.0,52795000.0,38197000.0,50700000.0,65100000.0,46657000.0,96500000.0,70410000.0,68700000.0,82025000.0,196300000.0,99732000.0,99700000.0,12400000.0,9300000.0,29007000.0,69800000.0,60700000.0,69339953000.0,69100000.0,0.0,44900000.0,0.0,21238034.876347,0.0,0.0
,operatingCashFlow,415030000.0,361030000.0,361030000.0,538544000.0,538544000.0,613360000.0,537898000.0,353624000.0,219815000.0,264100000.0,427156000.0,427200000.0,219582000.0,181600000.0,0.0,301600000.0,169200000.0,238900000.0,91163000.0,94700000.0,93300000.0,0.0,58900000.0,0.0,61600000.0,113300000.0,-7826922.63792,27400000.0,-30800000.0
,capitalExpenditure,-58340000.0,-140234000.0,-128676000.0,-125220000.0,-107654000.0,-94796000.0,-129408000000.0,-319374000.0,-290414000.0,-292700000.0,-162643000.0,-167000000.0,-76755000.0,-159946000.0,4351000.0,-127900000.0,976000.0,5523000.0,-134282000.0,-80183000.0,-86124000.0,-53683958000.0,-53700000.0,0.0,-40100000.0,-41800000.0,-30980178.18643,-31800000.0,-16900000.0
,freeCashFlow,356690000.0,220796000.0,220796000.0,413324000.0,430890000.0,518564000.0,397657000.0,26705000.0,-70599000.0,-28600000.0,264513000.0,260200000.0,142827000.0,16900000.0,4351000.0,173700000.0,124300000.0,141900000.0,-43119000.0,14500000.0,7200000.0,-53683958000.0,5200000.0,0.0,21500000.0,71500000.0,-38807100.82435,-4400000.0,-47700000.0
