date,,2020-09-27_FY,2019-09-30_FY,2019-09-29_FY,2018-09-30_FY,2017-10-01_FY,2017-09-30_FY,2016-10-02_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-10-02_FY,2011-09-30_FY,2010-10-03_FY,2010-09-30_FY,2009-09-30_FY,2009-09-27_FY,2008-09-30_FY,2008-09-28_FY,2007-09-30_FY,2006-09-30_FY,2005-10-02_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-29_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY
,netCashUsedForInvestingActivites,0.0,-271000000.0,-274000000.0,111000000.0,-127000000.0,-127000000.0,-86000000.0,-86000000.0,-87000000.0,-70000000.0,137000000.0,-40000000.0,-172000000.0,-172000000.0,0.0,-64000000.0,14000000.0,0.0,-160000000.0,0.0,96000000.0,110000000.0,-5000000.0,25000000.0,-120000000.0,-172000000.0,-198000000.0,-210000000.0,-200000000.0,-692000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-62000000.0,0.0,-224000000.0,-408000000.0,-511000000.0,-55000000.0,-55000000.0,-199000000.0,-439000000.0,-475000000.0,-86000000.0,0.0,0.0,0.0,-299000000.0,-203000000.0,0.0,0.0,0.0,0.0,0.0,-10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209000000.0,0.0,0.0,0.0,0.0,28000000.0,1000000.0,0.0,6000000.0,6000000.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-96000000.0,-96000000.0,-100000000.0,0.0,0.0,-81000000.0,-81000000.0,-55000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22000000.0,-48000000.0,-172000000.0,-6000000.0
,dividendsPaid,-10000000.0,0.0,-23000000.0,0.0,-44000000.0,0.0,-37000000.0,0.0,0.0,0.0,0.0,0.0,-45000000.0,0.0,0.0,0.0,-8000000.0,0.0,-29000000.0,0.0,-29000000.0,-28000000.0,-28000000.0,-28000000.0,-28000000.0,-29000000.0,-27000000.0,-51000000.0,-35000000.0,-29000000.0
,otherFinancingActivites,0.0,-6000000.0,107000000.0,-5000000.0,286000000.0,-25000000.0,-16000000.0,-16000000.0,-13000000.0,-10000000.0,-12000000.0,-12000000.0,6000000.0,6000000.0,0.0,-46000000.0,0.0,0.0,-6000000.0,0.0,-11000000.0,-28000000.0,0.0,102000000.0,0.0,2000000.0,0.0,0.0,0.0,-31000000.0
,netCashUsedProvidedByFinancingActivities,0.0,11000000.0,11000000.0,-329000000.0,-122000000.0,-122000000.0,-152000000.0,-152000000.0,-42000000.0,-212000000.0,24000000.0,2000000.0,6000000.0,6000000.0,0.0,97000000.0,-106000000.0,0.0,97000000.0,0.0,-98000000.0,-391000000.0,-106000000.0,54000000.0,-77000000.0,-56000000.0,-32000000.0,-402000000.0,38000000.0,441000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-3000000.0,-3000000.0,-6000000.0,1000000.0,1000000.0,1000000.0,1000000.0,-22000000.0,-4000000.0,-4000000.0,1000000.0,-1000000.0,-1000000.0,0.0,4000000.0,-15000000.0,0.0,-12000000.0,0.0,25000000.0,4000000.0,0.0,8000000.0,7000000.0,20000000.0,1000000.0,-8000000.0,-18000000.0,-8000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,-7000000.0,-7000000.0,27000000.0,-72000000.0,-72000000.0,-33000000.0,-33000000.0,-54000000.0,-71000000.0,61000000.0,40000000.0,-126000000.0,-126000000.0,0.0,248000000.0,-402000000.0,0.0,88000000.0,0.0,59000000.0,163000000.0,60000000.0,55000000.0,29000000.0,47000000.0,-45000000.0,-15000000.0,48000000.0,3000000.0
,cashAtEndOfPeriod,0.0,108000000.0,0.0,115000000.0,0.0,88000000.0,0.0,160000000.0,193000000.0,247000000.0,318000000.0,257000000.0,0.0,217000000.0,0.0,343000000.0,95000000.0,0.0,497000000.0,0.0,409000000.0,350000000.0,63000000.0,187000000.0,132000000.0,103000000.0,56000000.0,101000000.0,116000000.0,68000000.0
,cashAtBeginningOfPeriod,0.0,115000000.0,7000000.0,88000000.0,72000000.0,160000000.0,33000000.0,193000000.0,247000000.0,318000000.0,257000000.0,217000000.0,126000000.0,343000000.0,0.0,95000000.0,497000000.0,0.0,409000000.0,0.0,350000000.0,187000000.0,3000000.0,132000000.0,103000000.0,56000000.0,101000000.0,116000000.0,68000000.0,65000000.0
,operatingCashFlow,265000000.0,256000000.0,256000000.0,251000000.0,176000000.0,176000000.0,204000000.0,204000000.0,97000000.0,215000000.0,-96000000.0,77000000.0,41000000.0,41000000.0,211000000.0,211000000.0,-295000000.0,-295000000.0,163000000.0,163000000.0,36000000.0,440000000.0,171000000.0,-32000000.0,219000000.0,255000000.0,184000000.0,605000000.0,228000000.0,262000000.0
,capitalExpenditure,0.0,-103000000.0,-103000000.0,-104000000.0,-95000000.0,-95000000.0,-93000000.0,-93000000.0,-79000000.0,-77000000.0,-54000000.0,-89000000.0,-105000000.0,-105000000.0,0.0,-56000000.0,-111000000.0,0.0,-172000000.0,0.0,-120000000.0,-150000000.0,0.0,-146000000.0,-152000000.0,-193000000.0,-184000000.0,-206000000.0,-225000000.0,-170000000.0
,freeCashFlow,265000000.0,153000000.0,153000000.0,147000000.0,81000000.0,81000000.0,111000000.0,111000000.0,18000000.0,138000000.0,-150000000.0,-12000000.0,-64000000.0,-64000000.0,211000000.0,155000000.0,-406000000.0,-295000000.0,-9000000.0,163000000.0,-84000000.0,290000000.0,171000000.0,-178000000.0,67000000.0,62000000.0,0.0,399000000.0,3000000.0,92000000.0
