date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,netCashUsedForInvestingActivites,-1166100000.0,-2949400000.0,-843400000.0,-5173200000.0,-14912200000.0,-3444300000.0,-552500000.0,-2225100000.0,-6521893000.0,-2288879000.0,-942941000.0,-567399000.0,-3445037000.0,-2769370000.0,-965406000.0,-1633631000.0,-368052000.0,-1144531000.0,-487573000.0,-795297000.0,-153700000.0,-599700000.0,-210000000.0,-142700000.0,-267100000.0,-198700000.0,-94300000.0,-56400000.0,-41800000.0,-33000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1571000000.0,-507800000.0,-668400000.0,-2668700000.0,-35500000.0,-414700000.0,-967800000.0,-61500000.0,-1602379000.0,-9388000.0,-469899000.0,-1164911000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,2216700000.0,96000000.0,68800000.0,164500000.0,249000000.0,132900000.0,177400000.0,212000000.0,1112551000.0,178406000.0,174233000.0,82430000.0,733028000.0,98415000.0,59931000.0,45957000.0,50497000.0,512105000.0,28169000.0,26580000.0,87900000.0,29600000.0,2500000.0,9500000.0,3600000.0,1000000.0,1300000.0,2900000.0,2100000.0,2300000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-648400000.0,0.0,0.0,0.0,-74165000.0,-117486000.0,0.0,-257696000.0,0.0,0.0,0.0,-17299000.0,-82174000.0,0.0,0.0,-19800000.0,-12100000.0,0.0,0.0,0.0,0.0,0.0,-15200000.0
,dividendsPaid,-526700000.0,-433400000.0,-378300000.0,-399800000.0,-354100000.0,-227700000.0,-52100000.0,-86400000.0,-61323000.0,-52214000.0,-41717000.0,-38259000.0,-34275000.0,-24589000.0,-21553000.0,-17731000.0,-15326000.0,-13516000.0,-11676000.0,-10015000.0,-9900000.0,-10500000.0,-5900000.0,-5100000.0,-4700000.0,-3400000.0,-2600000.0,0.0,0.0,0.0
,otherFinancingActivites,-43300000.0,-17900000.0,-124200000.0,-27000000.0,-3300000.0,-20900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,-100000.0,0.0
,netCashUsedProvidedByFinancingActivities,16365900000.0,-797400000.0,-3098500000.0,2042700000.0,9050200000.0,-218200000.0,-1605800000.0,-388400000.0,2088634000.0,116804000.0,407232000.0,-1122253000.0,1712170000.0,1218841000.0,-511560000.0,-38055000.0,-110338000.0,516297000.0,409710000.0,200481000.0,-51800000.0,238300000.0,-61300000.0,-56100000.0,97200000.0,49300000.0,-36400000.0,-14900000.0,-500000.0,-39500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,45100000.0,-117700000.0,130700000.0,-148600000.0,-115800000.0,-205500000.0,9500000.0,2700000.0,36374000.0,-1216000.0,63941000.0,-15631000.0,9112000.0,5537000.0,-20399000.0,17429000.0,36539000.0,21791000.0,-973000.0,-786000.0,-1100000.0,1200000.0,-200000.0,100000.0,100000.0,300000.0,0.0,100000.0,-200000.0,-1600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,19124500000.0,157500000.0,-333400000.0,172900000.0,-2214800000.0,-109600000.0,1436500000.0,1141700000.0,-1095979000.0,-88940000.0,1329066000.0,153746000.0,-78702000.0,2259000.0,-293564000.0,-621041000.0,419693000.0,103904000.0,529635000.0,-83357000.0,212500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,19912300000.0,787800000.0,630300000.0,963700000.0,790800000.0,3005600000.0,3115200000.0,1678700000.0,537001000.0,1632980000.0,1721920000.0,392854000.0,239108000.0,317810000.0,315551000.0,609115000.0,1230156000.0,810463000.0,706559000.0,176924000.0,260300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,787800000.0,630300000.0,963700000.0,790800000.0,3005600000.0,3115200000.0,1678700000.0,537000000.0,1632980000.0,1721920000.0,392854000.0,239108000.0,317810000.0,315551000.0,609115000.0,1230156000.0,810463000.0,706559000.0,176924000.0,260281000.0,47800000.0,70800000.0,26400000.0,7900000.0,3600000.0,6900000.0,1700000.0,0.0,600000.0,4800000.0
,operatingCashFlow,3951600000.0,4022000000.0,3477800000.0,3521800000.0,3801800000.0,3758400000.0,3585300000.0,3415000000.0,2626267000.0,2084351000.0,1800834000.0,1859029000.0,1645775000.0,1547251000.0,1203801000.0,1033216000.0,861544000.0,710347000.0,608471000.0,512245000.0,419100000.0,331300000.0,278400000.0,217100000.0,174200000.0,144400000.0,135800000.0,72900000.0,41800000.0,70000000.0
,capitalExpenditure,-635500000.0,-655700000.0,-619600000.0,-589600000.0,-633000000.0,-597500000.0,-551500000.0,-458300000.0,-334471000.0,-217328000.0,-188547000.0,-193783000.0,-162071000.0,-137706000.0,-121206000.0,-115906000.0,-80343000.0,-65430000.0,-80585000.0,-88503000.0,-153700000.0,-616000000.0,-62800000.0,-51300000.0,-59200000.0,-54500000.0,-40300000.0,-33900000.0,-41800000.0,-33000000.0
,freeCashFlow,3316100000.0,3366300000.0,2858200000.0,2932200000.0,3168800000.0,3160900000.0,3033800000.0,2956700000.0,2291796000.0,1867023000.0,1612287000.0,1665246000.0,1483704000.0,1409545000.0,1082595000.0,917310000.0,781201000.0,644917000.0,527886000.0,423742000.0,265400000.0,-284700000.0,215600000.0,165800000.0,115000000.0,89900000.0,95500000.0,39000000.0,0.0,37000000.0
