date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2005-05-31_FY,2004-05-31_FY,2003-05-31_FY,2002-05-31_FY,2001-05-31_FY
,netCashUsedProvidedByFinancingActivities,-208333000.0,-125406000.0,-113023000.0,-119277000.0,-93710000.0,-81386000.0,-116404000.0,28799000.0,-1240000.0,-3848000.0,15296000.0,-105058000.0,22337000.0,93958000.0,7702000.0,6600000.0,938000.0,42525000.0,-4626000.0,2718000.0,9563000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,6870000.0,-650000.0,-5328000.0,4327000.0,-2050000.0,-8362000.0,-4847000.0,2821000.0,3728000.0,-430000.0,-6401000.0,2103000.0,-4675000.0,-4612000.0,677000.0,-1000000.0,218000.0,-1463000.0,439000.0,311000.0,-793000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,319996000.0,124458000.0,112992000.0,90318000.0,88630000.0,-14989000.0,-63619000.0,68500000.0,-5200000.0,-136500000.0,110900000.0,86400000.0,-18500000.0,13800000.0,3500000.0,3200000.0,700000.0,37400000.0,-18000000.0,25100000.0,-15400000.0
,cashAtEndOfPeriod,840305000.0,520309000.0,395851000.0,282859000.0,192541000.0,103911000.0,118881000.0,182500000.0,114000000.0,119200000.0,255700000.0,144800000.0,58400000.0,76800000.0,63000000.0,59500000.0,56400000.0,55700000.0,18300000.0,36300000.0,11200000.0
,cashAtBeginningOfPeriod,520309000.0,395851000.0,282859000.0,192541000.0,103911000.0,118900000.0,182500000.0,114000000.0,119200000.0,255700000.0,144800000.0,58400000.0,76900000.0,63000000.0,59500000.0,56300000.0,55700000.0,18300000.0,36300000.0,11200000.0,26600000.0
,operatingCashFlow,568035000.0,412541000.0,268639000.0,383082000.0,259204000.0,279531000.0,169948000.0,221200000.0,113400000.0,20200000.0,87400000.0,255100000.0,81300000.0,43000000.0,50500000.0,13800000.0,25200000.0,43600000.0,21500000.0,17300000.0,-1600000.0
,capitalExpenditure,-51055000.0,-50645000.0,-48397000.0,-44717000.0,-42601000.0,-49730000.0,-32779000.0,-29500000.0,-30800000.0,-35300000.0,-31000000.0,-33800000.0,-67900000.0,-75400000.0,-31500000.0,-12100000.0,-15800000.0,-13100000.0,-15800000.0,-10400000.0,-6700000.0
,freeCashFlow,516980000.0,361896000.0,220242000.0,338365000.0,216603000.0,229801000.0,137169000.0,191700000.0,82600000.0,-15100000.0,56400000.0,221300000.0,13400000.0,-32400000.0,19000000.0,1700000.0,9400000.0,30500000.0,5700000.0,6900000.0,-8300000.0
