date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,337200000.0,-1900000.0,-100700000.0,99500000.0,46600000.0,-179300000.0,-87400000.0,116500000.0,146500000.0,-135900000.0,48500000.0,-371100000.0,532600000.0,21600000.0,148100000.0,-538800000.0,-452100000.0,11100000.0,-1788500000.0
,cashAtEndOfPeriod,991900000.0,654700000.0,656600000.0,578400000.0,478900000.0,432300000.0,611600000.0,699000000.0,582500000.0,436000000.0,571900000.0,523400000.0,894500000.0,407500000.0,385900000.0,237800000.0,776600000.0,2391100000.0,1217600000.0
,cashAtBeginningOfPeriod,654700000.0,656600000.0,757300000.0,478900000.0,432300000.0,611600000.0,699000000.0,582500000.0,436000000.0,571900000.0,523400000.0,894500000.0,361900000.0,385900000.0,237800000.0,776600000.0,1228700000.0,2380000000.0,3006100000.0
,operatingCashFlow,735500000.0,696700000.0,317800000.0,613100000.0,759500000.0,743900000.0,121800000.0,720400000.0,634900000.0,774800000.0,734000000.0,644000000.0,986800000.0,703300000.0,931200000.0,1162100000.0,1047600000.0,1186400000.0,1295700000.0
,capitalExpenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,freeCashFlow,735500000.0,696700000.0,317800000.0,613100000.0,759500000.0,743900000.0,121800000.0,720400000.0,634900000.0,774800000.0,734000000.0,644000000.0,986800000.0,703300000.0,931200000.0,1162100000.0,1047600000.0,1186400000.0,1295700000.0
