date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,dividendsPaid,-853000000.0,-1202000000.0,-1032000000.0,-1386000000.0,-1062000000.0,-1081000000.0,-934000000.0,-791000000.0,-684000000.0,-791000000.0,-10000000.0,-605000000.0,-532000000.0,-451000000.0,-262600000.0,-197000000.0,-158352000.0,-121822000.0,-99841000.0,-75929000.0,-59565000.0,-51700000.0
,otherFinancingActivites,41000000.0,66000000.0,-24000000.0,-5000000.0,-596000000.0,-607000000.0,-504000000.0,-445000000.0,-351000000.0,316000000.0,-684000000.0,-12000000.0,-6000000.0,-2000000.0,-16300000.0,-8300000.0,-5073000.0,-5191000.0,-5435000.0,-6351000.0,-6748000.0,17700000.0
,netCashUsedProvidedByFinancingActivities,-435000000.0,-720000000.0,-1757000000.0,-943000000.0,563000000.0,814000000.0,1657000000.0,-281000000.0,2151000000.0,-345000000.0,336000000.0,312000000.0,464000000.0,-124000000.0,1927000000.0,270600000.0,554478000.0,157244000.0,189456000.0,279529000.0,-227832000.0,340500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-8000000.0,-3000000.0,-9000000.0,4000000.0,4000000.0,-4000000.0,-3000000.0,-3000000.0,-1000000.0,-10000000.0,-1000000.0,-3000000.0,5000000.0,4000000.0,1000000.0,-900000.0,1592000.0,199000.0,421000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-22000000.0,16000000.0,29000000.0,-10000000.0,20000000.0,-376000000.0,362000000.0,17000000.0,-2000000.0,-10000000.0,11000000.0,14000000.0,-13000000.0,13000000.0,1700000.0,-3400000.0,8851000.0,636000.0,-10000.0,85000.0,-50342000.0,48300000.0
,cashAtEndOfPeriod,60000000.0,82000000.0,66000000.0,37000000.0,47000000.0,27000000.0,403000000.0,41000000.0,24000000.0,26000000.0,36000000.0,25000000.0,11000000.0,24000000.0,11300000.0,9600000.0,12988000.0,4137000.0,3501000.0,3511000.0,3426000.0,53800000.0
,cashAtBeginningOfPeriod,82000000.0,66000000.0,37000000.0,47000000.0,27000000.0,403000000.0,41000000.0,24000000.0,26000000.0,36000000.0,25000000.0,11000000.0,24000000.0,11000000.0,9600000.0,13000000.0,4137000.0,3501000.0,3511000.0,3426000.0,53768000.0,5500000.0
,operatingCashFlow,1514000000.0,2504000000.0,2608000000.0,2499000000.0,726000000.0,1344000000.0,2004000000.0,1954000000.0,1240000000.0,2365000000.0,259000000.0,365000000.0,857000000.0,796000000.0,-275300000.0,24100000.0,103968000.0,68518000.0,173894000.0,-29953000.0,-33511000.0,-106200000.0
,capitalExpenditure,-738000000.0,-1181000000.0,-1634000000.0,-1024000000.0,-1334000000.0,-2079000000.0,-1932000000.0,-1613000000.0,-1204000000.0,-657000000.0,-451000000.0,-469000000.0,-589000000.0,-548000000.0,-341000000.0,-164100000.0,-116944000.0,-65416000.0,-40590000.0,-21069000.0,-12603000.0,-189700000.0
,freeCashFlow,776000000.0,1323000000.0,974000000.0,1475000000.0,-608000000.0,-735000000.0,72000000.0,341000000.0,36000000.0,1708000000.0,-192000000.0,-104000000.0,268000000.0,248000000.0,-616300000.0,-140000000.0,-12976000.0,3102000.0,133304000.0,-51022000.0,-46114000.0,-295900000.0
