date,,2020-12-31_FY,2020-06-30_FY,2020-03-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-27_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1248000000.0,-0.0,-0.0,-599000000.0,-1940000000.0,-1652000000.0,-808000000.0,-977000000.0,-1106000000.0,-681000000.0,-1262000000.0,-176000000.0,-601158000.0,-390575000.0,0.0,0.0,0.0,0.0,-3586180000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262000.0,136569000.0,21624000.0,398775000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-39000000.0,-42000000.0,0.0,0.0,-132000000.0,-20000000.0,-30000000.0,0.0,-34000000.0,-88000000.0,-229000000.0,-95185000.0,0.0,0.0,0.0,0.0,0.0,3500000.0,0.0,10600000.0,700000.0,3000000.0,13100000.0,0.0,600000.0,0.0,-300000.0
,dividendsPaid,-89000000.0,-0.0,-0.0,-133000000.0,-134000000.0,-131000000.0,-131000000.0,-133000000.0,-101000000.0,-65000000.0,-90000000.0,-32000000.0,-232671000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-42000000.0,39000000.0,42000000.0,-35000000.0,-45000000.0,-77000000.0,16000000.0,-1000000.0,-79000000.0,1000000.0,38000000.0,41000000.0,1009000.0,32813000.0,15895000.0,-1170333000.0,27944000.0,-60542000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-71000000.0,0.0,0.0,-122000000.0,-189000000.0,3000000.0,-40000000.0,208000000.0,-213000000.0,-103000000.0,-117000000.0,-373000000.0,-448581000.0,230950000.0,-170242000.0,-262842000.0,-137678000.0,501249000.0,-79700000.0,41500000.0,27200000.0,700000.0,3000000.0,13100000.0,0.0,600000.0,0.0,-300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,2000000.0,0.0,0.0,-1000000.0,1000000.0,5000000.0,0.0,-4000000.0,-5000000.0,-1000000.0,0.0,-1000000.0,-359000.0,342000.0,-70000.0,618000.0,221000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,9000000.0,39000000.0,42000000.0,-42000000.0,-89000000.0,-38000000.0,-12000000.0,5000000.0,-109000000.0,-46000000.0,12000000.0,94000000.0,-293037000.0,241290000.0,42987000.0,-84036000.0,104886000.0,32408000.0,78200000.0,-7200000.0,7300000.0,5300000.0,4200000.0,4200000.0,2300000.0,-4900000.0,-2100000.0,5600000.0
,cashAtEndOfPeriod,72000000.0,39000000.0,42000000.0,63000000.0,105000000.0,46000000.0,84000000.0,96000000.0,91000000.0,200000000.0,246000000.0,234000000.0,140646000.0,433683000.0,192393000.0,149406000.0,233442000.0,128556000.0,96200000.0,18000000.0,16500000.0,11400000.0,4300000.0,5100000.0,3000000.0,-3700000.0,-1500000.0,5900000.0
,cashAtBeginningOfPeriod,63000000.0,0.0,0.0,105000000.0,194000000.0,84000000.0,96000000.0,91000000.0,200000000.0,246000000.0,234000000.0,140000000.0,433683000.0,192393000.0,149406000.0,233442000.0,128556000.0,96148000.0,18000000.0,25200000.0,9200000.0,6100000.0,100000.0,900000.0,700000.0,1200000.0,600000.0,300000.0
,operatingCashFlow,254000000.0,0.0,0.0,226000000.0,238000000.0,243000000.0,282000000.0,249000000.0,341000000.0,316000000.0,342000000.0,361000000.0,431045000.0,397238000.0,402607000.0,358098000.0,309247000.0,208038000.0,88100000.0,-38400000.0,0.0,-4700000.0,6600000.0,-6500000.0,-5200000.0,-11600000.0,-27100000.0,-4500000.0
,capitalExpenditure,-162000000.0,0.0,0.0,-158000000.0,-206000000.0,-277000000.0,-359000000.0,-376000000.0,-216000000.0,-188000000.0,-127000000.0,-126000000.0,-133390000.0,-73619000.0,-104647000.0,-85748000.0,-54267000.0,-23527000.0,-3337655000.0,-100000.0,-18200000.0,-300000.0,-200000.0,-400000.0,-100000.0,-200000.0,0.0,-400000.0
,freeCashFlow,92000000.0,0.0,0.0,68000000.0,32000000.0,-34000000.0,-77000000.0,-127000000.0,125000000.0,128000000.0,215000000.0,235000000.0,297655000.0,323619000.0,297960000.0,272350000.0,254980000.0,184511000.0,76100000.0,-38500000.0,-18200000.0,-5000000.0,6400000.0,-6900000.0,-5300000.0,-11800000.0,-27100000.0,-4900000.0
