date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1722000000.0,-237000000.0,0.0,0.0,-834000000.0,0.0,0.0,-398000000.0,0.0,-647000000.0,-872000000.0,-2055000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,559000000.0,91000000.0,488000000.0,130000000.0,194000000.0,0.0,170000000.0,24000000.0,18212725.0,20856093.0,20969245.0,9303408.0,23998080.0,88883164.0,83412024.0,42979943.0,65986803.0,403645833.0,13931889.0,18584703.0,482800000.0,96000000.0,128400000.0,54400000.0
,commonStockRepurchased,-271000000.0,-941000000.0,-1282000000.0,0.0,0.0,0.0,-453000000.0,-320000000.0,-318000000.0,-104000000.0,-68000000.0,0.0,0.0,0.0,-27958993.0,-152343296.0,-33597312.0,-144274121.0,-9442871.0,-113021331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-1950000000.0,-1743000000.0,-1562000000.0,-1252000000.0,-758000000.0,-1251000000.0,-955000000.0,-523000000.0,-444000000.0,-378000000.0,-302000000.0,-225000000.0,-207625061.0,-177773364.0,-152609506.0,-120944296.0,-100791937.0,-86306840.0,-58231036.0,-47755492.0,-4499100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,166000000.0,0.0,0.0,0.0,0.0,-40000000.0,-22000000.0,-23000000.0,-37000000.0,-15000000.0,-5000000.0,-12000000.0,44924721.0,8938325.0,36113699.0,18606815.0,7199425.0,-10305295.0,26754801.0,9551099.0,7498500.0,1.0,-40247679.0,40028592.0,0.0,100000.0,-100000.0,0.0
,netCashUsedProvidedByFinancingActivities,-1850000000.0,-1536000000.0,-5343000000.0,5960000000.0,307000000.0,-123000000.0,2727000000.0,-233000000.0,-279000000.0,-268000000.0,-1077000000.0,-2268000000.0,416464303.0,719038633.0,7564072693.0,-474473776.0,897528198.0,-891407961.0,536669814.0,36612544.0,-10497900.0,1153067130.0,241486068.0,598999285.0,833300000.0,90900000.0,180200000.0,181200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,45000000.0,38000000.0,-36000000.0,120000000.0,-52000000.0,44000000.0,9000000.0,-21000000.0,3000000.0,12000000.0,9000000.0,-14000000.0,6070908.0,-1986295.0,5824790.0,-10466333.0,-76793857.0,74713384.0,14164306.0,-14326647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,184000000.0,139000000.0,101000000.0,137000000.0,17000000.0,69000000.0,25000000.0,16000000.0,37000000.0,34000000.0,22000000.0,13000000.0,26711996.0,20856093.0,23299161.0,17443889.0,27597792.0,104341105.0,29902424.0,14326648.0,28494301.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,139000000.0,101000000.0,137000000.0,17000000.0,69000000.0,25000000.0,16000000.0,37000000.0,34000000.0,22000000.0,13000000.0,27000000.0,20641088.0,22842388.0,17474371.0,27910222.0,104391649.0,29627721.0,15738118.0,28653295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingCashFlow,4714000000.0,8829000000.0,10121000000.0,7262000000.0,3452000000.0,5632000000.0,8459000000.0,7218000000.0,6209000000.0,6243000000.0,6284000000.0,5812000000.0,6766634288.0,5818849935.0,4176374651.0,4797069427.0,3689704824.0,3131521319.0,2022348127.0,1887933779.0,1832633473.0,668402778.0,368421053.0,520371694.0,370600000.0,147900000.0,150900000.0,90000000.0
,capitalExpenditure,-2560000000.0,-3608000000.0,-4441000000.0,-4698000000.0,-3797000000.0,-4468000000.0,-11398000000.0,-7067000000.0,-6104000000.0,-6201000000.0,-5335000000.0,-2985000000.0,-7433220010.0,-6464395670.0,-7265843430.0,-5340155832.0,-4582433405.0,-2526085277.0,-1751652502.0,-1948424069.0,-1295740852.0,-1916956019.0,-741486069.0,-1153681201.0,-1214600000.0,-248300000.0,-361400000.0,-281400000.0
,freeCashFlow,2154000000.0,5221000000.0,5680000000.0,2564000000.0,-345000000.0,1164000000.0,-2939000000.0,151000000.0,105000000.0,42000000.0,949000000.0,2827000000.0,-666585722.0,-645545735.0,-3089468779.0,-543086405.0,-892728581.0,605436042.0,270695625.0,-60490290.0,536892621.0,-1248553241.0,-373065016.0,-633309507.0,-844000000.0,-100400000.0,-210500000.0,-191400000.0
