date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,14000000.0,2000000.0,-17000000.0,16000000.0,-3000000.0,-4600000.0,0.0,0.0,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1678000000.0,-127000000.0,65000000.0,23500000.0,83600000.0,-354300000.0,622600000.0,-230769000.0,178286000.0,73446000.0,66000.0,-612000.0,307000.0,721000.0,-307000.0,-468000.0,-1175000.0,2025540.0,-35731.0
,cashAtEndOfPeriod,2065000000.0,387000000.0,514000000.0,396900000.0,373400000.0,289800000.0,644100000.0,21524000.0,252293000.0,74007000.0,561000.0,495000.0,1107000.0,800000.0,79000.0,386000.0,854000.0,2029298.0,3758.0
,cashAtBeginningOfPeriod,387000000.0,514000000.0,449000000.0,373400000.0,289800000.0,644100000.0,21500000.0,252293000.0,74007000.0,561000.0,495000.0,1107000.0,800000.0,79000.0,386000.0,854000.0,2029000.0,3758.0,39489.0
,operatingCashFlow,885000000.0,791000000.0,1102000000.0,798600000.0,625400000.0,90800000.0,-21300000.0,-66302000.0,-24300000.0,6611000.0,1757000.0,-99000.0,7048000.0,4043000.0,3637000.0,1345000.0,-3034000.0,-91305.0,374115.0
,capitalExpenditure,-92000000.0,-601000000.0,-551000000.0,-503800000.0,-483400000.0,-249000000.0,-44600000.0,-11585000.0,-6981000.0,-754000.0,-811000.0,-186000.0,-1109000.0,-574000.0,-966000.0,-658000.0,-1087000.0,-857570.0,-42339.0
,freeCashFlow,793000000.0,190000000.0,551000000.0,294800000.0,142000000.0,-158200000.0,-65900000.0,-77887000.0,-31281000.0,5857000.0,946000.0,-285000.0,5939000.0,3469000.0,2671000.0,687000.0,-4121000.0,-948875.0,331776.0
