date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,otherFinancingActivites,-154000000.0,12000000.0,-90000000.0,-64000000.0,-90000000.0,3000000.0,18000000.0,10859000.0,-5964000.0,-3994000.0,-55450000.0,8102000.0,3100000.0,0.0,-14565000.0,-4965000.0,-7089000.0,-1221000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,260000000.0,6832000000.0,4612000000.0,-82000000.0,2717000000.0,305000000.0,198000000.0,153695000.0,179473000.0,6912000.0,72089000.0,46545000.0,42458000.0,20761000.0,78914000.0,45656000.0,42837000.0,89432000.0,10809000.0,36990000.0,-2350000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,18000000.0,-2000000.0,0.0,0.0,-1000000.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-1174000000.0,6781000000.0,1261000000.0,142000000.0,2170000000.0,150000000.0,572000000.0,194121000.0,270254000.0,139532000.0,30414000.0,24653000.0,110515000.0,-2463000.0,123689000.0,63253000.0,19759000.0,4690000.0,-29211000.0,69844000.0,-3509000.0
,cashAtEndOfPeriod,10957000000.0,12131000000.0,5350000000.0,4072000000.0,3930000000.0,1760000000.0,1610000000.0,1038073000.0,843952000.0,573698000.0,434166000.0,403752000.0,379099000.0,268584000.0,271047000.0,147358000.0,84105000.0,64346000.0,59656000.0,88867000.0,19023000.0
,cashAtBeginningOfPeriod,12131000000.0,5350000000.0,4089000000.0,3930000000.0,1760000000.0,1610000000.0,1038000000.0,843952000.0,573698000.0,434166000.0,403752000.0,379099000.0,268584000.0,271047000.0,147358000.0,84105000.0,64346000.0,59656000.0,88867000.0,19023000.0,22532000.0
,operatingCashFlow,5503000000.0,1483000000.0,1234000000.0,1489000000.0,1851000000.0,658000000.0,1223000000.0,382526000.0,278691000.0,261696000.0,168932000.0,248195000.0,221978000.0,202240000.0,195032000.0,74048000.0,99405000.0,55999000.0,39659000.0,30188000.0,13458000.0
,capitalExpenditure,-869000000.0,-730000000.0,-675000000.0,-422000000.0,-306000000.0,-150000000.0,-103000000.0,-67835000.0,-82144000.0,-73708000.0,-109836000.0,-83113000.0,-65156000.0,-53937000.0,-50318000.0,-26909000.0,-25009000.0,-19162000.0,-3918000.0,-3635000.0,-642000.0
,freeCashFlow,4634000000.0,753000000.0,559000000.0,1067000000.0,1545000000.0,508000000.0,1120000000.0,314691000.0,196547000.0,187988000.0,59096000.0,165082000.0,156822000.0,148303000.0,144714000.0,47139000.0,74396000.0,36837000.0,35741000.0,26553000.0,12816000.0
