date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,netCashUsedForInvestingActivites,-21800000.0,74100000.0,-16000000.0,-20500000.0,-127600000.0,-167700000.0,-56500000.0,-23000000.0,9300000.0,246200000.0,-112600000.0,-150200000.0,-51500000.0,-86100000.0,-43200000.0,-212500000.0,-130400000.0,-280190000.0,-85612000.0,-55254000.0,-90930000.0,-56894000.0,-55597000.0,-15259000.0,-21172000.0,-77300000.0,-12300000.0,-13500000.0,-72200000.0,-34900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-81500000.0,0.0,-400000.0,0.0,0.0,0.0,0.0,-100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45500000.0,0.0,-30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,3900000.0,5900000.0,15400000.0,10200000.0,2200000.0,6200000.0,3500000.0,4000000.0,1600000.0,2600000.0,3200000.0,3300000.0,4400000.0,4300000.0,7400000.0,4700000.0,5600000.0,4674000.0,9261000.0,2854000.0,1708000.0,1928000.0,1780000.0,2469000.0,1326000.0,1000000.0,800000.0,800000.0,600000.0,22600000.0
,commonStockRepurchased,-900000.0,-500000.0,-200000.0,-300000.0,-200000.0,-300000.0,-100000.0,-100000.0,0.0,0.0,0.0,0.0,-33200000.0,-22100000.0,0.0,0.0,0.0,-729000.0,-6261000.0,-388000.0,-301000.0,-46199000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-17500000.0,-17400000.0,-17100000.0,-16900000.0,-16600000.0,-16500000.0,-16500000.0,-16100000.0,-22300000.0,-24100000.0,-24000000.0,-23800000.0,-23900000.0,-20500000.0,-15400000.0,-8600000.0,-2300000.0,-1961000.0,-1715000.0,-1566000.0,-1397000.0,-1315000.0,-1219000.0,-1059000.0,-933000.0,-800000.0,-700000.0,-1700000.0,-1800000.0,-800000.0
,otherFinancingActivites,0.0,0.0,-400000.0,0.0,200000.0,300000.0,0.0,-600000.0,0.0,0.0,0.0,0.0,300000.0,300000.0,2400000.0,0.0,3800000.0,-1260000.0,-6261000.0,-388000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-14500000.0,-12000000.0,-2300000.0,-7000000.0,7100000.0,-10300000.0,-13100000.0,-27800000.0,-20700000.0,-21500000.0,-20800000.0,-20500000.0,-52400000.0,-38000000.0,-5600000.0,-49400000.0,7100000.0,86188000.0,25024000.0,512000.0,10000.0,-86000.0,561000.0,1410000.0,393000.0,200000.0,100000.0,-900000.0,-1200000.0,21800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,12700000.0,18200000.0,-31700000.0,40400000.0,-7000000.0,-28200000.0,6000000.0,21300000.0,-297000000.0,267700000.0,-2000000.0,-60200000.0,79600000.0,-2500000.0,44700000.0,-35600000.0,24300000.0,-56043000.0,66032000.0,8711000.0,-3255000.0,-8045000.0,1674000.0,11050000.0,1641000.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,90700000.0,78000000.0,59800000.0,91500000.0,51100000.0,58100000.0,86300000.0,80300000.0,59000000.0,356000000.0,88300000.0,90300000.0,150500000.0,70900000.0,73400000.0,28700000.0,64300000.0,40005000.0,96048000.0,30016000.0,21305000.0,24560000.0,32605000.0,23918000.0,12868000.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,78000000.0,59800000.0,91500000.0,51100000.0,58100000.0,86300000.0,80300000.0,59000000.0,356000000.0,88300000.0,90300000.0,150500000.0,70900000.0,73400000.0,28700000.0,64300000.0,40000000.0,96048000.0,30016000.0,21305000.0,24560000.0,32605000.0,30931000.0,12868000.0,11227000.0,12000000.0,6600000.0,5800000.0,11900000.0,12100000.0
,operatingCashFlow,49000000.0,-43900000.0,-13400000.0,67900000.0,113500000.0,149800000.0,75600000.0,72100000.0,-285600000.0,43000000.0,131400000.0,110500000.0,183500000.0,121600000.0,93500000.0,226300000.0,147600000.0,137959000.0,126620000.0,63453000.0,87665000.0,48935000.0,56710000.0,24899000.0,22420000.0,76400000.0,17500000.0,15200000.0,67300000.0,12900000.0
,capitalExpenditure,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,0.0,0.0,0.0,-100000.0,-100000.0,-500000.0,-800000.0,-200000.0,0.0,-1300000.0,-311000.0,-56000.0,-1056000.0,-2066000.0,-3459000.0,-2816000.0,-802000.0,-99000.0,-400000.0,0.0,0.0,0.0,0.0
,freeCashFlow,49000000.0,-43900000.0,-13400000.0,67900000.0,113500000.0,149700000.0,75600000.0,72100000.0,-285600000.0,43000000.0,131300000.0,110400000.0,183000000.0,120800000.0,93300000.0,226300000.0,146300000.0,137648000.0,126564000.0,62397000.0,85599000.0,45476000.0,53894000.0,24097000.0,22321000.0,76000000.0,17500000.0,15200000.0,67300000.0,12900000.0
