date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY,2002-02-02_FY,2001-02-03_FY,2000-01-29_FY,1999-01-30_FY,1999-01-02_FY,1997-12-27_FY,1996-12-28_FY,1995-12-30_FY,1994-12-31_FY
,netCashUsedForInvestingActivites,-2814000000.0,-2611000000.0,-1186000000.0,-2707000000.0,-3875000000.0,-3570000000.0,-3060000000.0,-4771000000.0,-2183000000.0,-1908000000.0,-1961000000.0,-2327000000.0,-2179000000.0,-2218000000.0,-1587000000.0,-1279000000.0,-1608000000.0,-2026000000.0,-1907000000.0,-1965000000.0,-1523000000.0,-1820000000.0,-52400000.0,-759600000.0,-579400000.0,-856900000.0,-665600000.0,-546500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2865000000.0,-2304000000.0,-1372000000.0,-788000000.0,-1355000000.0,-1245000000.0,-375000000.0,-1060000000.0,-1445000000.0,-547000000.0,-553000000.0,-432000000.0,0.0,-560000000.0,-556000000.0,-103000000.0,-25000000.0,0.0,-14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,55000000.0,65000000.0,51000000.0,68000000.0,120000000.0,110000000.0,196000000.0,110000000.0,118000000.0,29000000.0,51000000.0,172000000.0,0.0,0.0,0.0,0.0,39000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55400000.0
,commonStockRepurchased,0.0,-410000000.0,-1945000000.0,-1582000000.0,-1698000000.0,-583000000.0,-1283000000.0,-413000000.0,-1151000000.0,-1429000000.0,-516000000.0,-167000000.0,-637000000.0,-1233000000.0,-465000000.0,-174000000.0,-294000000.0,-301000000.0,-744000000.0,-660000000.0,-524000000.0,61000000.0,5500000.0,-69300000.0,-43700000.0,47900000.0,38400000.0,-300000.0
,dividendsPaid,-534000000.0,-486000000.0,-437000000.0,-443000000.0,-429000000.0,-385000000.0,-338000000.0,-319000000.0,-267000000.0,-257000000.0,-250000000.0,-238000000.0,-227000000.0,-202000000.0,-140000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,1117000000.0,858000000.0,2132000000.0,3130000000.0,959000000.0,49000000.0,3346000000.0,2263000000.0,846000000.0,315000000.0,403000000.0,35000000.0,0.0,0.0,0.0,0.0,201000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40600000.0
,netCashUsedProvidedByFinancingActivities,-2713000000.0,-2083000000.0,-2896000000.0,-681000000.0,-352000000.0,-1338000000.0,-1236000000.0,1554000000.0,-600000000.0,-1387000000.0,-1004000000.0,-434000000.0,-769000000.0,-310000000.0,-785000000.0,-847000000.0,-737000000.0,-201000000.0,-1266000000.0,-382000000.0,-878000000.0,280000000.0,61700000.0,-326700000.0,-275700000.0,379100000.0,-160200000.0,-297800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1288000000.0,-30000000.0,82000000.0,25000000.0,45000000.0,9000000.0,-133000000.0,163000000.0,50000000.0,-637000000.0,401000000.0,161000000.0,-52000000.0,53000000.0,-21000000.0,66000000.0,-15000000.0,-12000000.0,10000000.0,0.0,-120000000.0,18000000.0,-36100000.0,55900000.0,-1600000.0,0.0,-27200000.0,0.0
,cashAtEndOfPeriod,0.0,399000000.0,429000000.0,347000000.0,322000000.0,277000000.0,268000000.0,401000000.0,50000000.0,-637000000.0,401000000.0,161000000.0,263000000.0,210000000.0,126000000.0,210000000.0,144000000.0,159000000.0,171000000.0,161000000.0,161000000.0,103000000.0,84900000.0,120900000.0,-1600000.0,0.0,-200000.0,0.0
,cashAtBeginningOfPeriod,0.0,429000000.0,347000000.0,322000000.0,277000000.0,268000000.0,401000000.0,238000000.0,0.0,0.0,0.0,0.0,315000000.0,157000000.0,147000000.0,144000000.0,159000000.0,171000000.0,161000000.0,161000000.0,281000000.0,85000000.0,121000000.0,65000000.0,0.0,0.0,27000000.0,121300000.0
,operatingCashFlow,6815000000.0,4664000000.0,4164000000.0,3413000000.0,4272000000.0,4917000000.0,4163000000.0,3380000000.0,2833000000.0,2658000000.0,3366000000.0,2922000000.0,2896000000.0,2581000000.0,2351000000.0,2192000000.0,2330000000.0,2215000000.0,3185000000.0,2347000000.0,2281000000.0,1558000000.0,-45500000.0,1142200000.0,853600000.0,477800000.0,798500000.0,750300000.0
,capitalExpenditure,-2865000000.0,-3128000000.0,-2967000000.0,-2809000000.0,-3699000000.0,-3349000000.0,-2831000000.0,-2330000000.0,-2062000000.0,-1898000000.0,-1919000000.0,-2297000000.0,-2149000000.0,-2126000000.0,-1683000000.0,-1306000000.0,-1634000000.0,-2000000000.0,-1891000000.0,-2139000000.0,-1623000000.0,-1701000000.0,-52500000.0,-923500000.0,-612200000.0,-733900000.0,-726100000.0,-534000000.0
,freeCashFlow,3950000000.0,1536000000.0,1197000000.0,604000000.0,573000000.0,1568000000.0,1332000000.0,1050000000.0,771000000.0,760000000.0,1447000000.0,625000000.0,747000000.0,455000000.0,668000000.0,886000000.0,696000000.0,215000000.0,1294000000.0,208000000.0,658000000.0,-143000000.0,-98000000.0,218700000.0,241400000.0,-256100000.0,72400000.0,216300000.0
