date,,2020-12-26_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2015-12-26_FY,2014-12-27_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2010-12-25_FY,2009-12-26_FY,2008-12-27_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2004-12-25_FY,2003-12-27_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,1999-12-25_FY,1998-12-26_FY,1997-12-27_FY,1996-12-28_FY,1995-12-30_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2196962000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,93000000.0,58000000.0,39000000.0,27000000.0,98000000.0,95000000.0,708000000.0,96240000.0,37709000.0,-22068000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24100000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,13000000.0,-119000000.0,-183000000.0,-1101000000.0,-84000000.0,-74000000.0,-27000000.0,1028000000.0,-29700000.0,-157158000.0,-191500000.0,25300000.0,-338700000.0,-372500000.0,-485200000.0,-52197000.0,-426600000.0,-1179800000.0,-199500000.0,-231900000.0,-239400000.0,-451500000.0,-252700000.0,-94200000.0,-176900000.0,-219900000.0,-171800000.0,-126500000.0,-62500000.0,-53900000.0,-36300000.0,-24500000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-98000000.0,-97000000.0,-31000000.0,-311000000.0,-51000000.0,-45000000.0,-150000000.0,-250000000.0,-69169000.0,-30284000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198922000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,10300000.0,15800000.0,139700000.0,800000.0,65300000.0,0.0
,commonStockRepurchased,-30000000.0,-40000000.0,-39000000.0,-56000000.0,-132000000.0,7000000.0,39000000.0,3000000.0,1600000.0,0.0,1000000.0,324800000.0,-400000.0,-181500000.0,-882400000.0,-815236000.0,5000000.0,-3400000.0,43000000.0,48800000.0,-288400000.0,-441900000.0,64200000.0,12400000.0,14600000.0,142700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-13000000.0,-55000000.0,-55000000.0,-53000000.0,-26000000.0,0.0,0.0,-63000000.0,0.0,-36852000.0,-27600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-19000000.0,-223000000.0,613000000.0,-6000000.0,1095000000.0,1131000000.0,528000000.0,865629000.0,-2153000.0,654503000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4300000.0,-100000.0,200000.0,0.0,0.0,100000.0,0.0
,netCashUsedProvidedByFinancingActivities,-7000000.0,-212000000.0,-414000000.0,465000000.0,-470000000.0,-25000000.0,15000000.0,-640000000.0,-55200000.0,-98576000.0,-30900000.0,173300000.0,-186300000.0,7900000.0,-889100000.0,-630725000.0,-256500000.0,388900000.0,-212600000.0,-85400000.0,-134100000.0,-405800000.0,61700000.0,-143900000.0,53300000.0,223500000.0,15600000.0,52300000.0,164000000.0,125200000.0,15100000.0,65200000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,5000000.0,-9000000.0,7000000.0,-8000000.0,-29000000.0,-27000000.0,3000000.0,5700000.0,-730000.0,-13100000.0,9100000.0,-10500000.0,2600000.0,17500000.0,-43478000.0,40100000.0,53000000.0,21900000.0,-17900000.0,-10300000.0,-1500000.0,-4400000.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,29000000.0,40000000.0,21000000.0,-171000000.0,-262000000.0,-2000000.0,116000000.0,284000000.0,100100000.0,-56797000.0,-32400000.0,504200000.0,-67200000.0,49400000.0,-529600000.0,-90530000.0,2800000.0,-86200000.0,311700000.0,411900000.0,-67300000.0,-485800000.0,464700000.0,148200000.0,-10600000.0,29600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,729000000.0,698000000.0,643000000.0,592000000.0,807000000.0,1069000000.0,1071000000.0,954800000.0,670800000.0,570681000.0,627500000.0,659900000.0,155800000.0,223000000.0,173600000.0,703197000.0,793700000.0,790900000.0,875100000.0,563400000.0,151500000.0,218700000.0,664300000.0,199600000.0,51400000.0,62000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,700000000.0,658000000.0,622000000.0,763000000.0,1069000000.0,1071000000.0,955000000.0,670800000.0,570700000.0,627478000.0,659900000.0,155700000.0,223000000.0,173600000.0,703200000.0,793727000.0,790900000.0,877100000.0,563400000.0,151500000.0,218800000.0,704500000.0,199600000.0,51400000.0,62000000.0,32400000.0,142500000.0,130200000.0,40200000.0,10500000.0,30900000.0,5100000.0,0.0
,operatingCashFlow,485000000.0,366000000.0,627000000.0,458000000.0,370000000.0,126000000.0,155000000.0,-107000000.0,179300000.0,199667000.0,203100000.0,296400000.0,468300000.0,411400000.0,827100000.0,635870000.0,645900000.0,651700000.0,701900000.0,747200000.0,316500000.0,373200000.0,660000000.0,386400000.0,113000000.0,26000000.0,46100000.0,82200000.0,-11400000.0,-41700000.0,-1600000.0,-17300000.0,0.0
,capitalExpenditure,0.0,-150000000.0,-187000000.0,-141000000.0,-111000000.0,-163000000.0,-123000000.0,-137000000.0,-120260000.0,-130317000.0,-169452000.0,-130800000.0,-330100000.0,-460600000.0,-343400000.0,-260773000.0,-410800000.0,8425000.0,-202200000.0,-207300000.0,-267700000.0,-396000000.0,-255000000.0,-94200000.0,-176900000.0,-219900000.0,-171800000.0,-102400000.0,-62500000.0,-53900000.0,-36300000.0,-24500000.0,0.0
,freeCashFlow,485000000.0,216000000.0,440000000.0,275000000.0,259000000.0,-18000000.0,59000000.0,-244000000.0,59000000.0,69350000.0,33600000.0,165600000.0,138200000.0,-49200000.0,483700000.0,375097000.0,235100000.0,439800000.0,499700000.0,539900000.0,48800000.0,-22800000.0,405000000.0,292200000.0,-63900000.0,-193900000.0,-125700000.0,-20200000.0,-73900000.0,-95600000.0,-37900000.0,-41800000.0,0.0
