date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,otherFinancingActivites,0.0,-171700000.0,-110300000.0,-54600000.0,20100000.0,16000000.0,24000000.0,38000000.0,94200000.0,58800000.0,65200000.0,25140000.0,53303000.0,62868000.0,23040000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-85700000.0,-168400000.0,126300000.0,-1913100000.0,558500000.0,193400000.0,-692400000.0,-910600000.0,119200000.0,-12400000.0,7700000.0,-66169000.0,97980000.0,118847000.0,42183000.0,32316000.0,12117000.0,82333000.0,3005000.0,771000.0,82173000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-2600000.0,-2200000.0,-100000.0,2100000.0,0.0,-1500000.0,-600000.0,0.0,200000.0,-200000.0,-800000.0,305000.0,111000.0,301000.0,207000.0,-59000.0,157000.0,-20000.0,91000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,455000000.0,273200000.0,246200000.0,-388400000.0,322000000.0,114300000.0,-181800000.0,228400000.0,87900000.0,186000000.0,58400000.0,26814000.0,71798000.0,88435000.0,28882000.0,-263000.0,-5564000.0,3283000.0,7120000.0,-12170000.0,18551000.0
,cashAtEndOfPeriod,1638000000.0,1182600000.0,909400000.0,648200000.0,1036600000.0,714600000.0,600300000.0,782100000.0,553700000.0,465800000.0,279800000.0,221437000.0,194623000.0,122825000.0,34390000.0,5508000.0,5771000.0,11335000.0,17607000.0,10487000.0,22657000.0
,cashAtBeginningOfPeriod,1182000000.0,909400000.0,663200000.0,1036600000.0,714600000.0,600300000.0,782100000.0,553700000.0,465800000.0,279800000.0,221400000.0,194623000.0,122825000.0,34390000.0,5508000.0,5771000.0,11335000.0,8052000.0,10487000.0,22657000.0,4106000.0
,operatingCashFlow,1484000000.0,1598200000.0,1169600000.0,1143900000.0,1042900000.0,771900000.0,665100000.0,880000000.0,814200000.0,677600000.0,528000000.0,385055000.0,278235000.0,205687000.0,99845000.0,70787000.0,30315000.0,-7854000.0,-14148000.0,-18553000.0,-12804000.0
,capitalExpenditure,-341000000.0,-425600000.0,-187400000.0,-190700000.0,-53900000.0,-81000000.0,-105600000.0,-104600000.0,-141800000.0,-82900000.0,-96000000.0,-53416000.0,-105973000.0,-24007000.0,-18054000.0,-30054000.0,-22439000.0,-2525000.0,-5788000.0,-5527000.0,-3555000.0
,freeCashFlow,1143000000.0,1172600000.0,982200000.0,953200000.0,989000000.0,690900000.0,559500000.0,775400000.0,672400000.0,594700000.0,432000000.0,331639000.0,172262000.0,181680000.0,81791000.0,40733000.0,7876000.0,-10379000.0,-19936000.0,-24080000.0,-16359000.0
