date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,47696000.0,20066000.0,22627000.0,-10824000.0,-51541000.0,13088000.0,47296000.0,-40013498.0,52439102.0,-7458454.0,-5664744.0,22967683.0,-12891373.0,11624989.0,-2742631.0,4164803.0,224262.0,-4681633.0,5131790.0,-875426.0,0.0
,cashAtEndOfPeriod,111584000.0,63888000.0,43822000.0,21195000.0,32019000.0,83560000.0,70472000.0,23175809.0,63189307.0,10750205.0,18208659.0,23873403.0,905720.0,13797093.0,2172104.0,4914735.0,749932.0,525670.0,5207303.0,75513.0,950939.0
,cashAtBeginningOfPeriod,63888000.0,43822000.0,21195000.0,32019000.0,83560000.0,70472000.0,23176000.0,63189307.0,10750205.0,18208659.0,23873403.0,905720.0,13797093.0,2172104.0,4914735.0,749932.0,525670.0,5207303.0,75513.0,950939.0,0.0
,operatingCashFlow,24981000.0,11072000.0,-24113000.0,-32451000.0,-53982000.0,-3732000.0,-28833000.0,-60102816.0,12187324.0,-23274994.0,-11682297.0,18190034.0,-9815939.0,12216757.0,-9680891.0,-7710089.0,-2931676.0,-2423173.0,-2514731.0,-1631467.0,-289526.0
,capitalExpenditure,-13000.0,-79000.0,-2063000.0,-5864000.0,-405000.0,-701000.0,-1603000.0,-76893.0,-1088550.0,-286973.0,-1103985.0,-2749983.0,-28364.0,-3074438.0,-1009546.0,-33776.0,-111949.0,-832583.0,-325436.0,-84862.0,0.0
,freeCashFlow,24968000.0,10993000.0,-26176000.0,-38315000.0,-54387000.0,-4433000.0,-30436000.0,-60179709.0,11098774.0,-23561967.0,-12786282.0,15440051.0,-9844303.0,9142319.0,-10690437.0,-7743865.0,-3043625.0,-3255756.0,-2840167.0,-1716329.0,-289526.0
