date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,netCashUsedProvidedByFinancingActivities,-216000000.0,630000000.0,-1427000000.0,160000000.0,1533217000.0,-286812000.0,164640000.0,-79268000.0,-192906000.0,36091000.0,181698000.0,23017000.0,51188000.0,34907000.0,-18097000.0,-36358000.0,-64803000.0,-10248000.0,-7960000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,15000000.0,-2000000.0,-7000000.0,26000000.0,-7341000.0,-3924000.0,-4511000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,587000000.0,-25000000.0,-779000000.0,1072000000.0,-203072000.0,-218076000.0,419300000.0,-328777000.0,-35823000.0,195602000.0,384707000.0,155353000.0,65325000.0,-27732000.0,-185249000.0,194499000.0,6015000.0,26258000.0,-67972000.0
,cashAtEndOfPeriod,1337000000.0,750000000.0,775000000.0,1531000000.0,459453000.0,662525000.0,880601000.0,461301000.0,790078000.0,825901000.0,630299000.0,245592000.0,90239000.0,24914000.0,52646000.0,237895000.0,43396000.0,37381000.0,11123000.0
,cashAtBeginningOfPeriod,750000000.0,775000000.0,1554000000.0,459000000.0,662525000.0,880601000.0,461301000.0,790078000.0,825901000.0,630299000.0,245592000.0,90239000.0,24914000.0,52646000.0,237895000.0,43396000.0,37381000.0,11123000.0,79095000.0
,operatingCashFlow,1297000000.0,1301000000.0,1409000000.0,1538000000.0,833852000.0,1078836000.0,1032376000.0,752729000.0,624054000.0,362296000.0,283284000.0,235522000.0,186089000.0,62166000.0,237184000.0,318447000.0,150781000.0,78087000.0,-21326000.0
,capitalExpenditure,-525000000.0,-787000000.0,-702000000.0,-577000000.0,-628483000.0,-491426000.0,-431104000.0,-679358000.0,-391190000.0,-176843000.0,-81269000.0,-99769000.0,-172561000.0,-135725000.0,-136258000.0,-85760000.0,-52710000.0,-44931000.0,-43587000.0
,freeCashFlow,772000000.0,514000000.0,707000000.0,961000000.0,205369000.0,587410000.0,601272000.0,73371000.0,232864000.0,185453000.0,202015000.0,135753000.0,13528000.0,-73559000.0,100926000.0,232687000.0,98071000.0,33156000.0,-64913000.0
