date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,70205000.0,-27814000.0,-22210000.0,16219000.0,19585000.0,-54786000.0,10088000.0,21250000.0,-15330000.0,-8100000.0,14810000.0,39970000.0,30625000.0,-19540000.0,10390000.0,-2940000.0,490000.0,13179000.0,-25510000.0
,cashAtEndOfPeriod,100337000.0,30132000.0,57946000.0,80156000.0,63937000.0,44352000.0,99138000.0,89050000.0,67770000.0,83100000.0,91210000.0,76370000.0,36445000.0,5860000.0,25390000.0,14960000.0,17890000.0,17423000.0,4290000.0
,cashAtBeginningOfPeriod,30132000.0,57946000.0,80156000.0,63937000.0,44352000.0,99138000.0,89050000.0,67800000.0,83100000.0,91200000.0,76400000.0,36400000.0,5820000.0,25400000.0,15000000.0,17900000.0,17400000.0,4244000.0,29800000.0
,operatingCashFlow,78563000.0,-8269000.0,22321000.0,45125000.0,51926000.0,33150000.0,44488000.0,39210000.0,32350000.0,41770000.0,36700000.0,49970000.0,29562000.0,-4880000.0,29480000.0,20170000.0,30340000.0,28971000.0,21490000.0
,capitalExpenditure,-8698000.0,-15680000.0,-28775000.0,-28424000.0,-32180000.0,-35114000.0,-29647000.0,-17954000.0,-31370000.0,-26650000.0,37000.0,67000.0,-2740000.0,73000.0,61000.0,33000.0,4000.0,-15816000.0,15000.0
,freeCashFlow,69865000.0,-23949000.0,-6454000.0,16701000.0,19746000.0,-1964000.0,14841000.0,21260000.0,980000.0,15120000.0,14070000.0,39660000.0,26822000.0,-19720000.0,9970000.0,-3950000.0,310000.0,13155000.0,10310000.0
