date,,2021-03-31_FY,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-06-29_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-06-29_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY
,interestExpense,135600000.0,-116500000.0,-58300000.0,-50500000.0,-54300000.0,-56100000.0,-60500000.0,-58900000.0,-67400000.0,0.0,-58600000.0,-30000000.0,-16000000.0,-20200000.0,-17500000.0,-15000000.0,-15000000.0,-33000000.0,-32100000.0,-23000000.0,-30400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,319500000.0,300400000.0,217200000.0,199600000.0,211900000.0,217800000.0,189100000.0,167100000.0,157300000.0,92000000.0,125800000.0,96900000.0,93200000.0,91000000.0,77500000.0,70800000.0,75400000.0,0.0,82000000.0,75400000.0,70600000.0,43100701.0,29700000.0,33700000.0,35000000.0,29900000.0,28300000.0,22700000.0,16600000.0,43200000.0
,EBITDA,580900000.0,837500000.0,697800000.0,662400000.0,576600000.0,553300000.0,521900000.0,458900000.0,403000000.0,331000000.0,427900000.0,356200000.0,323200000.0,394600000.0,329000000.0,260200000.0,191400000.0,0.0,-291000000.0,187000000.0,292200000.0,285399937.0,228100000.0,175200000.0,155900000.0,129200000.0,113900000.0,105900000.0,79300000.0,107000000.0
,EBITDARatio,0.194808679030149,0.231149260322367,0.211192155201114,0.234602443775456,0.213200221852468,0.220210140889915,0.23233762186707,0.216984254574684,0.191494416726063,0.181768259198243,0.234954974741928,0.21866175567833,0.211753914695669,0.237396221874624,0.231104242764822,0.20804349564244,0.172868497109827,0.0,-0.295071993510444,0.171057446030004,0.258469703670942,0.253351174775587,0.191455430585865,0.150476681267715,0.145687318942155,0.140069384215091,0.131327107114032,0.130773030377871,0.1205900243309,0.104156526817872
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,261400000.0,537100000.0,480600000.0,462800000.0,364700000.0,335500000.0,332800000.0,291800000.0,245700000.0,239000000.0,302100000.0,259300000.0,230000000.0,303600000.0,251500000.0,189400000.0,116000000.0,0.0,-373000000.0,111600000.0,221600000.0,242299236.0,198400000.0,141500000.0,120900000.0,99300000.0,85600000.0,83200000.0,62700000.0,63800000.0
,operatingIncomeRatio,0.0876622287803079,0.148239125634798,0.145455646015556,0.163910040729591,0.134849325198743,0.133527023800048,0.148154743355741,0.137973426639557,0.116749821810406,0.131246567819879,0.165879639797935,0.159177409453653,0.150691214047042,0.182649500661774,0.176664793481315,0.151435196290078,0.104768786127168,0.0,-0.378219428107889,0.102085620197585,0.196019460415745,0.215090433211368,0.166526775222427,0.121532251138023,0.112980095318195,0.107653946227233,0.0986971059610285,0.102741417633984,0.0953467153284672,0.0621045458970116
,totalOtherIncomeExpensesNet,-213000000.0,-27900000.0,-22600000.0,-26700000.0,-18100000.0,-19100000.0,-10400000.0,-11800000.0,-800000.0,0.0,-4000000.0,0.0,0.0,0.0,0.0,0.0,-15400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,-429600000.0
,incomeBeforeTax,-87200000.0,392700000.0,399700000.0,385600000.0,292300000.0,260300000.0,261900000.0,221100000.0,177500000.0,239000000.0,239500000.0,228600000.0,204000000.0,283400000.0,234000000.0,178800000.0,90000000.0,0.0,-405100000.0,87700000.0,191200000.0,219600064.0,202500000.0,131500000.0,107400000.0,96500000.0,81500000.0,80500000.0,62300000.0,-384100000.0
,incomeBeforeTaxRatio,-0.0292431000368892,0.10838485316847,0.120970914923882,0.13656808925093,0.108079127380292,0.103597866751572,0.116591728620398,0.104543950068561,0.0843430743644571,0.131246567819879,0.131506698879859,0.140331491712707,0.133656555067811,0.170496931777163,0.164372014610846,0.142959942432238,0.0812861271676301,0.0,-0.410768606773474,0.0802231979509696,0.169128704113224,0.194940246939137,0.169968104750713,0.112943399467491,0.100364451920381,0.104618386816999,0.0939697913063531,0.0994072610521116,0.0947384428223844,-0.373892728511632
,incomeTaxExpense,-39700000.0,73800000.0,59600000.0,35000000.0,35000000.0,20400000.0,57000000.0,30000000.0,35000000.0,57000000.0,57500000.0,58000000.0,59500000.0,82900000.0,69200000.0,49700000.0,19100000.0,0.0,-100400000.0,20600000.0,60200000.0,70299554.0,67800000.0,40800000.0,30100000.0,26300000.0,21200000.0,21900000.0,15000000.0,10900000.0
,netIncome,-47200000.0,311400000.0,330000000.0,346000000.0,251500000.0,229700000.0,201800000.0,190000000.0,139400000.0,182000000.0,180300000.0,169800000.0,144500000.0,199400000.0,152700000.0,127400000.0,64900000.0,0.0,-199900000.0,64000000.0,117200000.0,150600701.0,108100000.0,98500000.0,77300000.0,70200000.0,60300000.0,58600000.0,15600000.0,-395000000.0
,netIncomeRatio,-0.0158288339649217,0.0859461249724001,0.0998759117460125,0.122542943155658,0.0929931595489,0.0914192469951445,0.0898366202199172,0.0898387630620833,0.0662390116417201,0.099945085118067,0.0990006589062157,0.104235727440147,0.0946733931730328,0.119961496811455,0.10726327620118,0.101862956744223,0.0586163294797688,0.0,-0.202697221658893,0.0585437248444932,0.103670942061035,0.133689113324425,0.0907335907335907,0.0846001889547368,0.0722362396037753,0.0761058109280139,0.0695261155309582,0.0723635465547049,0.0237226277372263,-0.384503066290275
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.17,1.1637,1.23146,1.28407,0.93287,0.85328,0.75863,0.72547,0.53739,0.7,0.6983,0.65993,0.56489,0.78196,0.59976,0.50356,0.25744,0.0,-0.80637,0.2735,0.532,0.69,0.5,0.46,0.35,0.32,0.28,0.27,0.07,-1.82
,EPSDiluted,-0.17,1.1637,1.23146,1.28407,0.93287,0.85328,0.75863,0.72547,0.53739,0.7,0.6983,0.65993,0.56489,0.78196,0.59976,0.50356,0.25744,0.0,-0.80637,0.2735,0.532,0.69,0.37,0.46,0.35,0.32,0.28,0.27,0.07,-1.82
,weightedAverageShsOut,277647059.0,267595480.0,267974150.0,269454790.0,269597280.0,269196350.0,266005630.0,261900000.0,259400000.0,260000000.0,258200000.0,257300000.0,255800000.0,255000000.0,254600000.0,253000000.0,252100000.0,247900000.0,247900000.0,234000000.0,220300000.0,217600000.0,215600000.0,214130435.0,220857143.0,219375000.0,215357143.0,217037037.0,222857143.0,217032967.0
,weightedAverageShsOutDil,277647059.0,267595480.0,267974150.0,269454790.0,269597280.0,269196350.0,266005630.0,261900000.0,259400000.0,260000000.0,258200000.0,257300000.0,255800000.0,255000000.0,254600000.0,253000000.0,252100000.0,247900000.0,247900000.0,234000000.0,220300000.0,217600000.0,215600000.0,214130435.0,220857143.0,219375000.0,215357143.0,217037037.0,222857143.0,217032967.0
