date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,netCashUsedProvidedByFinancingActivities,2983000000.0,165000000.0,113000000.0,-553000000.0,-472000000.0,-487000000.0,-417000000.0,-239000000.0,-322000000.0,96000000.0,-258000000.0,306000000.0,635000000.0,556000000.0,1037000000.0,1093000000.0,437250000.0,789136000.0,657214000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,951000000.0,485000000.0,174000000.0,-130000000.0,115000000.0,-23000000.0,116000000.0,43000000.0,-491000000.0,208000000.0,-431000000.0,335000000.0,371000000.0,180000000.0,4000000.0,-13000000.0,-160278000.0,323943000.0,129230000.0
,cashAtEndOfPeriod,1969000000.0,1018000000.0,533000000.0,303000000.0,433000000.0,318000000.0,341000000.0,225000000.0,182000000.0,673000000.0,465000000.0,896000000.0,561000000.0,190000000.0,10000000.0,6000000.0,410417000.0,570695000.0,246752000.0
,cashAtBeginningOfPeriod,1018000000.0,533000000.0,359000000.0,433000000.0,318000000.0,341000000.0,225000000.0,182000000.0,673000000.0,465000000.0,896000000.0,561000000.0,190000000.0,10000000.0,6000000.0,19000000.0,570695000.0,246752000.0,117522000.0
,operatingCashFlow,-683000000.0,1449000000.0,1217000000.0,1398000000.0,1632000000.0,1598000000.0,912000000.0,758000000.0,698000000.0,614000000.0,523000000.0,486000000.0,-17000000.0,358000000.0,274000000.0,170000000.0,198420000.0,286337000.0,216477000.0
,capitalExpenditure,-791000000.0,-1156000000.0,-1114000000.0,-1202000000.0,-1011000000.0,-941000000.0,-857000000.0,-637000000.0,-828000000.0,-528000000.0,-299000000.0,-466000000.0,-703000000.0,-873000000.0,-1208000000.0,-1307000000.0,-977990000.0,-893334000.0,-1198080000.0
,freeCashFlow,-1474000000.0,293000000.0,103000000.0,196000000.0,621000000.0,657000000.0,55000000.0,121000000.0,-130000000.0,86000000.0,224000000.0,20000000.0,-720000000.0,-515000000.0,-934000000.0,-1137000000.0,-779570000.0,-606997000.0,-981603000.0
