date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2016-05-31_FY,2015-05-31_FY,2014-05-31_FY,2013-05-31_FY,2012-05-31_FY,2011-05-31_FY,2010-05-31_FY,2009-05-31_FY,2008-05-31_FY,2007-05-31_FY,2006-05-31_FY,2005-05-31_FY,2004-05-31_FY,2003-05-31_FY,2002-05-31_FY,2001-05-31_FY
,otherFinancingActivites,-612470000.0,-75231000.0,-22031000.0,-18821000.0,1162779000.0,-69977000.0,-34577000.0,-36156000.0,-260330000.0,-25641000.0,389000.0,-13298000.0,-33941000.0,-1888000.0,-1258000.0,-10212000.0,-9662000.0,-9447000.0,-7008000.0,-6431000.0,0.0
,netCashUsedProvidedByFinancingActivities,-1546142000.0,-28674000.0,286930000.0,352305000.0,-265737000.0,1965487000.0,141375000.0,218896000.0,183522000.0,-218186000.0,114123000.0,-95750000.0,161485000.0,-76373000.0,10886000.0,-54274000.0,-152353000.0,50113000.0,2336000.0,-59833000.0,-41828000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,81832000.0,21877000.0,-41702000.0,44408000.0,-32338000.0,-29251000.0,-56288000.0,-9922000.0,3694000.0,-30916000.0,27464000.0,-1796000.0,-14324000.0,14368000.0,5014000.0,18952000.0,2379000.0,1019000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,411498000.0,467395000.0,-124977000.0,173076000.0,118051000.0,393989000.0,68867000.0,-98598000.0,-100805000.0,-573010000.0,584339000.0,343011000.0,-29125000.0,147188000.0,90397000.0,169496000.0,14507000.0,-3538000.0,18816000.0,13091000.0,3337000.0
,cashAtEndOfPeriod,2089771000.0,1678273000.0,1210878000.0,1335855000.0,1162779000.0,1044728000.0,650739000.0,581872000.0,680470000.0,781275000.0,1354285000.0,769946000.0,426935000.0,456060000.0,308872000.0,218475000.0,48979000.0,34472000.0,38010000.0,19194000.0,6103000.0
,cashAtBeginningOfPeriod,1678273000.0,1210878000.0,1335855000.0,1162779000.0,1044728000.0,650739000.0,581872000.0,680470000.0,781275000.0,1354285000.0,769946000.0,426935000.0,456060000.0,308872000.0,218475000.0,48979000.0,34472000.0,38010000.0,19194000.0,6103000.0,2766000.0
,operatingCashFlow,2314150000.0,1391278000.0,1106082000.0,512388000.0,502809000.0,585001000.0,424701000.0,194098000.0,240546000.0,-173475000.0,709772000.0,465761000.0,382971000.0,272414000.0,191132000.0,234773000.0,229559000.0,92170000.0,35559000.0,160468000.0,78614000.0
,capitalExpenditure,-436236000.0,-307868000.0,-213290000.0,-181905000.0,-88913000.0,-91591000.0,-92550000.0,-81411000.0,-98590000.0,-109876000.0,-98537000.0,-56054000.0,-40940000.0,-44974000.0,-35374000.0,-25038000.0,-34305000.0,-24564000.0,-17926000.0,-22390000.0,-13601000.0
,freeCashFlow,1877914000.0,1083410000.0,892792000.0,330483000.0,413896000.0,493410000.0,332151000.0,112687000.0,141956000.0,-283351000.0,611235000.0,409707000.0,342031000.0,227440000.0,155758000.0,209735000.0,195254000.0,67606000.0,17633000.0,138078000.0,65013000.0
