date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,otherFinancingActivites,-7600000.0,-3200000.0,-11000000.0,-17500000.0,3100000.0,5800000.0,-10900000.0,16100000.0,-13200000.0,-77600000.0,-6400000.0,-812000.0,1900000.0,0.0,-500000.0,-7900000.0,2000000.0,-2700000.0,-200000.0,-2300000.0,300000.0,2600000.0
,netCashUsedProvidedByFinancingActivities,114900000.0,-116700000.0,-308800000.0,79900000.0,-56300000.0,-17400000.0,-210300000.0,165700000.0,93200000.0,-6900000.0,-161500000.0,-812000.0,1900000.0,0.0,-500000.0,-7900000.0,2000000.0,-2700000.0,-200000.0,-2300000.0,300000.0,2600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-9500000.0,-13200000.0,16600000.0,-5500000.0,-3200000.0,-19900000.0,-1800000.0,-2300000.0,-1300000.0,5000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,280900000.0,74900000.0,-272500000.0,5500000.0,114300000.0,31300000.0,-185100000.0,226100000.0,-93000000.0,127100000.0,-24000000.0,17000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,573400000.0,292500000.0,217600000.0,490100000.0,484600000.0,370300000.0,339000000.0,524100000.0,298000000.0,391000000.0,263900000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,292500000.0,217600000.0,490100000.0,484600000.0,370300000.0,339000000.0,524100000.0,298000000.0,391000000.0,263900000.0,287900000.0,68000.0,700000.0,5300000.0,5800000.0,300000.0,200000.0,200000.0,300000.0,400000.0,600000.0,400000.0
,operatingCashFlow,298600000.0,258100000.0,228500000.0,195100000.0,219000000.0,245900000.0,190800000.0,144500000.0,139300000.0,164500000.0,155500000.0,989000.0,-2000000.0,-1400000.0,-900000.0,-1700000.0,-1600000.0,2900000.0,200000.0,2400000.0,100000.0,1400000.0
,capitalExpenditure,-41400000.0,-44900000.0,-40700000.0,-54500000.0,-52100000.0,-48800000.0,-52200000.0,-60100000.0,-58500000.0,-37600000.0,-22000000.0,-178000.0,-1000000.0,-100000.0,0.0,0.0,-200000.0,-200000.0,-100000.0,-200000.0,-600000.0,-300000.0
,freeCashFlow,257200000.0,213200000.0,187800000.0,140600000.0,166900000.0,197100000.0,138600000.0,84400000.0,80800000.0,126900000.0,133500000.0,811000.0,-3000000.0,-1500000.0,-900000.0,-1700000.0,-1800000.0,2700000.0,100000.0,2200000.0,-500000.0,1100000.0
