date,,2020-11-30_FY,2019-11-30_FY,2018-11-30_FY,2017-11-30_FY,2016-11-30_FY,2015-11-30_FY,2014-11-30_FY,2013-11-30_FY,2012-11-30_FY,2011-11-30_FY,2010-11-30_FY,2009-11-30_FY,2008-11-30_FY,2007-11-30_FY,2006-11-30_FY,2005-11-30_FY,2004-11-30_FY,2003-11-30_FY,2002-11-30_FY,2001-11-30_FY,2000-11-30_FY,1999-11-30_FY,1998-11-30_FY,1997-11-30_FY,1996-11-30_FY,1995-11-30_FY,1994-11-30_FY,1993-11-30_FY,1992-11-30_FY,1991-11-30_FY
,otherInvestingActivites,127000000.0,132000000.0,-103000000.0,58000000.0,4000000.0,10000000.0,34000000.0,93000000.0,560000000.0,50000000.0,78000000.0,31000000.0,91000000.0,-75000000.0,3000000.0,-1000000.0,-24000000.0,90000000.0,-39855000.0,-61573000.0,94961000.0,30574000.0,68176000.0,61345000.0,-49321000.0,-63899000.0,-5649000.0,-14800000.0,-28200000.0,8700000.0
,netCashUsedForInvestingActivites,-3240000000.0,-5277000000.0,-3501000000.0,-3089000000.0,-3323000000.0,-2478000000.0,-2507000000.0,-2056000000.0,-1772000000.0,-2646000000.0,-3501000000.0,-3384000000.0,-3255000000.0,-3746000000.0,-2443000000.0,-1970000000.0,-3089000000.0,-2333000000.0,-2020053000.0,-341916000.0,-1292027000.0,-910380000.0,-1321053000.0,-454901000.0,-819225000.0,-528080000.0,-565189000.0,-705200000.0,-203600000.0,-164400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1621000000.0,-1651000000.0,-1556000000.0,-1227000000.0,-1278000000.0,-1238000000.0,-2466000000.0,-2212000000.0,-1052000000.0,-1700000000.0,-2192000000.0,-3310000000.0,-5448000000.0,-1656000000.0,-2537000000.0,-1096000000.0,-932000000.0,-1137000000.0,-189678000.0,-1971026000.0,-388429000.0,-564838000.0,-1006586000.0,-424391000.0,-735246000.0,-406600000.0,-414381000.0,-483200000.0,-808700000.0,-173400000.0
,commonStockIssued,3249000000.0,0.0,0.0,0.0,40000000.0,264000000.0,0.0,35000000.0,0.0,0.0,545000000.0,196000000.0,0.0,51000000.0,66000000.0,63000000.0,142000000.0,53000000.0,7240000.0,5274000.0,7811000.0,741600000.0,11399000.0,5162000.0,3728000.0,49032000.0,2297000.0,1400000.0,700000.0,115100000.0
,commonStockRepurchased,-12000000.0,-603000000.0,-1468000000.0,-552000000.0,-2340000000.0,-533000000.0,0.0,-138000000.0,-90000000.0,-454000000.0,-524000000.0,-188000000.0,-83000000.0,-326000000.0,-841000000.0,-386000000.0,0.0,0.0,0.0,0.0,-705137000.0,-25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-689000000.0,-1387000000.0,-1355000000.0,-1087000000.0,-977000000.0,-816000000.0,-776000000.0,-1164000000.0,-779000000.0,-671000000.0,-237000000.0,-314000000.0,-1261000000.0,-990000000.0,-803000000.0,-566000000.0,-400000000.0,-292000000.0,-246323000.0,-245844000.0,-254333000.0,-219179000.0,-178458000.0,-130456000.0,-103877000.0,-85098000.0,-79072000.0,-79000000.0,-77400000.0,-65400000.0
,otherFinancingActivites,-149000000.0,-83000000.0,-40000000.0,-24000000.0,-25000000.0,-27000000.0,-29000000.0,8000000.0,9000000.0,28000000.0,4000000.0,58000000.0,-13000000.0,-7000000.0,1000000.0,-1000000.0,-4000000.0,-15000000.0,-1544000.0,-25531000.0,0.0,-176000.0,-4253000.0,0.0,0.0,0.0,-25000000.0,-100000.0,100000.0,0.0
,netCashUsedProvidedByFinancingActivities,18650000000.0,-655000000.0,-1460000000.0,-2452000000.0,-2591000000.0,-942000000.0,-1028000000.0,-780000000.0,-1190000000.0,-1093000000.0,-404000000.0,-93000000.0,-315000000.0,-604000000.0,-1212000000.0,-892000000.0,-79000000.0,826000000.0,-198365000.0,337154000.0,-319997000.0,-34846000.0,226497000.0,-394319000.0,135966000.0,-59866000.0,21915000.0,170600000.0,-297300000.0,-82400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,53000000.0,-9000000.0,-1000000.0,11000000.0,-12000000.0,-61000000.0,-26000000.0,-1000000.0,-22000000.0,-6000000.0,-22000000.0,23000000.0,-114000000.0,61000000.0,7000000.0,-13000000.0,-15000000.0,-23000000.0,-5214000.0,-2156000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,9162000000.0,-466000000.0,587000000.0,-208000000.0,-792000000.0,1064000000.0,-131000000.0,-3000000.0,15000000.0,21000000.0,-109000000.0,-112000000.0,-293000000.0,-220000000.0,-15000000.0,535000000.0,33000000.0,403000000.0,-754600000.0,1232018000.0,-332489000.0,384498000.0,-2716000.0,28360000.0,58264000.0,-740000.0,-6138000.0,0.0,0.0,0.0
,cashAtEndOfPeriod,9692000000.0,530000000.0,982000000.0,395000000.0,603000000.0,1395000000.0,331000000.0,462000000.0,465000000.0,450000000.0,429000000.0,538000000.0,650000000.0,943000000.0,1163000000.0,1178000000.0,643000000.0,1070000000.0,666700000.0,1421300000.0,189282000.0,521771000.0,137273000.0,139989000.0,111629000.0,53365000.0,54105000.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,530000000.0,996000000.0,395000000.0,603000000.0,1395000000.0,331000000.0,462000000.0,465000000.0,450000000.0,429000000.0,538000000.0,650000000.0,943000000.0,1163000000.0,1178000000.0,643000000.0,610000000.0,667000000.0,1421300000.0,189282000.0,521771000.0,137273000.0,139989000.0,111629000.0,53365000.0,54105000.0,60243000.0,115000000.0,221700000.0,124100000.0
,operatingCashFlow,-6301000000.0,5475000000.0,5549000000.0,5322000000.0,5134000000.0,4545000000.0,3430000000.0,2834000000.0,2999000000.0,3766000000.0,3818000000.0,3342000000.0,3391000000.0,4069000000.0,3633000000.0,3410000000.0,3216000000.0,1933000000.0,1469032000.0,1238936000.0,1279535000.0,1329724000.0,1091840000.0,877580000.0,741523000.0,587206000.0,537136000.0,479800000.0,394300000.0,344400000.0
,capitalExpenditure,-3620000000.0,-5429000000.0,-3749000000.0,-2944000000.0,-3062000000.0,-2294000000.0,-2583000000.0,-2149000000.0,-2332000000.0,-2696000000.0,-3579000000.0,-3380000000.0,-3353000000.0,-3312000000.0,-2480000000.0,-1977000000.0,-3586000000.0,-2516000000.0,-1986482000.0,-826568000.0,-1054698000.0,-872984000.0,-1150413000.0,-497657000.0,-901905000.0,-483901000.0,-594789000.0,-712800000.0,-120800000.0,-116700000.0
,freeCashFlow,-9921000000.0,46000000.0,1800000000.0,2378000000.0,2072000000.0,2251000000.0,847000000.0,685000000.0,667000000.0,1070000000.0,239000000.0,-38000000.0,38000000.0,757000000.0,1153000000.0,1433000000.0,-370000000.0,-583000000.0,-517450000.0,412368000.0,224837000.0,456740000.0,-58573000.0,379923000.0,-160382000.0,103305000.0,-57653000.0,-233000000.0,273500000.0,227700000.0
