date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,commonStockRepurchased,-381100000.0,-554900000.0,-756600000.0,-725800000.0,-324600000.0,-1153600000.0,-2262500000.0,-577800000.0,-650600000.0,-548590000.0,-565473000.0,-453888000.0,-604700000.0,-1623190000.0,-186388000.0,-17000.0,-63610000.0,0.0,0.0,0.0,-130000000.0,0.0
,dividendsPaid,-264100000.0,-260100000.0,-249300000.0,-150400000.0,-152500000.0,-156300000.0,-86000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-48100000.0,-14600000.0,-19600000.0,16900000.0,-8800000.0,12300000.0,18400000.0,35800000.0,4600000.0,29128000.0,45500000.0,7910000.0,63145000.0,29686000.0,9650000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-222400000.0,-1228800000.0,-968600000.0,-794800000.0,-229600000.0,-581400000.0,-1824200000.0,-401700000.0,-548300000.0,819045000.0,-72421000.0,-262158000.0,-422393000.0,-1238497000.0,-89598000.0,146012000.0,-33405000.0,-307508000.0,-119355000.0,58497000.0,1030040000.0,422900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,5800000.0,-1200000.0,-10600000.0,17000000.0,-14000000.0,-21100000.0,-17600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,106500000.0,-1229300000.0,446700000.0,173300000.0,412300000.0,-218700000.0,-644400000.0,-123800000.0,-502600000.0,1098533000.0,207164000.0,-414361000.0,302974000.0,119777000.0,677932000.0,205219000.0,347576000.0,171171000.0,-412410000.0,43840000.0,404962000.0,137900000.0
,cashAtEndOfPeriod,1383000000.0,1276500000.0,2505800000.0,2006500000.0,1833200000.0,1420900000.0,1639600000.0,2284000000.0,2407800000.0,2910420000.0,1811887000.0,1604723000.0,2019084000.0,1716110000.0,1596333000.0,918401000.0,713182000.0,365606000.0,194435000.0,606845000.0,563005000.0,158000000.0
,cashAtBeginningOfPeriod,1276500000.0,2505800000.0,2059100000.0,1833200000.0,1420900000.0,1639600000.0,2284000000.0,2407800000.0,2910400000.0,1811887000.0,1604723000.0,2019084000.0,1716110000.0,1596333000.0,918401000.0,713182000.0,365606000.0,194435000.0,606845000.0,563005000.0,158043000.0,20100000.0
,operatingCashFlow,612000000.0,528900000.0,861100000.0,1260100000.0,1106000000.0,892500000.0,763400000.0,842300000.0,642400000.0,986726000.0,812335000.0,796097000.0,875179000.0,786523000.0,755604000.0,642943000.0,439448000.0,178554000.0,2410000.0,292759000.0,269083000.0,20500000.0
,capitalExpenditure,-100400000.0,-109600000.0,-147400000.0,-151200000.0,-214700000.0,-210300000.0,-192900000.0,-243100000.0,-414000000.0,-266314000.0,-185291000.0,-153101000.0,-164604000.0,-146858000.0,-102093000.0,-98192000.0,-63185000.0,-19388000.0,-36127000.0,-241129000.0,-34999000.0,-10000000.0
,freeCashFlow,511600000.0,419300000.0,713700000.0,1108900000.0,891300000.0,682200000.0,570500000.0,599200000.0,228400000.0,720412000.0,627044000.0,642996000.0,710575000.0,639665000.0,653511000.0,544751000.0,376263000.0,159166000.0,-33717000.0,51630000.0,234084000.0,10500000.0
