date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,commonStockRepurchased,-307000000.0,-281000000.0,-671600000.0,-220400000.0,-277300000.0,-850600000.0,-222700000.0,-153600000.0,-272700000.0,-556400000.0,-2600000.0,-4100000.0,-6400000.0,-756300000.0,-755800000.0,-952400000.0,-772600000.0,-453000000.0,-742400000.0,-367700000.0,0.0
,dividendsPaid,-614500000.0,-606000000.0,-598600000.0,-540000000.0,-464900000.0,-457500000.0,-409600000.0,-321400000.0,-264300000.0,-246700000.0,-209200000.0,-192500000.0,-149700000.0,-41200000.0,-24700000.0,-17700000.0,-166500000.0,-145300000.0,-83800000.0,-1177500000.0,0.0
,otherFinancingActivites,1969300000.0,2052800000.0,2170900000.0,283100000.0,2429900000.0,-185900000.0,-1703200000.0,-2379100000.0,-592100000.0,-768500000.0,-2983900000.0,-4435600000.0,1933700000.0,1926900000.0,1851100000.0,392800000.0,1812200000.0,1303200000.0,-211600000.0,-1020200000.0,0.0
,netCashUsedProvidedByFinancingActivities,1621100000.0,1733700000.0,1052700000.0,-384000000.0,1450900000.0,-508600000.0,-2438100000.0,-2800300000.0,-126200000.0,-1554700000.0,-3182200000.0,-3637400000.0,1956000000.0,1292100000.0,1585900000.0,414500000.0,182800000.0,-511200000.0,-1008500000.0,-549200000.0,-1006900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,333900000.0,-461600000.0,506700000.0,-248800000.0,154800000.0,700900000.0,-507900000.0,-1805400000.0,1343300000.0,956500000.0,-363000000.0,-367600000.0,1263600000.0,700000.0,-2000000.0,-1900000.0,-740000000.0,654300000.0,477400000.0,-302800000.0,357100000.0
,cashAtEndOfPeriod,2849800000.0,2515900000.0,2977500000.0,2470800000.0,2719600000.0,2564800000.0,1863900000.0,2371800000.0,4177200000.0,2833900000.0,1877400000.0,2240400000.0,2608000000.0,1344400000.0,1590800000.0,1641300000.0,452500000.0,1692900000.0,1038600000.0,623800000.0,927100000.0
,cashAtBeginningOfPeriod,2515900000.0,2977500000.0,2470800000.0,2719600000.0,2564800000.0,1863900000.0,2371800000.0,4177200000.0,2833900000.0,1877400000.0,2240400000.0,2608000000.0,1344400000.0,1590800000.0,1641300000.0,452500000.0,1192500000.0,1038600000.0,561200000.0,926600000.0,570000000.0
,operatingCashFlow,3738600000.0,5493200000.0,5156500000.0,4188000000.0,3857800000.0,4377100000.0,3102900000.0,2221200000.0,3080900000.0,2713300000.0,2791700000.0,2243000000.0,2224800000.0,2960000000.0,2278500000.0,2384200000.0,2255900000.0,3713800000.0,5564000000.0,3944800000.0,2637300000.0
,capitalExpenditure,-108800000.0,-31200000.0,-24600000.0,281400000.0,-109700000.0,-322000000.0,-281700000.0,-85600000.0,-151800000.0,-56900000.0,-21500000.0,-26200000.0,-105000000.0,-213600000.0,-79600000.0,-260900000.0,-389400000.0,-1381700000.0,-1265000000.0,-1348300000.0,-303000000.0
,freeCashFlow,3629800000.0,5360800000.0,5064200000.0,4023200000.0,3702900000.0,4240700000.0,2966900000.0,2161800000.0,3042000000.0,2656400000.0,2770200000.0,2216800000.0,2119800000.0,2746400000.0,2198900000.0,2123300000.0,1866500000.0,2332100000.0,4299000000.0,2596500000.0,2334300000.0
