date,,2020-06-27_FY,2019-06-29_FY,2018-06-30_FY,2017-07-01_FY,2016-07-02_FY,2015-06-27_FY,2014-06-28_FY,2013-06-29_FY,2012-06-30_FY,2011-07-02_FY,2010-07-03_FY,2009-06-27_FY,2008-06-28_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY
,otherInvestingActivites,49000000.0,3700000.0,10700000.0,-226100000.0,-70600000.0,-474300000.0,-661700000.0,-164400000.0,5600000.0,-71600000.0,0.0,0.0,0.0,6300000.0,-7800000.0,0.0,0.0,1600000.0,8600000.0,-14100000.0,288000000.0,34700000.0,-100000.0,-100000.0,-18500000.0,0.0,200000.0,100000.0,-200000.0
,netCashUsedForInvestingActivites,-29800000.0,80600000.0,-281600000.0,113700000.0,244200000.0,-5800000.0,-651800000.0,-25000000.0,-105700000.0,-188300000.0,-65400000.0,140800000.0,53400000.0,6400000.0,-506700000.0,309900000.0,-259100000.0,33700000.0,-472700000.0,-500000.0,-819600000.0,-40300000.0,-38200000.0,-48700000.0,-83500000.0,-4300000.0,-12600000.0,-600000.0,-600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1000000.0,-278600000.0,-354600000.0,-46200000.0,-5900000.0,-23300000.0,-14200000.0,-309300000.0,-24800000.0,-7000000.0,-8000000.0,-139000000.0,-287000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000000.0,28200000.0,14500000.0,18800000.0,21400000.0,65100000.0,417700000.0,827200000.0,16100000.0,4900000.0,4500000.0,119500000.0,1000000.0,11900000.0,0.0,0.0
,commonStockRepurchased,-38900000.0,-5800000.0,-40800000.0,-79600000.0,-4200000.0,16000000.0,-132700000.0,25700000.0,0.0,38100000.0,9600000.0,-81600000.0,-97400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-27300000.0,-10600000.0,-15000000.0,463500000.0,-97300000.0,20800000.0,659000000.0,306500000.0,-1900000.0,433500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,-100000.0,0.0,0.0,0.0,0.0,100000.0
,netCashUsedProvidedByFinancingActivities,-71700000.0,-300400000.0,-180500000.0,311000000.0,-159100000.0,-7300000.0,489600000.0,-283800000.0,-1900000.0,31100000.0,1000000.0,-220900000.0,-353000000.0,-72000000.0,444100000.0,14000000.0,481300000.0,20600000.0,32300000.0,391100000.0,782100000.0,15400000.0,-1200000.0,3900000.0,125300000.0,900000.0,11800000.0,-200000.0,-200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-17100000.0,-12900000.0,3100000.0,2500000.0,-14400000.0,-18500000.0,1800000.0,900000.0,-5800000.0,7100000.0,-1500000.0,-6000000.0,5100000.0,2300000.0,2000000.0,700000.0,-1400000.0,-4800000.0,4300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,17000000.0,-93900000.0,-393000000.0,521500000.0,135000000.0,50700000.0,16200000.0,-120100000.0,5700000.0,55200000.0,53300000.0,21300000.0,-97300000.0,-2000000.0,-141800000.0,183700000.0,85600000.0,-170500000.0,-350400000.0,443800000.0,243600000.0,42100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,538500000.0,517500000.0,611400000.0,1004400000.0,469500000.0,347700000.0,297200000.0,280900000.0,401100000.0,395200000.0,340300000.0,287300000.0,265700000.0,362900000.0,364900000.0,511200000.0,327500000.0,241900000.0,412400000.0,762800000.0,319000000.0,75400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,521500000.0,611400000.0,1004400000.0,482900000.0,334500000.0,297000000.0,281000000.0,401000000.0,395400000.0,340000000.0,287000000.0,266000000.0,363000000.0,364900000.0,506700000.0,327500000.0,241900000.0,412400000.0,762800000.0,319000000.0,75400000.0,33300000.0,29200000.0,52500000.0,2900000.0,3000000.0,2000000.0,2600000.0,1400000.0
,operatingCashFlow,135600000.0,138800000.0,66000000.0,94300000.0,64300000.0,82300000.0,176600000.0,187800000.0,119100000.0,205300000.0,119200000.0,107400000.0,197200000.0,61300000.0,-81200000.0,-140900000.0,-135200000.0,-220000000.0,85700000.0,53200000.0,281100000.0,66900000.0,50000000.0,21500000.0,7800000.0,3200000.0,1800000.0,100000.0,2100000.0
,capitalExpenditure,-31900000.0,-45000000.0,-42500000.0,-38600000.0,-35500000.0,-101500000.0,-99800000.0,-65100000.0,-72200000.0,-116700000.0,-41000000.0,-54000000.0,-51000000.0,-75700000.0,-67200000.0,-35800000.0,-66400000.0,-47200000.0,-132500000.0,-732500000.0,-280000000.0,-46600000.0,-35400000.0,-57900000.0,-17600000.0,-11200000.0,-1100000.0,-700000.0,-400000.0
,freeCashFlow,103700000.0,93800000.0,23500000.0,55700000.0,28800000.0,-19200000.0,76800000.0,122700000.0,46900000.0,88600000.0,77800000.0,52700000.0,145500000.0,-14400000.0,-148400000.0,-176700000.0,-201600000.0,-267200000.0,-46800000.0,-679300000.0,1100000.0,20300000.0,14600000.0,-36400000.0,-9800000.0,-8000000.0,700000.0,-600000.0,1700000.0
