date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY
,dividendsPaid,0.0,-11688270000000.0,-17161116000000.0,-34230910000000.0,-34524887000000.0,-30840867000000.0,-27040480000000.0,-22194629000000.0,-19013434000000.0,-15567579000000.0,-14348954000000.0,-14229374000000.0,-11124591000.0,-9072081000.0,-7612245164.54,-6244541160.0,-5162690050.0,0.0,-974540200.0,-279359520.0,-218340600.0,-211864400.0
,otherFinancingActivites,1194675249000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46559920.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,29921833000.0,-199974343000.0,396759749000.0,-354695359000.0,58139144000.0,248271994000.0,78722880000.0,92831905000.0,17421232000.0,6572232000.0,-14420394000.0,30437329000.0,325156666000.0,165946229000.0,78926390786.46,386855875080.0,176095453050.0,26966827530.0,182385198430.0,30031148400.0,45764189760.0,34957626000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,2135244000.0,-1346413000.0,228112000.0,-1053605000.0,-2411769000.0,-2434107000.0,9178547000.0,5852155000.0,4084332000.0,1253363000.0,-4129160000.0,11441514000.0,-1721319000.0,-491265000.0,-25532484.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,404620264000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46356431531.61,56724887880.0,26550977400.0,30900477240.0,43025949830.0,10569101840.0,16375545000.0,9491525120.0
,cashAtEndOfPeriod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182876443442.03,155807852160.0,98958789950.0,72227495880.0,87854799030.0,44744083120.0,36331875840.0,18008474000.0
,cashAtBeginningOfPeriod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136520011910.42,99082964280.0,72407812550.0,41327018640.0,44828849200.0,34174981280.0,19956330840.0,8516948880.0
,operatingCashFlow,0.0,486710527000000.0,193829323000000.0,526355335000000.0,236453234000000.0,-122731417000000.0,67647918000000.0,174939782000000.0,208833670000000.0,-36376568000000.0,295508536000000.0,-222253884000000.0,21670280000.0,259784796000.0,70041665406.25,24192138480.0,-16529284950.0,5071090590.0,-6139603260.0,8892944720.0,-8296942800.0,-7584745520.0
,capitalExpenditure,-18734522000.0,-11481488000000.0,-10421438000000.0,-13167144000000.0,-8483857000000.0,-12446322000000.0,-8373656000000.0,-6249292000000.0,-6054398000000.0,-8940934000000.0,-6654131000000.0,-13071158000000.0,-13779728000.0,-8652868000.0,-5556234041.83,-6681222360.0,-5726681400.0,-6919432020.0,-1559264320.0,-1303677760.0,-524017440.0,-466101680.0
,freeCashFlow,0.0,475229039000000.0,183407885000000.0,513188191000000.0,227969377000000.0,-135177739000000.0,59274262000000.0,168690490000000.0,202779272000000.0,-45317502000000.0,288854405000000.0,-235325042000000.0,7890552000.0,251131928000.0,64485431364.42,17510916120.0,-22255966350.0,-1848341430.0,-7698867580.0,7589266960.0,-8820960240.0,-8050847200.0
