date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,netCashUsedProvidedByFinancingActivities,227000000.0,175000000.0,-933000000.0,-1243000000.0,-1583000000.0,-145000000.0,128000000.0,1571000000.0,-317000000.0,-972000000.0,-1843000000.0,-1064000000.0,72000000.0,-429039627.0,-731000000.0,-139803466.0,3063274538.0,79873760.0,-636073340.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1990000000.0,89000000.0,411000000.0,65000000.0,-82000000.0,-165000000.0,-2125000000.0,2088000000.0,270000000.0,-12000000.0,-423000000.0,402000000.0,42000000.0,-41712186.0,85000000.0,-347874172.0,254281258.0,-37172485.0,9682090.0
,cashAtEndOfPeriod,2484000000.0,494000000.0,405000000.0,-6000000.0,-71000000.0,11000000.0,176000000.0,2301000000.0,213000000.0,-57000000.0,-40000000.0,383000000.0,-19000000.0,-60581984.0,-19000000.0,-103880684.0,243993281.0,-10288548.0,26883853.0
,cashAtBeginningOfPeriod,494000000.0,405000000.0,-6000000.0,-71000000.0,11000000.0,176000000.0,2301000000.0,213000000.0,-57000000.0,-45000000.0,383000000.0,-19000000.0,-61000000.0,-18869798.0,-104000000.0,243993488.0,-10287977.0,26883937.0,17201763.0
,operatingCashFlow,4321000000.0,4526000000.0,4288000000.0,3938000000.0,3957000000.0,3747000000.0,3698000000.0,3990000000.0,3421000000.0,3791000000.0,3620000000.0,3790000000.0,3307000000.0,2824510875.0,2461000000.0,1227406675.0,1275928726.0,853927605.0,768548946.0
,capitalExpenditure,-2369000000.0,-2867000000.0,-2844000000.0,-2495000000.0,-2398000000.0,-2504000000.0,-2597000000.0,-2309000000.0,-2096000000.0,-2183000000.0,-2056000000.0,-2080000000.0,-3179000000.0,-1863144304.0,-1744000000.0,-1391679265.0,-1054937605.0,-963742110.0,-1261983003.0
,freeCashFlow,1952000000.0,1659000000.0,1444000000.0,1443000000.0,1559000000.0,1243000000.0,1101000000.0,1681000000.0,1325000000.0,1608000000.0,1564000000.0,1710000000.0,128000000.0,961366571.0,717000000.0,-164272590.0,220991121.0,-109814505.0,-493434057.0
