date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,netCashUsedProvidedByFinancingActivities,-1634000000.0,781000000.0,-1258000000.0,3238000000.0,-3524000000.0,1629000000.0,2242000000.0,-1305000000.0,2099000000.0,1613000000.0,-10421000000.0,3813000000.0,1539000000.0,6522000000.0,7138000000.0,506000000.0,3066000000.0,-4567000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,16000000.0,142000000.0,110000000.0,50000000.0,69000000.0,-458000000.0,-1014000000.0,-335000000.0,155000000.0,118000000.0,288000000.0,97000000.0,-30000000.0,40000000.0,-180000000.0,-79000000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,979000000.0,959000000.0,363000000.0,-3485000000.0,2694000000.0,3479000000.0,-6661000000.0,3849000000.0,1336000000.0,-249000000.0,-1864000000.0,3968000000.0,2471000000.0,790000000.0,-273000000.0,123000000.0,-1949000000.0,-8638000000.0
,cashAtEndOfPeriod,16474000000.0,15495000000.0,14490000000.0,14127000000.0,17612000000.0,14918000000.0,11439000000.0,18100000000.0,14251000000.0,12915000000.0,13164000000.0,15028000000.0,11060000000.0,8589000000.0,7799000000.0,8072000000.0,7949000000.0,9898000000.0
,cashAtBeginningOfPeriod,15495000000.0,14536000000.0,14127000000.0,17612000000.0,14918000000.0,11439000000.0,18100000000.0,14251000000.0,12915000000.0,13164000000.0,15028000000.0,11060000000.0,8589000000.0,7799000000.0,8072000000.0,7949000000.0,9898000000.0,18536000000.0
,operatingCashFlow,19625000000.0,21664000000.0,13445000000.0,14778000000.0,13895000000.0,19396000000.0,8445000000.0,20909000000.0,12377000000.0,6542000000.0,5840000000.0,10838000000.0,5966000000.0,4375000000.0,4042000000.0,7119000000.0,-596000000.0,9981000000.0
,capitalExpenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,freeCashFlow,19625000000.0,21664000000.0,13445000000.0,14778000000.0,13895000000.0,19396000000.0,8445000000.0,20909000000.0,12377000000.0,6542000000.0,5840000000.0,10838000000.0,5966000000.0,4375000000.0,4042000000.0,7119000000.0,-596000000.0,9981000000.0
