date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,commonStockRepurchased,0.0,-2341000.0,-2885000.0,-7891000.0,-39379000.0,-24116000.0,-6531000.0,-1613000.0,-2261000.0,-2153000.0,0.0,5000000.0,0.0,0.0,55300000.0,7300000.0,8600000.0,0.0,0.0,-160302.0,0.0,0.0,0.0,-2453346.0
,dividendsPaid,-20113000.0,-20385000.0,-19236000.0,-43777000.0,-43660000.0,-78540000.0,-10785000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157600.0,-188709.0,-216987.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,-8871000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-638653.0,638652.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-60179000.0,-43566000.0,169199000.0,-51136000.0,-82844000.0,-98136000.0,-15772000.0,-27000.0,6740000.0,-1615000.0,1000.0,5000000.0,0.0,0.0,55300000.0,7300000.0,8600000.0,0.0,-796253.0,401257.0,5073403.0,7398153.0,6000760.0,-2064285.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,855000.0,927000.0,-1297000.0,1120000.0,-150000.0,130000.0,-59000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,855000.0,-2812000.0,23591000.0,-38529000.0,-117348000.0,44786000.0,60968000.0,63070000.0,15616000.0,11397000.0,2757000.0,-1800000.0,-1900000.0,-42600000.0,57400000.0,-7500000.0,7700000.0,-830646.0,-3403032.0,-1743066.0,1684955.0,1218965.0,1989171.0,-4732536.0
,cashAtEndOfPeriod,73425000.0,74972000.0,77784000.0,54193000.0,92722000.0,210070000.0,165284000.0,104316000.0,41246000.0,25630000.0,14233000.0,11500000.0,13200000.0,15100000.0,57700000.0,300000.0,8200000.0,460798.0,1291444.0,4694476.0,6437542.0,4752587.0,3533622.0,1544451.0
,cashAtBeginningOfPeriod,74972000.0,77784000.0,54193000.0,92722000.0,210070000.0,165284000.0,104316000.0,41246000.0,25630000.0,14233000.0,11476000.0,13300000.0,15100000.0,57700000.0,300000.0,7800000.0,500000.0,1291444.0,4694476.0,6437542.0,4752587.0,3533622.0,1544451.0,6276987.0
,operatingCashFlow,29395000.0,46832000.0,37468000.0,48508000.0,54911000.0,155111000.0,82630000.0,70124000.0,11234000.0,13692000.0,2128000.0,-15000000.0,-15600000.0,-9700000.0,-10000000.0,-2600000.0,-800000.0,-1051448.0,-3728415.0,-8336292.0,-7141246.0,-8101534.0,-4743284.0,-3709861.0
,capitalExpenditure,-472000.0,-47000.0,-71000.0,-2427000.0,-1070000.0,-2616000.0,-4894000.0,-6211000.0,-190000.0,-108000.0,-93000.0,-300000.0,-700000.0,-800000.0,-200000.0,0.0,0.0,-40543.0,-561001.0,-393850.0,-1568403.0,-353713.0,-178372.0,-513619.0
,freeCashFlow,28923000.0,46785000.0,37397000.0,46081000.0,53841000.0,152495000.0,77736000.0,63913000.0,11044000.0,13584000.0,2035000.0,-15300000.0,-16300000.0,-10500000.0,-10200000.0,-2600000.0,-800000.0,-1091991.0,-4289416.0,-8730142.0,-8709649.0,-8455247.0,-4921656.0,-4223480.0
