date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,commonStockRepurchased,-38000000.0,-1849000000.0,-2956000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-2332000000.0,-1168000000.0,0.0,-815000000.0,-326000000.0,-253000000.0,-2263000000.0,-189000000.0,0.0,0.0,-204000000.0,-10699000.0,0.0
,dividendsPaid,-257000000.0,-140000000.0,-149000000.0,-127000000.0,-221000000.0,-396000000.0,-386000000.0,-348000000.0,-324000000.0,-278000000.0,-281000000.0,-284000000.0,-289000000.0,-259000000.0,-209000000.0,-146000000.0,-107000000.0,-49000000.0,-41000000.0,-35000000.0,-31955000.0,-16400000.0
,otherFinancingActivites,-11000000.0,90000000.0,-55000000.0,-617000000.0,-149000000.0,-270000000.0,-237000000.0,4000000.0,5000000.0,13000000.0,16000000.0,8000000.0,60000000.0,44000000.0,36000000.0,0.0,0.0,1000000.0,0.0,0.0,-51779000.0,13500000.0
,netCashUsedProvidedByFinancingActivities,-306000000.0,-3639000000.0,-4203000000.0,9000000.0,-1164000000.0,1848000000.0,-2354000000.0,20000000.0,1629000000.0,1691000000.0,-3104000000.0,1201000000.0,-3408000000.0,-371000000.0,593000000.0,-3543000000.0,-1001000000.0,-414000000.0,401000000.0,3370000000.0,-389571000.0,195400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-9000000.0,45000000.0,206000000.0,6000000.0,-61000000.0,-77000000.0,-29000000.0,-28000000.0,23000000.0,-4000000.0,17000000.0,43000000.0,-116000000.0,51000000.0,13000000.0,37000000.0,39000000.0,59000000.0,0.0,-6000000.0,-1177000.0,700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,393000000.0,-602000000.0,-238000000.0,714000000.0,-351000000.0,830000000.0,-4586000000.0,1429000000.0,-918000000.0,2265000000.0,2279000000.0,627000000.0,-989000000.0,617000000.0,-850000000.0,454000000.0,220000000.0,981000000.0,109000000.0,-35000000.0,54883000.0,148000000.0
,cashAtEndOfPeriod,2237000000.0,1844000000.0,2446000000.0,2673000000.0,1959000000.0,2310000000.0,1480000000.0,6066000000.0,4637000000.0,5555000000.0,3290000000.0,1011000000.0,384000000.0,1373000000.0,756000000.0,1606000000.0,1152000000.0,1273000000.0,292000000.0,193000000.0,228050000.0,167200000.0
,cashAtBeginningOfPeriod,1844000000.0,2446000000.0,2684000000.0,1959000000.0,2310000000.0,1480000000.0,6066000000.0,4637000000.0,5555000000.0,3290000000.0,1011000000.0,384000000.0,1373000000.0,756000000.0,1606000000.0,1152000000.0,932000000.0,292000000.0,183000000.0,228000000.0,173167000.0,19200000.0
,operatingCashFlow,1354000000.0,2071000000.0,2704000000.0,2909000000.0,1746000000.0,5383000000.0,5981000000.0,5436000000.0,4956000000.0,6224000000.0,5478000000.0,4737000000.0,9408000000.0,6651000000.0,5993000000.0,5612000000.0,4816000000.0,3768000000.0,1754000000.0,1886000000.0,1619032000.0,205600000.0
,capitalExpenditure,-1161000000.0,-1941000000.0,-2506000000.0,-2805000000.0,-3971000000.0,-6415000000.0,-13450000000.0,-6758000000.0,-8225000000.0,-7534000000.0,-6476000000.0,-4879000000.0,-9375000000.0,-6158000000.0,-7551000000.0,-4090000000.0,-3103000000.0,-2587000000.0,-3426000000.0,-5326000000.0,-1280132000.0,-332000000.0
,freeCashFlow,193000000.0,130000000.0,198000000.0,104000000.0,-2225000000.0,-1032000000.0,-7469000000.0,-1322000000.0,-3269000000.0,-1310000000.0,-998000000.0,-142000000.0,33000000.0,493000000.0,-1558000000.0,1522000000.0,1713000000.0,1181000000.0,-1672000000.0,-3440000000.0,338900000.0,-126400000.0
