date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-1200000.0,-2800000.0,-15400000.0,0.0,68400000.0,32400000.0,47300000.0,76700000.0,48900000.0,4300000.0,52400000.0,21600000.0,14400000.0,12000000.0,4700000.0,-2800000.0,1000000.0,1800000.0,29700000.0,13000000.0,-482000000.0,-127000000.0
,netCashUsedProvidedByFinancingActivities,-486900000.0,-115600000.0,-1101200000.0,-473200000.0,-268500000.0,-158600000.0,-153000000.0,34900000.0,-155600000.0,-135200000.0,-103900000.0,-91800000.0,-134100000.0,-108100000.0,-193600000.0,29000000.0,-20500000.0,-15000000.0,-69500000.0,-78000000.0,-37000000.0,-127000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-20500000.0,-3000000.0,-6500000.0,7900000.0,-12500000.0,-10400000.0,-2900000.0,14600000.0,12000000.0,8600000.0,-24000000.0,1800000.0,-1000000.0,1400000.0,2700000.0,-8900000.0,4800000.0,-17100000.0,3700000.0,1000000.0,3000000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,15800000.0,465000000.0,-104200000.0,-111800000.0,211700000.0,64600000.0,233400000.0,109500000.0,139700000.0,-224900000.0,62000000.0,115400000.0,76900000.0,-41000000.0,4200000.0,129700000.0,-12200000.0,26900000.0,-13500000.0,20000000.0,0.0,0.0
,cashAtEndOfPeriod,1200200000.0,1179100000.0,714100000.0,818300000.0,930100000.0,718400000.0,653800000.0,420400000.0,310900000.0,171200000.0,396100000.0,334100000.0,218700000.0,141800000.0,182800000.0,178600000.0,48900000.0,61100000.0,34200000.0,48000000.0,28000000.0,0.0
,cashAtBeginningOfPeriod,1184400000.0,714100000.0,818300000.0,930100000.0,718400000.0,653800000.0,420400000.0,310900000.0,171200000.0,396100000.0,334100000.0,218700000.0,141800000.0,182800000.0,178600000.0,48900000.0,61100000.0,34200000.0,47700000.0,28000000.0,0.0,0.0
,operatingCashFlow,1054300000.0,1179400000.0,926800000.0,1000700000.0,704400000.0,549700000.0,1022300000.0,472700000.0,373800000.0,314500000.0,251400000.0,165300000.0,153200000.0,210200000.0,230800000.0,136800000.0,180600000.0,122300000.0,120600000.0,101000000.0,137000000.0,176000000.0
,capitalExpenditure,-407300000.0,-278400000.0,-241700000.0,-175500000.0,-217400000.0,-106500000.0,-93700000.0,-110100000.0,-127700000.0,-90600000.0,-63000000.0,-64000000.0,-78000000.0,-62500000.0,-59400000.0,-48500000.0,-42500000.0,-37900000.0,-40700000.0,-38000000.0,-46000000.0,-42000000.0
,freeCashFlow,647000000.0,901000000.0,685100000.0,825200000.0,487000000.0,443200000.0,928600000.0,362600000.0,246100000.0,223900000.0,188400000.0,101300000.0,75200000.0,147700000.0,171400000.0,88300000.0,138100000.0,84400000.0,79900000.0,63000000.0,91000000.0,134000000.0
