date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,otherFinancingActivites,2870254000.0,1589932000.0,1448207000.0,1577695000.0,-199473000.0,2326700000.0,1624107000.0,403984000.0,312401000.0,613012000.0,759499000.0,811654000.0,0.0,933153000.0,1059427000.0,-4933112.0,187875360.0,110147455.0,5252000.0,53239000.0
,netCashUsedProvidedByFinancingActivities,-1935497000.0,-892173000.0,-753189000.0,359673000.0,-1062783000.0,750190000.0,-309584000.0,807162000.0,-4381000.0,354547000.0,139900000.0,769238000.0,-611301000.0,682868000.0,878282000.0,148659000.0,518388000.0,90867000.0,21752000.0,53239000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,167196000.0,4946000.0,57901000.0,-7966000.0,-18364000.0,281993000.0,-124872000.0,-32011000.0,6795000.0,-8430000.0,-10888000.0,-18841000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-982595000.0,819238000.0,-200675000.0,464655000.0,-510125000.0,-826441000.0,263126000.0,860096000.0,-454736000.0,-725571000.0,573450000.0,1213078000.0,-403791000.0,293386000.0,174630000.0,-299383000.0,259439000.0,136839000.0,4296000.0,0.0
,cashAtEndOfPeriod,662830000.0,1645425000.0,826187000.0,1026862000.0,562207000.0,1072332000.0,1898773000.0,1635647000.0,775551000.0,1230287000.0,1955858000.0,1382408000.0,169330000.0,574363000.0,280977000.0,106347000.0,405730000.0,146291000.0,9452000.0,0.0
,cashAtBeginningOfPeriod,1645425000.0,826187000.0,1026862000.0,562207000.0,1072332000.0,1898773000.0,1635647000.0,775551000.0,1230287000.0,1955858000.0,1382408000.0,169330000.0,573121000.0,280977000.0,106347000.0,405730000.0,146291000.0,9452000.0,5156000.0,0.0
,operatingCashFlow,753936000.0,2461076000.0,2081869000.0,672753000.0,-21067000.0,-599467000.0,968682000.0,403881000.0,133293000.0,-602520000.0,723897000.0,457259000.0,166860000.0,-154278000.0,530436000.0,353745000.0,274093000.0,85235000.0,17023000.0,-19213000.0
,capitalExpenditure,-661946000.0,-979219000.0,-875653000.0,-425887000.0,-439365000.0,-602189000.0,-245484000.0,-289017000.0,-475014000.0,-360689000.0,-288981000.0,-161906000.0,-447742000.0,-454036000.0,-489790000.0,-169443000.0,-41971000.0,-42736000.0,-22400000.0,0.0
,freeCashFlow,91990000.0,1481857000.0,1206216000.0,246866000.0,-460432000.0,-1201656000.0,723198000.0,114864000.0,-341721000.0,-963209000.0,434916000.0,295353000.0,-280882000.0,-608314000.0,40646000.0,184302000.0,232122000.0,42499000.0,-5377000.0,-19213000.0
