date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockRepurchased,-114683000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3401067614502.0,0.0,0.0,0.0,0.0
,dividendsPaid,-310567000000.0,-18922000000.0,-14074000000.0,-10843000000.0,-10824000000.0,-35768000000.0,-32106000000.0,-24641000000.0,-18499000000.0,-15330000000.0,-493156000000.0,-228332000000.0,0.0,0.0,0.0,0.0,0.0,-213308000000.0,-224911031952.0,-161629435350.0,-94816687500.0,-67723669234.0,-81316098596.0
,otherFinancingActivites,57582000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-696797152788.0,-65703022500.0,-236409607500.0,-35447338579.0,-433842537596.0
,netCashUsedProvidedByFinancingActivities,-647585000000.0,-249748000000.0,-531675000000.0,-1363499000000.0,-943271000000.0,-1163996000000.0,1071691000000.0,-311794000000.0,-1266474000000.0,768472000000.0,-128980000000.0,-930446000000.0,1051350000000.0,-1369019665823.67,-2305242608097.0,-3685819927316.0,-103000000000.0,-2135000000000.0,-844128113592.0,755584758750.0,2864728185000.0,578142694715.0,1042068153684.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-2042000000.0,-5481000000.0,581000000.0,-3134000000.0,-1674000000.0,6700000000.0,648000000.0,-3440000000.0,-1016000000.0,12744000000.0,-24336000000.0,-9167000000.0,18721000000.0,109515917835.17,0.0,0.0,0.0,0.0,-118623962.0,-1314060450.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,328730000000.0,-397528000000.0,-26288000000.0,-972129000000.0,340847000000.0,741834000000.0,6228000000.0,7498000000.0,609527000000.0,283528000000.0,-372130000000.0,-381470000000.0,0.0,0.0,0.0,0.0,-163128000000.0,-170770000000.0,-82325029628.0,467805520200.0,29077117500.0,150962627239.0,-371680375519.0
,cashAtEndOfPeriod,2634624000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117384000000.0,1489514000000.0,0.0,30941000000.0,590712000000.0,307600000000.0,0.0,715339000000.0,1086595491920.0,1169513800500.0,701643487500.0,670668175926.0,644535839305.0
,cashAtBeginningOfPeriod,2305894000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489514000000.0,1870984000000.0,0.0,0.0,0.0,0.0,363708000000.0,886109000000.0,1168920521548.0,701708280300.0,672566370000.0,519705548687.0,1016216214824.0
,operatingCashFlow,4739827000000.0,3745173000000.0,4010464000000.0,3877749000000.0,4770750000000.0,4229965000000.0,1916413000000.0,4111073000000.0,5721398000000.0,2150309000000.0,3021581000000.0,3338008000000.0,2888557000000.0,1138739000000.0,1943729000000.0,2218891000000.0,1853459000000.0,2173871000000.0,4826571765856.0,3630749023350.0,2651074582500.0,2917553790646.0,2642185660305.0
,capitalExpenditure,-3724484000000.0,42554000000.0,90992000000.0,68229000000.0,93401000000.0,28303000000.0,77644000000.0,100469000000.0,1676248000000.0,594250000000.0,-3019378000000.0,-2759777000000.0,-3322381000000.0,0.0,0.0,0.0,0.0,-2219902000000.0,-3232147092614.0,-4412614991100.0,-4582806562500.0,-3071687425809.0,-3619858984465.0
,freeCashFlow,1015343000000.0,3787727000000.0,4101456000000.0,3945978000000.0,4864151000000.0,4258268000000.0,1994057000000.0,4211542000000.0,7397646000000.0,2744559000000.0,2203000000.0,578231000000.0,-433824000000.0,1138739000000.0,1943729000000.0,2218891000000.0,1853459000000.0,-46031000000.0,1594424673242.0,-781865967750.0,-1931731980000.0,-154133635163.0,-977673324160.0
